Rank_Apr-2025,Rank_Mar-2025,Rank_Apr-2024,DBMS,Database Model,Score_Apr-2025,Score_Mar-2025,Score_Apr-2024,DBMS_insitelink,Multi_model_info
204.,209.,223.,Alibaba Cloud AnalyticDB for MySQL,"Relational, Multi-model",0.83,+0.07,+0.07,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store"
205.,203.,194.,Altibase,Relational,0.82,0.00,-0.18,https://db-engines.com/en/system/Altibase,
206.,177.,205.,ZODB,Key-value,0.81,-0.24,-0.09,https://db-engines.com/en/system/ZODB,
207.,205.,203.,Typesense,Search engine,0.81,0.00,-0.10,https://db-engines.com/en/system/Typesense,
208.,204.,193.,Infobright,Relational,0.78,-0.03,-0.22,https://db-engines.com/en/system/Infobright,
209.,206.,195.,NuoDB,Relational,0.77,-0.02,-0.22,https://db-engines.com/en/system/NuoDB,
210.,216.,202.,Yellowbrick,Relational,0.76,+0.04,-0.15,https://db-engines.com/en/system/Yellowbrick,
211.,219.,216.,Xapian,Search engine,0.75,+0.05,-0.06,https://db-engines.com/en/system/Xapian,
212.,220.,241.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.74,+0.07,+0.13,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
213.,207.,212.,BigchainDB,Document,0.73,-0.04,-0.09,https://db-engines.com/en/system/BigchainDB,
214.,215.,208.,Model 204,Multivalue,0.72,0.00,-0.14,https://db-engines.com/en/system/Model+204,
215.,226.,245.,RisingWave,Relational,0.72,+0.08,+0.14,https://db-engines.com/en/system/RisingWave,
216.,212.,214.,GeoMesa,Spatial,0.72,-0.03,-0.09,https://db-engines.com/en/system/GeoMesa,
217.,214.,179.,AllegroGraph,Multi-model,0.71,-0.02,-0.45,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS"
218.,213.,222.,Blazegraph,Multi-model,0.71,-0.02,-0.06,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
219.,217.,233.,SciDB,Multivalue,0.71,+0.01,+0.01,https://db-engines.com/en/system/SciDB,
220.,221.,211.,eXist-db,Native XML,0.69,+0.01,-0.14,https://db-engines.com/en/system/eXist-db,
221.,208.,231.,RDF4J,RDF,0.69,-0.08,-0.02,https://db-engines.com/en/system/RDF4J,
222.,224.,218.,Actian Vector,Relational,0.68,+0.02,-0.13,https://db-engines.com/en/system/Actian+Vector,
223.,218.,219.,KeyDB,Key-value,0.67,-0.03,-0.12,https://db-engines.com/en/system/KeyDB,
224.,225.,215.,Datacom/DB,Relational,0.66,+0.00,-0.15,https://db-engines.com/en/system/Datacom%2FDB,
225.,230.,157.,Sedna,Native XML,0.64,+0.03,-0.87,https://db-engines.com/en/system/Sedna,
226.,228.,228.,SQream DB,Relational,0.64,+0.00,-0.09,https://db-engines.com/en/system/SQream+DB,
227.,223.,229.,CrateDB,Multi-model,0.64,-0.02,-0.09,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
228.,222.,197.,Dolt,"Relational, Multi-model",0.62,-0.04,-0.33,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store"
229.,231.,235.,ObjectDB,Object oriented,0.61,0.00,-0.08,https://db-engines.com/en/system/ObjectDB,
230.,234.,226.,Objectivity/DB,Object oriented,0.61,+0.01,-0.14,https://db-engines.com/en/system/Objectivity%2FDB,
231.,232.,239.,FrontBase,Relational,0.60,+0.01,-0.05,https://db-engines.com/en/system/FrontBase,
232.,233.,220.,solidDB,Relational,0.59,-0.01,-0.20,https://db-engines.com/en/system/solidDB,
233.,235.,254.,R:BASE,Relational,0.58,+0.00,+0.04,https://db-engines.com/en/system/R%3ABASE,
234.,229.,217.,TypeDB,Multi-model,0.58,-0.06,-0.23,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Object oriented DBMS,Relational DBMS"
235.,227.,224.,BoltDB,Key-value,0.58,-0.06,-0.18,https://db-engines.com/en/system/BoltDB,
236.,246.,285.,YDB,Multi-model,0.57,+0.08,+0.23,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
237.,238.,198.,1010data,Relational,0.56,+0.02,-0.37,https://db-engines.com/en/system/1010data,
238.,245.,252.,Harper,Document,0.55,+0.06,0.00,https://db-engines.com/en/system/Harper,
239.,237.,232.,DBISAM,Relational,0.55,-0.02,-0.16,https://db-engines.com/en/system/DBISAM,
240.,236.,230.,KairosDB,Time Series,0.55,-0.03,-0.17,https://db-engines.com/en/system/KairosDB,
241.,241.,248.,SQL.JS,Relational,0.54,+0.01,-0.03,https://db-engines.com/en/system/SQL.JS,
242.,239.,255.,Splice Machine,Relational,0.54,0.00,+0.00,https://db-engines.com/en/system/Splice+Machine,
243.,240.,240.,Graph Engine,Multi-model,0.52,-0.01,-0.11,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
244.,251.,237.,Apache Doris,Relational,0.51,+0.05,-0.17,https://db-engines.com/en/system/Apache+Doris,
245.,243.,271.,Dragonfly,Key-value,0.51,+0.01,+0.09,https://db-engines.com/en/system/Dragonfly,
246.,244.,242.,atoti,Object oriented,0.48,-0.01,-0.11,https://db-engines.com/en/system/atoti,
247.,247.,225.,WebSphere eXtreme Scale,Key-value,0.47,-0.01,-0.28,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
248.,252.,234.,Kinetica,"Relational, Multi-model",0.47,+0.02,-0.22,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
249.,249.,249.,MapDB,Key-value,0.47,+0.01,-0.11,https://db-engines.com/en/system/MapDB,
250.,248.,253.,Percona Server for MongoDB,Document,0.47,-0.01,-0.08,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
251.,250.,246.,NexusDB,Relational,0.46,0.00,-0.12,https://db-engines.com/en/system/NexusDB,
252.,262.,244.,Apache Pinot,Relational,0.46,+0.07,-0.13,https://db-engines.com/en/system/Apache+Pinot,
253.,254.,274.,ITTIA,"Time Series, Multi-model",0.44,-0.01,+0.05,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
254.,253.,247.,GemStone/S,Object oriented,0.44,-0.01,-0.14,https://db-engines.com/en/system/GemStone%2FS,
255.,259.,267.,Alibaba Cloud Log Service,Search engine,0.44,+0.05,-0.01,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
256.,261.,293.,Fluree,Graph,0.43,+0.04,+0.13,https://db-engines.com/en/system/Fluree,
257.,257.,258.,VistaDB,Relational,0.42,0.00,-0.08,https://db-engines.com/en/system/VistaDB,
258.,256.,243.,Scalaris,Key-value,0.42,-0.01,-0.16,https://db-engines.com/en/system/Scalaris,
259.,264.,299.,Apache Sedona,Spatial,0.41,+0.02,+0.12,https://db-engines.com/en/system/Apache+Sedona,
260.,242.,265.,Kingbase,"Relational, Multi-model",0.41,-0.10,-0.04,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
261.,265.,263.,ScaleArc,Relational,0.39,+0.00,-0.08,https://db-engines.com/en/system/ScaleArc,
262.,263.,264.,OpenInsight,Multivalue,0.39,0.00,-0.08,https://db-engines.com/en/system/OpenInsight,
263.,270.,303.,Deep Lake,Vector,0.38,+0.02,+0.12,https://db-engines.com/en/system/Deep+Lake,
264.,267.,268.,Rasdaman,Multivalue,0.38,+0.00,-0.07,https://db-engines.com/en/system/Rasdaman,
265.,276.,275.,Marqo,Search engine,0.36,+0.03,-0.04,https://db-engines.com/en/system/Marqo,
266.,260.,259.,AlaSQL,Multi-model,0.35,-0.04,-0.14,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
267.,268.,236.,Hibari,Key-value,0.35,-0.02,-0.34,https://db-engines.com/en/system/Hibari,
268.,266.,256.,Postgres-XL,"Relational, Multi-model",0.35,-0.03,-0.17,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
269.,258.,262.,LokiJS,Document,0.35,-0.06,-0.13,https://db-engines.com/en/system/LokiJS,
270.,286.,292.,Tajo,Relational,0.34,+0.06,+0.03,https://db-engines.com/en/system/Tajo,
271.,274.,269.,SearchBlox,Search engine,0.33,+0.00,-0.09,https://db-engines.com/en/system/SearchBlox,
272.,275.,289.,Comdb2,Relational,0.33,0.00,+0.01,https://db-engines.com/en/system/Comdb2,
273.,269.,260.,Sequoiadb,Multi-model,0.33,-0.04,-0.15,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
274.,271.,210.,Perst,Object oriented,0.33,-0.03,-0.51,https://db-engines.com/en/system/Perst,
275.,255.,186.,Northgate Reality,Multivalue,0.32,-0.12,-0.76,https://db-engines.com/en/system/Northgate+Reality,
276.,282.,272.,ModeShape,Content,0.31,+0.02,-0.09,https://db-engines.com/en/system/ModeShape,
277.,285.,270.,Strabon,RDF,0.30,+0.03,-0.12,https://db-engines.com/en/system/Strabon,
278.,298.,238.,Vald,Vector,0.30,+0.05,-0.36,https://db-engines.com/en/system/Vald,
279.,272.,276.,Kyligence Enterprise,Relational,0.30,-0.04,-0.09,https://db-engines.com/en/system/Kyligence+Enterprise,
280.,281.,296.,Elassandra,"Wide column, Multi-model",0.29,0.00,-0.01,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
281.,277.,278.,Cloudflare Workers KV,Key-value,0.29,-0.03,-0.10,https://db-engines.com/en/system/Cloudflare+Workers+KV,
282.,284.,298.,Starcounter,Object oriented,0.28,0.00,-0.01,https://db-engines.com/en/system/Starcounter,
283.,288.,282.,Project Voldemort,Key-value,0.27,+0.00,-0.08,https://db-engines.com/en/system/Project+Voldemort,
284.,280.,345.,Actian PSQL,Relational,0.27,-0.02,+0.15,https://db-engines.com/en/system/Actian+PSQL,
285.,287.,280.,CnosDB,Time Series,0.27,0.00,-0.10,https://db-engines.com/en/system/CnosDB,
286.,300.,396.,RaptorDB,Document,0.27,+0.03,+0.27,https://db-engines.com/en/system/RaptorDB,
287.,279.,287.,4store,RDF,0.27,-0.03,-0.06,https://db-engines.com/en/system/4store,
288.,289.,261.,Raima Database Manager,Multi-model,0.27,+0.00,-0.21,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
289.,299.,328.,MyScale,Multi-model,0.26,+0.01,+0.08,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
290.,295.,277.,InfiniteGraph,Graph,0.26,+0.01,-0.13,https://db-engines.com/en/system/InfiniteGraph,
291.,294.,317.,Manticore Search,"Search engine, Multi-model",0.26,+0.00,+0.02,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
292.,273.,307.,Immudb,"Key-value, Multi-model",0.25,-0.08,+0.00,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
293.,278.,286.,OpenQM,Multivalue,0.25,-0.05,-0.08,https://db-engines.com/en/system/OpenQM,
294.,297.,279.,Brytlyt,Relational,0.25,0.00,-0.13,https://db-engines.com/en/system/Brytlyt,
295.,293.,300.,Databend,Relational,0.25,-0.01,-0.04,https://db-engines.com/en/system/Databend,
296.,291.,309.,RDFox,Multi-model,0.23,-0.03,-0.01,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
297.,290.,281.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.23,-0.03,-0.14,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
298.,283.,283.,LeanXcale,Multi-model,0.23,-0.06,-0.12,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
299.,304.,312.,Alibaba Cloud TSDB,Time Series,0.23,+0.00,-0.01,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
300.,292.,304.,FeatureBase,Relational,0.22,-0.04,-0.04,https://db-engines.com/en/system/FeatureBase,
301.,303.,273.,Redland,RDF,0.22,0.00,-0.18,https://db-engines.com/en/system/Redland,
302.,305.,326.,RedStore,RDF,0.22,0.00,+0.02,https://db-engines.com/en/system/RedStore,
303.,306.,306.,Actian FastObjects,Object oriented,0.21,0.00,-0.04,https://db-engines.com/en/system/Actian+FastObjects,
304.,309.,297.,Mimer SQL,Relational,0.21,+0.01,-0.08,https://db-engines.com/en/system/Mimer+SQL,
305.,301.,348.,YTsaurus,Multi-model,0.21,-0.02,+0.10,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
306.,325.,,FalkorDB,Graph,0.20,+0.05,,https://db-engines.com/en/system/FalkorDB,
307.,314.,351.,XTDB,Document,0.20,+0.01,+0.10,https://db-engines.com/en/system/XTDB,
308.,326.,329.,Valentina Server,Relational,0.19,+0.03,+0.01,https://db-engines.com/en/system/Valentina+Server,
309.,302.,325.,Badger,Key-value,0.19,-0.04,-0.01,https://db-engines.com/en/system/Badger,
310.,320.,305.,PipelineDB,Relational,0.19,+0.01,-0.07,https://db-engines.com/en/system/PipelineDB,
311.,307.,288.,Axibase,Time Series,0.18,-0.03,-0.14,https://db-engines.com/en/system/Axibase,
312.,311.,316.,IBM Db2 Event Store,Multi-model,0.18,-0.01,-0.05,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
313.,312.,313.,YottaDB,"Key-value, Multi-model",0.18,-0.02,-0.06,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
314.,308.,302.,AnzoGraph DB,Multi-model,0.18,-0.03,-0.09,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
315.,319.,310.,Alibaba Cloud Table Store,Wide column,0.18,0.00,-0.07,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
316.,323.,330.,TransLattice,Relational,0.18,0.00,+0.00,https://db-engines.com/en/system/TransLattice,
317.,296.,339.,Apache HugeGraph,Graph,0.17,-0.08,+0.03,https://db-engines.com/en/system/Apache+HugeGraph,
318.,322.,321.,Tibco ComputeDB,Relational,0.17,0.00,-0.06,https://db-engines.com/en/system/Tibco+ComputeDB,
319.,310.,311.,Faircom DB,Multi-model,0.17,-0.03,-0.07,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
320.,318.,308.,Riak TS,Time Series,0.16,-0.02,-0.09,https://db-engines.com/en/system/Riak+TS,
321.,324.,331.,NEventStore,Event,0.16,0.00,-0.01,https://db-engines.com/en/system/NEventStore,
322.,338.,360.,chDB,"Relational, Multi-model",0.15,+0.04,+0.08,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
323.,330.,341.,XtremeData,Relational,0.15,0.00,+0.01,https://db-engines.com/en/system/XtremeData,
324.,315.,332.,Ultipa,Graph,0.15,-0.04,-0.01,https://db-engines.com/en/system/Ultipa,
325.,317.,319.,EsgynDB,Relational,0.15,-0.04,-0.08,https://db-engines.com/en/system/EsgynDB,
326.,334.,314.,HyperGraphDB,Graph,0.14,+0.01,-0.09,https://db-engines.com/en/system/HyperGraphDB,
327.,327.,320.,FlockDB,Graph,0.14,-0.01,-0.08,https://db-engines.com/en/system/FlockDB,
328.,313.,291.,PieCloudDB,Relational,0.14,-0.05,-0.17,https://db-engines.com/en/system/PieCloudDB,
329.,332.,342.,BigObject,Relational,0.14,0.00,+0.01,https://db-engines.com/en/system/BigObject,
329.,332.,284.,ElevateDB,Relational,0.14,0.00,-0.20,https://db-engines.com/en/system/ElevateDB,
331.,316.,333.,AgensGraph,Multi-model,0.14,-0.05,-0.01,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
332.,343.,338.,Mulgara,RDF,0.14,+0.04,-0.02,https://db-engines.com/en/system/Mulgara,
333.,331.,327.,Quasardb,Time Series,0.13,-0.01,-0.05,https://db-engines.com/en/system/Quasardb,
334.,337.,358.,Warp 10,Time Series,0.13,+0.01,+0.05,https://db-engines.com/en/system/Warp+10,
335.,336.,368.,GreptimeDB,Time Series,0.13,-0.01,+0.07,https://db-engines.com/en/system/GreptimeDB,
336.,329.,323.,TerminusDB,"Graph, Multi-model",0.13,-0.02,-0.09,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
337.,328.,318.,Speedb,Key-value,0.12,-0.03,-0.11,https://db-engines.com/en/system/Speedb,
338.,321.,290.,Lovefield,Relational,0.11,-0.06,-0.20,https://db-engines.com/en/system/Lovefield,
339.,335.,294.,EJDB,Document,0.11,-0.03,-0.19,https://db-engines.com/en/system/EJDB,
340.,345.,336.,GraphBase,Graph,0.11,+0.02,-0.04,https://db-engines.com/en/system/GraphBase,
341.,342.,349.,Sparksee,Graph,0.09,0.00,-0.01,https://db-engines.com/en/system/Sparksee,
342.,344.,295.,Kyoto Tycoon,Key-value,0.09,0.00,-0.21,https://db-engines.com/en/system/Kyoto+Tycoon,
343.,341.,266.,Jade,Object oriented,0.08,-0.01,-0.37,https://db-engines.com/en/system/Jade,
344.,347.,324.,Machbase Neo,Time Series,0.08,0.00,-0.14,https://db-engines.com/en/system/Machbase+Neo,
345.,351.,367.,SiteWhere,Time Series,0.07,0.00,+0.02,https://db-engines.com/en/system/SiteWhere,
346.,339.,334.,Bangdb,Multi-model,0.07,-0.04,-0.08,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
347.,349.,322.,Tokyo Tyrant,Key-value,0.07,-0.01,-0.16,https://db-engines.com/en/system/Tokyo+Tyrant,
348.,355.,363.,Exorbyte,Search engine,0.06,0.00,0.00,https://db-engines.com/en/system/Exorbyte,
349.,359.,366.,ScaleOut StateServer,Key-value,0.06,+0.01,+0.01,https://db-engines.com/en/system/ScaleOut+StateServer,
350.,356.,335.,CubicWeb,RDF,0.06,+0.00,-0.09,https://db-engines.com/en/system/CubicWeb,
351.,340.,355.,ArcadeDB,Multi-model,0.06,-0.05,-0.03,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
352.,360.,388.,Tigris,Multi-model,0.06,+0.01,+0.05,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
353.,346.,353.,Blueflood,Time Series,0.06,-0.03,-0.03,https://db-engines.com/en/system/Blueflood,
353.,357.,315.,Elliptics,Key-value,0.06,0.00,-0.17,https://db-engines.com/en/system/Elliptics,
355.,361.,370.,SenseiDB,Document,0.05,0.00,0.00,https://db-engines.com/en/system/SenseiDB,
356.,352.,344.,TinkerGraph,Graph,0.05,-0.02,-0.07,https://db-engines.com/en/system/TinkerGraph,
357.,354.,,ReductStore,Time Series,0.05,-0.02,,https://db-engines.com/en/system/ReductStore,
358.,364.,364.,NosDB,Document,0.04,0.00,-0.03,https://db-engines.com/en/system/NosDB,
359.,353.,301.,AntDB,Relational,0.03,-0.03,-0.24,https://db-engines.com/en/system/AntDB,
360.,369.,352.,WakandaDB,Object oriented,0.03,0.00,-0.06,https://db-engines.com/en/system/WakandaDB,
361.,372.,389.,JethroData,Relational,0.03,0.00,+0.02,https://db-engines.com/en/system/JethroData,
361.,370.,365.,STSdb,Key-value,0.03,0.00,-0.03,https://db-engines.com/en/system/STSdb,
363.,348.,376.,OpenMLDB,"Time Series, Multi-model",0.03,-0.05,-0.01,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
364.,373.,250.,Heroic,Time Series,0.02,+0.00,-0.55,https://db-engines.com/en/system/Heroic,
365.,377.,380.,Faircom EDGE,Multi-model,0.02,0.00,-0.01,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
366.,378.,389.,Dydra,RDF,0.02,0.00,+0.01,https://db-engines.com/en/system/Dydra,
367.,379.,382.,SmallSQL,Relational,0.02,+0.00,0.00,https://db-engines.com/en/system/SmallSQL,
368.,350.,,Kuzu,Graph,0.02,-0.05,,https://db-engines.com/en/system/Kuzu,
369.,380.,383.,SparkleDB,RDF,0.02,0.00,0.00,https://db-engines.com/en/system/SparkleDB,
370.,381.,384.,Acebase,Document,0.01,+0.00,0.00,https://db-engines.com/en/system/Acebase,
371.,382.,385.,Resin Cache,Key-value,0.01,0.00,0.00,https://db-engines.com/en/system/Resin+Cache,
372.,384.,374.,Hawkular Metrics,Time Series,0.01,0.00,-0.03,https://db-engines.com/en/system/Hawkular+Metrics,
373.,371.,371.,gStore,Multi-model,0.01,-0.02,-0.04,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
374.,385.,387.,SWC-DB,"Wide column, Multi-model",0.01,+0.00,0.00,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
375.,387.,389.,Eloquera,Object oriented,0.01,0.00,0.00,https://db-engines.com/en/system/Eloquera,
376.,358.,356.,JaguarDB,Multi-model,0.01,-0.05,-0.08,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
377.,394.,396.,Skytable,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/Skytable,
378.,365.,357.,OushuDB,Relational,0.00,-0.03,-0.09,https://db-engines.com/en/system/OushuDB,
379.,391.,394.,Siaqodb,Object oriented,0.00,+0.00,+0.00,https://db-engines.com/en/system/Siaqodb,
380.,392.,395.,LedisDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/LedisDB,
381.,393.,373.,SwayDB,Key-value,0.00,+0.00,-0.04,https://db-engines.com/en/system/SwayDB,
382.,394.,396.,ActorDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/ActorDB,
382.,394.,396.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
382.,394.,396.,BrightstarDB,RDF,0.00,±0.00,±0.00,https://db-engines.com/en/system/BrightstarDB,
382.,394.,396.,Cachelot.io,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Cachelot.io,
382.,394.,396.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
382.,394.,396.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
382.,394.,396.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
382.,394.,362.,DataFS,"Object oriented, Multi-model",0.00,±0.00,-0.07,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
382.,394.,396.,Edge Intelligence,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Edge+Intelligence,
382.,394.,396.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
382.,394.,375.,Galaxybase,Graph,0.00,±0.00,-0.04,https://db-engines.com/en/system/Galaxybase,
382.,367.,372.,H2GIS,"Spatial, Multi-model",0.00,-0.04,-0.05,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
382.,394.,396.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
382.,394.,396.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
382.,394.,396.,HyperLevelDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/HyperLevelDB,
382.,394.,396.,iBoxDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/iBoxDB,
382.,394.,369.,Indica,Search engine,0.00,±0.00,-0.05,https://db-engines.com/en/system/Indica,
382.,394.,359.,InfinityDB,Key-value,0.00,±0.00,-0.07,https://db-engines.com/en/system/InfinityDB,
382.,394.,396.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
382.,394.,396.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
382.,394.,350.,Linter,"Relational, Multi-model",0.00,±0.00,-0.10,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
382.,394.,396.,Newts,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/Newts,
382.,394.,396.,NSDb,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/NSDb,
382.,366.,381.,openGemini,Time Series,0.00,-0.04,-0.03,https://db-engines.com/en/system/openGemini,
382.,390.,396.,OpenTenBase,Relational,0.00,0.00,±0.00,https://db-engines.com/en/system/OpenTenBase,
382.,389.,378.,OrigoDB,Multi-model,0.00,0.00,-0.03,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
382.,394.,396.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
382.,394.,379.,Sadas Engine,Relational,0.00,±0.00,-0.03,https://db-engines.com/en/system/Sadas+Engine,
382.,394.,386.,searchxml,Multi-model,0.00,±0.00,-0.01,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
382.,386.,346.,SiriDB,Time Series,0.00,-0.01,-0.11,https://db-engines.com/en/system/SiriDB,
382.,394.,396.,SpaceTime,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
382.,374.,,SvectorDB,Vector,0.00,-0.02,,https://db-engines.com/en/system/SvectorDB,
382.,375.,377.,TerarkDB,Key-value,0.00,-0.02,-0.04,https://db-engines.com/en/system/TerarkDB,
382.,388.,354.,Tkrzw,Key-value,0.00,-0.01,-0.09,https://db-engines.com/en/system/Tkrzw,
382.,394.,396.,TomP2P,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TomP2P,
382.,362.,337.,Transbase,Relational,0.00,-0.05,-0.15,https://db-engines.com/en/system/Transbase,
382.,363.,343.,Transwarp ArgoDB,"Relational, Multi-model",0.00,-0.04,-0.12,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
382.,383.,392.,Transwarp Hippo,Vector,0.00,-0.01,0.00,https://db-engines.com/en/system/Transwarp+Hippo,
382.,394.,340.,Transwarp KunDB,Relational,0.00,±0.00,-0.14,https://db-engines.com/en/system/Transwarp+KunDB,
382.,376.,361.,Transwarp StellarDB,Graph,0.00,-0.02,-0.07,https://db-engines.com/en/system/Transwarp+StellarDB,
382.,394.,393.,Upscaledb,Key-value,0.00,±0.00,0.00,https://db-engines.com/en/system/Upscaledb,
382.,368.,347.,VelocityDB,Multi-model,0.00,-0.03,-0.11,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
382.,394.,396.,WhiteDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/WhiteDB,
