DBMS,Rank_Sep-2023,Rank_Aug-2023,Rank_Sep-2022,Database Model,Score_Sep-2023,Score_Aug-2023,Score_Sep-2022,DBMS_insitelink,Multi_model_info,Developer,Description,Initial release,Current release,License,License_info,Cloud-based only
Oracle NoSQL,95.0,94.0,86.0,Multi-model,3.84,-0.06,-0.56,https://db-engines.com/en/system/Oracle+NoSQL,"Document store,Key-value store,Relational DBMS",Oracle,"A multi-model, scalable, distributed NoSQL database, designed to provide highly reliable, flexible, and available data management across a configurable set of storage nodes",2011.0,"23.1, May 2023",Open Source,"Proprietary for Enterprise Edition (Oracle Database EE license has Oracle NoSQL database EE covered:,details,)",no
RethinkDB,96.0,97.0,96.0,"Document, Multi-model",3.73,-0.10,+0.19,https://db-engines.com/en/system/RethinkDB,"Document store,Spatial DBMS",The Linux Foundation,DBMS for the Web with a mechanism to push updated query results to applications in realtime.,2009.0,"2.4.1, August 2020",Open Source,Apache Version 2,no
IBM Cloudant,97.0,95.0,93.0,Document,3.68,-0.18,-0.09,https://db-engines.com/en/system/IBM+Cloudant,,"IBM, Apache Software Foundation","Database as a Service offering based on,Apache CouchDB",2010.0,,commercial,,yes
MaxDB,98.0,101.0,95.0,Relational,3.65,+0.14,-0.08,https://db-engines.com/en/system/MaxDB,,"SAP, acquired from Software AG (Adabas-D) in 1997","A robust and reliable,RDBMS,optimized to run all major SAP solutions",1984.0,"7.9.10 (January 2020), 2020",commercial,Limited community edition free,no
Infinispan,99.0,93.0,101.0,Key-value,3.63,-0.27,+0.33,https://db-engines.com/en/system/Infinispan,,,,2009.0,"14.0.7.Final, March 2023",Open Source,Apache Version 2,no
Google Cloud Spanner,100.0,98.0,88.0,Relational,3.62,-0.10,-0.68,https://db-engines.com/en/system/Google+Cloud+Spanner,,Google,"A horizontally scalable, globally consistent, relational database service. It is the externalization of the core Google database that runs the biggest aspects of Google, like Ads and Google Play.",2017.0,,commercial,,yes
TiDB,101.0,103.0,94.0,"Relational, Multi-model",3.46,+0.01,-0.28,https://db-engines.com/en/system/TiDB,"Relational DBMS,Document store","PingCAP, Inc.","TiDB is an open source distributed SQL database that supports Hybrid Transactional/Analytical Processing (HTAP) workloads. It is MySQL compatible and features horizontal scalability, strong consistency, and high availability.",2016.0,"7.3.0, August 2023",Open Source,Apache 2.0,no
Oracle Berkeley DB,102.0,100.0,106.0,Multi-model,3.46,-0.12,+0.48,https://db-engines.com/en/system/Oracle+Berkeley+DB,"Key-value store,Native XML DBMS",Oracle,Widely used in-process key-value store,1994.0,"18.1.40, May 2020",Open Source,commercial license available,no
DuckDB,103.0,108.0,210.0,Relational,3.4,+0.16,+2.63,https://db-engines.com/en/system/DuckDB,,,"An embeddable, in-process, column-oriented SQL OLAP,RDBMS",2018.0,"0.2, August 2020",Open Source,MIT License,no
InterSystems IRIS,104.0,107.0,119.0,Multi-model,3.39,+0.13,+0.93,https://db-engines.com/en/system/InterSystems+IRIS,"Document store,Key-value store,Object oriented DBMS,Relational DBMS",InterSystems,"A containerised multi-model DBMS, interoperability and analytics data platform with wide capabilities for vertical and horizontal scalability",2018.0,"2021.1, June 2021",commercial,,no
YugabyteDB,105.0,99.0,100.0,"Relational, Multi-model",3.31,-0.27,-0.07,https://db-engines.com/en/system/YugabyteDB,"Relational DBMS,Document store,Wide column store",Yugabyte Inc.,"High-performance distributed SQL database for global, internet-scale applications. Wire and feature compatible with,PostgreSQL,.",2017.0,"2.18, May 2023",Open Source,Apache 2.0,no
Apache Druid,106.0,105.0,114.0,Multi-model,3.2,-0.10,+0.57,https://db-engines.com/en/system/Apache+Druid,"Relational DBMS,Time Series DBMS",Apache Software Foundation and contributors,Open-source analytics data store designed for sub-second OLAP queries on high dimensionality and high cardinality data,2012.0,"27.0.0, August 2023",Open Source,Apache license v2,no
PouchDB,107.0,113.0,98.0,Document,3.17,-0.01,-0.31,https://db-engines.com/en/system/PouchDB,,Apache Software Foundation,"JavaScript DBMS with an API inspired by,CouchDB",2012.0,"7.1.1, June 2019",Open Source,,no
RRDtool,108.0,104.0,117.0,Time Series,3.14,-0.16,+0.62,https://db-engines.com/en/system/RRDtool,,Tobias Oetiker,Industry standard data logging and graphing tool for time series data. RRD is an acronym for round-robin database.,1999.0,"1.8.0, 2022",Open Source,GPL V2 and FLOSS,no
InterSystems Caché,109.0,106.0,108.0,Multi-model,3.11,-0.19,+0.21,https://db-engines.com/en/system/InterSystems+Cach%C3%A9,"Key-value store,Object oriented DBMS,Relational DBMS,Document store",InterSystems,A multi-model DBMS and application server,1997.0,"2018.1.8, 2023",commercial,,no
SAP Advantage Database Server,110.0,109.0,97.0,Relational,3.1,-0.12,-0.39,https://db-engines.com/en/system/SAP+Advantage+Database+Server,,"Sybase, SAP","Low-cost,RDBMS,with access to ISAM and FoxPro data structures",1993.0,,commercial,,no
4D,111.0,112.0,110.0,Relational,3.09,-0.09,+0.31,https://db-engines.com/en/system/4D,,"4D, Inc",Application development environment with integrated database management system,1984.0,"v18 R5, January 2021",commercial,,no
LevelDB,112.0,111.0,99.0,Key-value,3.04,-0.15,-0.34,https://db-engines.com/en/system/LevelDB,,Google,"Embeddable fast,key-value storage,library that provides an ordered mapping from string keys to string values",2011.0,"1.23, February 2021",Open Source,BSD,no
Pinecone,113.0,130.0,,Vector DBMS,3.01,+0.40,,https://db-engines.com/en/system/Pinecone,,"Pinecone Systems, Inc","A managed, cloud-native vector database",2019.0,,commercial,,yes
HEAVY.AI,114.0,110.0,136.0,"Relational, Multi-model",2.98,-0.21,+1.25,https://db-engines.com/en/system/HEAVY.AI,"Relational DBMS,Spatial DBMS","HEAVY.AI, Inc.","A high performance, column-oriented,RDBMS,, specifically developed to harness the massive parallelism of modern CPU and GPU hardware",2016.0,"5.10, January 2022",Open Source,Apache Version 2; enterprise edition available,no
Memgraph,115.0,117.0,261.0,Graph,2.88,0.00,+2.48,https://db-engines.com/en/system/Memgraph,,Memgraph Ltd,An open source graph database built for real-time streaming and compatible with Neo4j,2017.0,,commercial,Free license available,no
Percona Server for MySQL,116.0,116.0,109.0,Relational,2.87,-0.05,+0.09,https://db-engines.com/en/system/Percona+Server+for+MySQL,,Percona,"Enhanced drop-in replacement for,MySQL,based on XtraDB or TokuDB storage engines with improved performance and additional diagnostic and management features.",2008.0,"8.0.32-24, 2023",Open Source,GPL version 2,no
Apache Drill,117.0,120.0,107.0,Multi-model,2.86,+0.10,-0.13,https://db-engines.com/en/system/Apache+Drill,"Document store,Relational DBMS",Apache Software Foundation,"Schema-free SQL Query Engine for Hadoop, NoSQL and Cloud Storage",2012.0,"1.20.3, January 2023",Open Source,Apache Version 2,no
EXASOL,118.0,124.0,104.0,Relational,2.85,+0.19,-0.22,https://db-engines.com/en/system/EXASOL,,Exasol,"High-performance, in-memory, MPP database specifically designed for in-memory analytics.",2000.0,,commercial,,no
EDB Postgres,119.0,119.0,127.0,"Relational, Multi-model",2.84,+0.08,+0.72,https://db-engines.com/en/system/EDB+Postgres,"Relational DBMS,Document store,Spatial DBMS",EnterpriseDB,"The EDB Postgres Platform is an enterprise-class data management platform based on the open source database,PostgreSQL,with flexible deployment options and,Oracle,compatibility features, complemented by tool kits for management, integration, and migration.",2005.0,"14, December 2021",commercial,BSD for PostgreSQL-components,no
Geode,120.0,115.0,134.0,Key-value,2.83,-0.12,+0.99,https://db-engines.com/en/system/Geode,,Originally developed by Gemstone. They outsourced the project to Apache in 2015 but still deliver a commercial version as Gemfire.,"Geode is a distributed data container, pooling memory, CPU, network resources, and optionally local disk across multiple processes",2002.0,"1.1, February 2017",Open Source,Apache Version 2; commercial licenses available as Gemfire,no
CloudKit,121.0,118.0,111.0,Document,2.82,-0.05,+0.04,https://db-engines.com/en/system/CloudKit,,,,2016.0,,commercial,,yes
LMDB,122.0,114.0,115.0,Key-value,2.8,-0.20,+0.18,https://db-engines.com/en/system/LMDB,,Symas,"A high performant, light-weight, embedded key-value database library",2011.0,"0.9.29, March 2021",Open Source,,no
Apache Phoenix,123.0,128.0,103.0,Relational,2.79,+0.15,-0.36,https://db-engines.com/en/system/Apache+Phoenix,,Apache Software Foundation,"A scale-out RDBMS with evolutionary schema built on,Apache HBase",2014.0,"5.0-HBase2, July 2018 and 4.15-HBase1, December 2019",Open Source,Apache Version 2.0,no
Citus,124.0,129.0,135.0,"Relational, Multi-model",2.77,+0.15,+0.94,https://db-engines.com/en/system/Citus,"Relational DBMS,Document store",,Scalable hybrid operational and analytics RDBMS for big data use cases based on PostgreSQL,2010.0,"8.1, December 2018",Open Source,"AGPL, commercial license also available",no
Amazon SimpleDB,125.0,126.0,120.0,Key-value,2.69,+0.03,+0.33,https://db-engines.com/en/system/Amazon+SimpleDB,,Amazon,"Hosted simple database service by Amazon, with the data stored in the Amazon Cloud.",2007.0,,commercial,,yes
Coveo,126.0,131.0,124.0,Search engine,2.64,+0.09,+0.46,https://db-engines.com/en/system/Coveo,,Coveo,"AI-powered hosted search, recommendation and personalization platform providing tools for both low-code and full-code development",2012.0,,commercial,,yes
Oracle Coherence,127.0,127.0,118.0,Key-value,2.63,-0.01,+0.14,https://db-engines.com/en/system/Oracle+Coherence,,Oracle,Oracles in-memory data grid solution,2007.0,"12c, September 2016",commercial,,no
TDengine,128.0,122.0,157.0,"Time Series, Multi-model",2.62,-0.06,+1.31,https://db-engines.com/en/system/TDengine,"Time Series DBMS,Relational DBMS","TDEngine, previously Taos Data",Time Series DBMS and big data platform,2019.0,"3.0, August 2022",Open Source,"GPL V3, also commercial editions available",no
GraphDB,129.0,121.0,116.0,Multi-model,2.6,-0.10,+0.07,https://db-engines.com/en/system/GraphDB,"Graph DBMS,RDF store",Ontotext,"Enterprise-ready RDF and graph database with efficient reasoning, cluster and external index synchronization support. It supports also SQL JDBC access to Knowledge Graph and GraphQL over SPARQL.",2000.0,"10.2, February 2023",commercial,Some plugins of GraphDB Workbench are open sourced,no
Amazon Neptune,130.0,125.0,102.0,Multi-model,2.54,-0.13,-0.66,https://db-engines.com/en/system/Amazon+Neptune,"Graph DBMS,RDF store",Amazon,"Fast, reliable graph database built for the cloud",2017.0,,commercial,,yes
IMS,131.0,123.0,113.0,Navigational,2.51,-0.16,-0.13,https://db-engines.com/en/system/IMS,,IBM,,1966.0,"15, October 2017",commercial,,no
MonetDB,132.0,148.0,131.0,"Relational, Multi-model",2.4,+0.15,+0.49,https://db-engines.com/en/system/MonetDB,"Relational DBMS,Document store,Spatial DBMS",MonetDB BV,A relational database management system that stores data in columns,2004.0,"Jul2021-SP2, July 2021",Open Source,Mozilla Public License 2.0,no
JanusGraph,133.0,137.0,112.0,Graph,2.39,-0.01,-0.25,https://db-engines.com/en/system/JanusGraph,,"Linux Foundation; originally developed as,Titan,by Aurelius",A Graph DBMS optimized for distributed clusters,2017.0,"0.6.3, February 2023",Open Source,Apache 2.0,no
QuestDB,134.0,132.0,148.0,"Time Series, Multi-model",2.38,-0.14,+0.87,https://db-engines.com/en/system/QuestDB,"Time Series DBMS,Relational DBMS",QuestDB Technology Inc,"A high performance open source SQL database for,time series data",2014.0,,Open Source,Apache 2.0,no
Amazon CloudSearch,135.0,150.0,121.0,Search engine,2.35,+0.18,-0.01,https://db-engines.com/en/system/Amazon+CloudSearch,,Amazon,A hosted search engine service by Amazon with the data stored in Amazons cloud,2012.0,,commercial,,yes
NebulaGraph,136.0,140.0,169.0,Graph,2.33,-0.01,+1.16,https://db-engines.com/en/system/NebulaGraph,,Vesoft Inc.,"A distributed, linear scalable, high perfomant,Graph DBMS",2019.0,,Open Source,Apache Version 2.0 + Common Clause 1.0,no
BaseX,137.0,136.0,139.0,Native XML,2.31,-0.12,+0.62,https://db-engines.com/en/system/BaseX,,BaseX GmbH,"Light-weight,Native XML DBMS,with support for XQuery 3.0 and interactive GUI.",2007.0,"10.7, August 2023",Open Source,BSD license,no
Chroma,138.0,135.0,,Vector DBMS,2.3,-0.15,,https://db-engines.com/en/system/Chroma,,Chroma,Chroma is an open-source vector DBMS.,,,Open Source,Apache-2.0 license,no
Amazon DocumentDB,139.0,145.0,130.0,Document,2.3,+0.02,+0.37,https://db-engines.com/en/system/Amazon+DocumentDB,,,"Fast, scalable, highly available, and fully managed,MongoDB,-compatible database service",2019.0,,commercial,,yes
Datomic,140.0,133.0,129.0,Relational,2.29,-0.22,+0.37,https://db-engines.com/en/system/Datomic,,Cognitect,"Datomic builds on immutable values, supports point-in-time queries and uses 3rd party systems for durability",2012.0,"1.0.6735, June 2023",commercial,limited edition free,no
Empress,141.0,139.0,167.0,Relational,2.28,-0.07,+1.09,https://db-engines.com/en/system/Empress,,,,1981.0,"v10.20-E, January 2010",commercial,,no
Stardog,142.0,138.0,141.0,Multi-model,2.28,-0.08,+0.61,https://db-engines.com/en/system/Stardog,"Graph DBMS,RDF store",Stardog-Union,"Enterprise Knowledge Graph platform and graph DBMS with high availability, high performance reasoning, and virtualization",2010.0,"7.3.0, May 2020",commercial,60-day fully-featured trial license; 1-year fully-featured non-commercial use license for academics/students,no
SpatiaLite,143.0,134.0,126.0,"Spatial DBMS, Multi-model",2.24,-0.23,+0.11,https://db-engines.com/en/system/SpatiaLite,"Spatial DBMS,Relational DBMS",Alessandro Furieri,"Spatial extension of,SQLite",2008.0,"5.0.0, August 2020",Open Source,"MPL 1.1, GPL v2.0 or LGPL v2.1",no
Db4o,144.0,144.0,138.0,Object oriented,2.23,-0.06,+0.54,https://db-engines.com/en/system/Db4o,,,,2001.0,8.0,Open Source,commercial license available for existing customers only,no
TigerGraph,145.0,143.0,125.0,Graph,2.21,-0.10,+0.07,https://db-engines.com/en/system/TigerGraph,,,"A complete, distributed, parallel graph computing platform supporting web-scale data analytics in real-time",2017.0,,commercial,,no
OceanBase,146.0,147.0,190.0,"Relational, Multi-model",2.2,-0.05,+1.27,https://db-engines.com/en/system/OceanBase,"Relational DBMS,Document store,Wide column store",OceanBase,"A distributed, high available,RDBMS,compatible with,Oracle,and,MySQL",2011.0,"3.2.3, March 2022",Open Source,Commercial license available,no
GridDB,147.0,149.0,156.0,"Time Series, Multi-model",2.17,-0.02,+0.84,https://db-engines.com/en/system/GridDB,"Time Series DBMS,Key-value store,Relational DBMS",Toshiba Corporation,Scalable in-memory time series database optimized for IoT and Big Data,2013.0,"5.1, August 2022",Open Source,"AGPL version 3 and Apache License, version 2.0 , commercial license (standard and advanced editions) also available",no
jBASE,148.0,141.0,137.0,Multivalue,2.12,-0.21,+0.42,https://db-engines.com/en/system/jBASE,,Rocket Software (formerly Zumasys),A robust multi-value DBMS comprising development tools and middleware,1991.0,5.7,commercial,,no
GridGain,149.0,142.0,122.0,Multi-model,2.11,-0.20,-0.16,https://db-engines.com/en/system/GridGain,"Key-value store,Relational DBMS","GridGain Systems, Inc.","GridGain is an in-memory computing platform, built on,Apache Ignite",2007.0,GridGain 8.5.1,commercial,,no
OpenTSDB,150.0,146.0,123.0,Time Series,2.11,-0.15,-0.12,https://db-engines.com/en/system/OpenTSDB,,currently maintained by Yahoo and other contributors,"Scalable Time Series DBMS based on,HBase",2011.0,,Open Source,LGPL,no
Tibero,151.0,152.0,132.0,Relational,2.09,-0.01,+0.19,https://db-engines.com/en/system/Tibero,,TmaxSoft,"A secure RDBMS, designed for easy portability from Oracle",2003.0,"6, April 2015",commercial,,no
Firebolt,152.0,156.0,,Relational,2.07,+0.09,,https://db-engines.com/en/system/Firebolt,,Firebolt Analytics Inc.,Highly scalable cloud data warehouse and analytics product,2020.0,,commercial,,yes
VoltDB,153.0,151.0,142.0,Relational,2.04,-0.07,+0.37,https://db-engines.com/en/system/VoltDB,,VoltDB Inc.,"Distributed In-Memory NewSQL,RDBMS",2010.0,"11.3, April 2022",Open Source,"AGPL for Community Edition, commercial license for Enterprise, AWS, and Pro Editions",no
SQLBase,154.0,155.0,158.0,Relational,2.01,+0.02,+0.70,https://db-engines.com/en/system/SQLBase,,,,1985.0,,commercial,,no
ObjectStore,155.0,158.0,143.0,Object oriented,1.98,+0.03,+0.36,https://db-engines.com/en/system/ObjectStore,,Ignite Technologies,,1988.0,"2013 Update 1, April 2014",commercial,,no
Mnesia,156.0,159.0,153.0,Document,1.95,+0.01,+0.48,https://db-engines.com/en/system/Mnesia,,,,1999.0,"4.15.4, June 2018",Open Source,proprietary license,no
TimesTen,157.0,153.0,133.0,Relational,1.9,-0.18,+0.02,https://db-engines.com/en/system/TimesTen,,"Oracle, TimesTen Performance Software, HP","In-Memory,RDBMS,compatible to Oracle",1998.0,11 Release 2 (11.2.2.8.0),commercial,,no
GT.M,158.0,167.0,161.0,Key-value,1.9,+0.16,+0.63,https://db-engines.com/en/system/GT.M,,,,1986.0,"7.0-000, February 2021",commercial,,no
Actian NoSQL Database,159.0,157.0,147.0,Object oriented,1.9,-0.05,+0.38,https://db-engines.com/en/system/Actian+NoSQL+Database,,Actian,,1988.0,"9.3, April 2017",commercial,,no
Dgraph,160.0,168.0,152.0,Graph,1.89,+0.19,+0.41,https://db-engines.com/en/system/Dgraph,,"Dgraph Labs, Inc.","Distributed and scalable native,Graph DBMS",2016.0,,Open Source,Apache 2.0,no
IBM Db2 warehouse,161.0,154.0,128.0,Relational,1.87,-0.18,-0.09,https://db-engines.com/en/system/IBM+Db2+warehouse,,IBM,Cloud-based data warehousing service,2014.0,,commercial,,yes
Tarantool,162.0,162.0,145.0,Multi-model,1.86,+0.02,+0.24,https://db-engines.com/en/system/Tarantool,"Document store,Key-value store,Relational DBMS,Spatial DBMS",VK,In-memory computing platform with a flexible data schema for efficiently building high-performance applications,2008.0,"2.10.0, May 2022",Open Source,"BSD-2, source-available extensions (modules), commercial licenses for Tarantool Enterprise",no
Matisse,163.0,160.0,195.0,Object oriented,1.81,-0.08,+0.96,https://db-engines.com/en/system/Matisse,,Matisse Software Inc.,Object oriented DBMS providing ANSI SQL,1986.0,,commercial,free developer license available,no
Sedna,164.0,164.0,160.0,Native XML,1.72,-0.06,+0.44,https://db-engines.com/en/system/Sedna,,,,2006.0,,Open Source,Apache Version 2,no
PlanetScale,165.0,175.0,,"Relational, Multi-model",1.7,+0.16,,https://db-engines.com/en/system/PlanetScale,"Relational DBMS,Document store,Spatial DBMS",PlanetScale,"Scalable, distributed, serverless,MySQL,database platform built on top of,Vitess",2020.0,,commercial,,yes
LiteDB,166.0,161.0,150.0,Document,1.69,-0.19,+0.20,https://db-engines.com/en/system/LiteDB,,Mauricio David,"MongoDB-like, serverless database delivered in a single DLL",2014.0,,Open Source,MIT License,no
Fauna,167.0,163.0,146.0,Multi-model,1.69,-0.10,+0.13,https://db-engines.com/en/system/Fauna,"Document store,Graph DBMS,Relational DBMS,Time Series DBMS","Fauna, Inc.","Fauna provides a web-native interface, with support for GraphQL and custom business logic that integrates seamlessly with the rest of the serverless ecosystem. The underlying globally distributed storage and compute platform is fast, consistent, and reliable, with a modern security infrastructure.",2014.0,,commercial,,yes
DataEase,168.0,171.0,170.0,Relational,1.69,+0.04,+0.53,https://db-engines.com/en/system/DataEase,,,,1981.0,,commercial,,no
Giraph,169.0,165.0,166.0,Graph,1.65,-0.11,+0.45,https://db-engines.com/en/system/Giraph,,,,2013.0,"1.3.0, June 2020",Open Source,Apache Version 2,no
Infobright,170.0,179.0,177.0,Relational,1.62,+0.12,+0.55,https://db-engines.com/en/system/Infobright,,Ignite Technologies Inc.; formerly InfoBright Inc.,High performant column-oriented DBMS for analytic workloads using MySQL or PostgreSQL as a frontend,2005.0,,commercial,The open source (GPLv2) version did not support inserts/updates/deletes and was discontinued with July 2016,no
Weaviate,171.0,193.0,300.0,Vector DBMS,1.61,+0.26,+1.45,https://db-engines.com/en/system/Weaviate,,Weaviate B.V.,An AI-native realtime vector database engine that integrates scalable machine learning models.,2019.0,"1.19, May 2023",Open Source,commercial license available with Weaviate Enterprise,no
mSQL,172.0,169.0,140.0,Relational,1.6,-0.05,-0.08,https://db-engines.com/en/system/mSQL,,Hughes Technologies,"mSQL (Mini SQL) is a simple and lightweight,RDBMS",1994.0,"4.4, October 2021",commercial,free licenses can be provided,no
NonStop SQL,173.0,176.0,168.0,Relational,1.59,+0.08,+0.41,https://db-engines.com/en/system/NonStop+SQL,,"HP, originally by Tandem",,1987.0,,commercial,,no
Perst,174.0,174.0,182.0,Object oriented,1.56,+0.02,+0.55,https://db-engines.com/en/system/Perst,,,,2003.0,,Open Source,commercial license available,no
Oracle Rdb,175.0,172.0,162.0,Relational,1.56,-0.08,+0.32,https://db-engines.com/en/system/Oracle+Rdb,,"Oracle, originally developed by Digital Equipment Corporation (DEC)",,1984.0,"7.4.1.1, 2021",commercial,,no
GigaSpaces,176.0,181.0,180.0,Multi-model,1.54,+0.05,+0.50,https://db-engines.com/en/system/GigaSpaces,"Document store,Object oriented DBMS,Graph DBMS,Search engine",Gigaspaces Technologies,"High performance in-memory data grid platform, powering three products: Smart Cache, Smart ODS (Operational Data Store), Smart Augmented Transactions",2000.0,"15.5, September 2020",Open Source,Apache Version 2; Commercial licenses available,no
Apache Kylin,177.0,180.0,154.0,Relational,1.5,+0.01,+0.11,https://db-engines.com/en/system/Apache+Kylin,,"Apache Software Foundation, originally contributed from eBay Inc","A distributed analytics engine for big data, providing a SQL interface and multi-dimensional analysis (OLAP) and leveraging the Hadoop stack",2015.0,"3.1.0, July 2020",Open Source,Apache Version 2.0,no
ObjectBox,178.0,192.0,155.0,"Object oriented, Multi-model",1.5,+0.15,+0.17,https://db-engines.com/en/system/ObjectBox,"Object oriented DBMS,Time Series DBMS",ObjectBox Limited,"Extremely fast embedded database for small devices, IoT and Mobile",2017.0,,Open Source,Apache License 2.0,no
ZODB,179.0,183.0,183.0,Key-value,1.48,+0.01,+0.49,https://db-engines.com/en/system/ZODB,,,Native object database for Python,2009.0,"5.8.1, July 2023",Open Source,,no
Datameer,180.0,166.0,164.0,Document,1.46,-0.28,+0.25,https://db-engines.com/en/system/Datameer,,,,2009.0,,commercial,,no
GBase,181.0,182.0,159.0,Relational,1.44,-0.03,+0.16,https://db-engines.com/en/system/GBase,,,An analytical database for business intelligence with large customers in China.,,GBase 8a,commercial,,no
Apache HAWQ,182.0,185.0,178.0,Relational,1.44,+0.01,+0.39,https://db-engines.com/en/system/Apache+HAWQ,,Pivotal Software; Apache,HAWQ is a parallel SQL query engine integrated into the Hadoop ecosystem,2012.0,,Open Source,,no
MatrixOne,183.0,170.0,188.0,Relational,1.44,-0.21,+0.50,https://db-engines.com/en/system/MatrixOne,,,"A Hyperconverged Cloud & Edge Native DBMS, supporting transactional, analytical, and streaming workloads with a simplified and distributed database engine, across multiple data centers, clouds, edges and other heterogenous infrastructures.",2021.0,,Open Source,Apache Version 2.0,no
FoundationDB,184.0,194.0,149.0,Multi-model,1.44,+0.12,-0.07,https://db-engines.com/en/system/FoundationDB,"Document store,Key-value store,Relational DBMS",FoundationDB,Ordered key-value store. Core features are complimented by layers.,2013.0,"6.2.28, November 2020",Open Source,Apache 2.0,no
Altibase,185.0,173.0,176.0,Relational,1.42,-0.16,+0.33,https://db-engines.com/en/system/Altibase,,Altibase,"An enterprise grade, high-performance,RDBMS",1999.0,"v7.1.0.5.3, March 2021",commercial,Open source edition discontinued with March 2023,no
Dolt,186.0,188.0,213.0,"Relational, Multi-model",1.41,+0.01,+0.68,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store",DoltHub Inc,"A,MySQL,compatible,DBMS,with Git-like versioning of data and schema",2018.0,,Open Source,Apache Version 2.0,no
Northgate Reality,187.0,184.0,235.0,Multivalue,1.4,-0.04,+0.84,https://db-engines.com/en/system/Northgate+Reality,,,,1973.0,,commercial,,no
NCache,188.0,201.0,179.0,"Key-value, Multi-model",1.4,+0.12,+0.34,https://db-engines.com/en/system/NCache,"Key-value store,Document store,Search engine",Alachisoft,"Open-Source and Enterprise in-memory,Key-Value Store",2005.0,"5.3, September 2022",Open Source,Enterprise Edition available,no
Milvus,189.0,187.0,250.0,Vector DBMS,1.38,-0.03,+0.92,https://db-engines.com/en/system/Milvus,,,A DBMS designed for efficient storage of vector data and vector similarity searches,2019.0,"2.2, November 2022",Open Source,Apache Version 2.0,no
VictoriaMetrics,190.0,200.0,207.0,Time Series,1.37,+0.08,+0.59,https://db-engines.com/en/system/VictoriaMetrics,,VictoriaMetrics,"A fast, cost-effective and scalable,Time Series DBMS,and monitoring solution",2018.0,"v1.91, May 2023",Open Source,Apache Version 2.0,no
Cubrid,191.0,177.0,163.0,Relational,1.36,-0.15,+0.14,https://db-engines.com/en/system/Cubrid,,"CUBRID Corporation, CUBRID Foundation",CUBRID is an open-source SQL-based relational database management system with object extensions for OLTP,2008.0,"11.0, January 2021",Open Source,Apache Version 2.0,no
1010data,192.0,195.0,174.0,Relational,1.35,+0.05,+0.26,https://db-engines.com/en/system/1010data,,,,2000.0,,commercial,,no
Model 204,193.0,190.0,171.0,Multivalue,1.35,-0.02,+0.23,https://db-engines.com/en/system/Model+204,,,,1972.0,,commercial,,no
openGauss,194.0,196.0,194.0,"Relational, Multi-model",1.35,+0.05,+0.48,https://db-engines.com/en/system/openGauss,"Relational DBMS,Document store,Spatial DBMS",Huawei and openGauss community,"An enterprise-class,RDBMS,compatible with high-performance, high-availability and high-performance originally developed by Huawei",2019.0,"3.0, March 2022",Open Source,,no
D3,195.0,199.0,165.0,Multivalue,1.34,+0.06,+0.14,https://db-engines.com/en/system/D3,,,,1999.0,,commercial,,no
HFSQL,196.0,197.0,151.0,Relational,1.33,+0.03,-0.16,https://db-engines.com/en/system/HFSQL,,PC Soft,"RDBMS included in the development environments WINDEV, WINDEV Mobile and WEBDEV",,,commercial,,no
SQL.JS,197.0,202.0,181.0,Relational,1.32,+0.05,+0.28,https://db-engines.com/en/system/SQL.JS,,Alon Zakai,"Port of,SQLite,to JavaScript",2012.0,,Open Source,,no
Meilisearch,198.0,189.0,197.0,Search engine,1.32,-0.07,+0.50,https://db-engines.com/en/system/Meilisearch,,,"A powerful, fast, open-source and highly customizable,Search Engine",2020.0,,Open Source,MIT License,no
EventStoreDB,199.0,178.0,186.0,Event,1.3,-0.20,+0.34,https://db-engines.com/en/system/EventStoreDB,,Event Store Limited,"Industrial-strength, open-source database solution built from the ground up for event sourcing.",2012.0,"21.2, February 2021",Open Source,,no
IDMS,200.0,211.0,201.0,Navigational,1.26,+0.11,+0.46,https://db-engines.com/en/system/IDMS,,,,1973.0,18.5,commercial,,no
Actian Vector,201.0,198.0,202.0,Relational,1.25,-0.05,+0.45,https://db-engines.com/en/system/Actian+Vector,,,,,"Vector 5.0, July 2016",commercial,,no
Hibari,202.0,213.0,228.0,Key-value,1.25,+0.13,+0.66,https://db-engines.com/en/system/Hibari,,,,2005.0,,Open Source,Apache Version 2,no
NuoDB,203.0,186.0,185.0,Relational,1.22,-0.21,+0.25,https://db-engines.com/en/system/NuoDB,,Dassault Systèmes,NuoDB is a webscale distributed database that supports SQL and ACID transactions,2013.0,,commercial,limited edition free,no
Xapian,204.0,206.0,206.0,Search engine,1.22,+0.01,+0.43,https://db-engines.com/en/system/Xapian,,,Open Source search engine library,1986.0,"1.4.23, July 2023",Open Source,GPLv2,no
HPE Ezmeral Data Fabric,205.0,208.0,173.0,Multi-model,1.2,+0.03,+0.11,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store","HPE, MapR Technologies, Inc","A unified data platform to ingest, store, manage, process, apply, and analyze all data types from any data source, and a variety of different ingestion mechanisms at an exabyte scale",2009.0,,commercial,,no
DBISAM,206.0,219.0,204.0,Relational,1.19,+0.15,+0.40,https://db-engines.com/en/system/DBISAM,,"Elevate Software, Inc.",RDBMS mainly geared to Delphi and C++Builder application developers,1998.0,,commercial,,no
