Rank_May-2026,Rank_Apr-2026,Rank_May-2025,DBMS,Database Model,Score_May-2026,Score_Apr-2026,Score_May-2025,DBMS_insitelink,Multi_model_info
202.,203.,201.,M3DB,Time Series,0.86,+0.01,+0.01,https://db-engines.com/en/system/M3DB,
203.,207.,227.,Sedna,Native XML,0.85,+0.08,+0.22,https://db-engines.com/en/system/Sedna,
204.,200.,169.,GigaSpaces,Multi-model,0.84,-0.04,-0.30,https://db-engines.com/en/system/GigaSpaces,"Document store,Object oriented DBMS,Graph DBMS,Search engine"
205.,204.,205.,Alibaba Cloud AnalyticDB for MySQL,"Relational, Multi-model",0.78,+0.00,-0.05,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store"
207.,209.,220.,GeoMesa,Spatial,0.77,+0.01,+0.06,https://db-engines.com/en/system/GeoMesa,
208.,210.,189.,IDMS,Navigational,0.77,+0.01,-0.17,https://db-engines.com/en/system/IDMS,
209.,205.,204.,Altibase,Relational,0.76,-0.02,-0.09,https://db-engines.com/en/system/Altibase,
210.,206.,198.,HPE Ezmeral Data Fabric,Multi-model,0.75,-0.02,-0.14,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store"
211.,208.,208.,NuoDB,Relational,0.75,-0.02,-0.04,https://db-engines.com/en/system/NuoDB,
212.,218.,214.,RisingWave,Relational,0.73,+0.03,-0.02,https://db-engines.com/en/system/RisingWave,
213.,212.,216.,AllegroGraph,Multi-model,0.73,-0.01,+0.00,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS"
214.,213.,210.,ZODB,Key-value,0.72,-0.02,-0.04,https://db-engines.com/en/system/ZODB,
215.,214.,207.,Infobright,Relational,0.72,-0.02,-0.07,https://db-engines.com/en/system/Infobright,
216.,211.,209.,Yellowbrick,Relational,0.71,-0.03,-0.06,https://db-engines.com/en/system/Yellowbrick,
217.,215.,213.,Blazegraph,Multi-model,0.70,-0.02,-0.05,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
218.,217.,221.,KeyDB,Key-value,0.70,0.00,-0.01,https://db-engines.com/en/system/KeyDB,
219.,225.,206.,Firebolt,Relational,0.70,+0.06,-0.14,https://db-engines.com/en/system/Firebolt,
220.,219.,215.,BigchainDB,Document,0.70,-0.01,-0.03,https://db-engines.com/en/system/BigchainDB,
221.,222.,218.,Model 204,Multivalue,0.69,-0.01,-0.03,https://db-engines.com/en/system/Model+204,
222.,220.,202.,MatrixOne,Relational,0.68,-0.02,-0.17,https://db-engines.com/en/system/MatrixOne,
223.,221.,219.,SciDB,Multivalue,0.67,-0.03,-0.05,https://db-engines.com/en/system/SciDB,
224.,224.,217.,Actian Vector,Relational,0.64,0.00,-0.08,https://db-engines.com/en/system/Actian+Vector,
225.,216.,260.,Apache Sedona,Spatial,0.64,-0.06,+0.23,https://db-engines.com/en/system/Apache+Sedona,
226.,223.,222.,eXist-db,Native XML,0.64,-0.02,-0.05,https://db-engines.com/en/system/eXist-db,
227.,226.,223.,RDF4J,RDF,0.63,-0.01,-0.05,https://db-engines.com/en/system/RDF4J,
228.,227.,224.,Datacom/DB,Relational,0.63,-0.01,-0.04,https://db-engines.com/en/system/Datacom%2FDB,
229.,229.,233.,TypeDB,Multi-model,0.62,0.00,+0.02,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Object oriented DBMS,Relational DBMS"
230.,228.,211.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.62,-0.01,-0.14,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
231.,238.,226.,SQream DB,Relational,0.59,+0.02,-0.06,https://db-engines.com/en/system/SQream+DB,
232.,232.,248.,Apache Pinot,Relational,0.59,-0.02,+0.09,https://db-engines.com/en/system/Apache+Pinot,
233.,231.,229.,Objectivity/DB,Object oriented,0.59,-0.02,-0.03,https://db-engines.com/en/system/Objectivity%2FDB,
234.,233.,225.,CrateDB,Multi-model,0.59,-0.01,-0.08,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
235.,234.,239.,Graph Engine,Multi-model,0.58,+0.00,+0.01,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
236.,237.,238.,R:BASE,Relational,0.57,0.00,-0.01,https://db-engines.com/en/system/R%3ABASE,
237.,239.,244.,Dragonfly,Key-value,0.56,-0.01,+0.03,https://db-engines.com/en/system/Dragonfly,
238.,241.,234.,solidDB,Relational,0.55,0.00,-0.04,https://db-engines.com/en/system/solidDB,
239.,235.,230.,BoltDB,Key-value,0.55,-0.03,-0.06,https://db-engines.com/en/system/BoltDB,
240.,236.,235.,DBISAM,Relational,0.55,-0.03,-0.04,https://db-engines.com/en/system/DBISAM,
241.,247.,247.,Kinetica,"Relational, Multi-model",0.54,+0.03,+0.04,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
242.,240.,236.,1010data,Relational,0.54,-0.02,-0.04,https://db-engines.com/en/system/1010data,
243.,243.,243.,Splice Machine,Relational,0.54,+0.00,0.00,https://db-engines.com/en/system/Splice+Machine,
244.,242.,251.,Percona Server for MongoDB,Document,0.53,-0.01,+0.05,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
245.,244.,241.,KairosDB,Time Series,0.53,-0.01,-0.04,https://db-engines.com/en/system/KairosDB,
246.,245.,231.,ObjectDB,Object oriented,0.52,-0.01,-0.08,https://db-engines.com/en/system/ObjectDB,
247.,246.,237.,FrontBase,Relational,0.51,-0.01,-0.07,https://db-engines.com/en/system/FrontBase,
248.,252.,278.,Perst,Object oriented,0.50,+0.02,+0.21,https://db-engines.com/en/system/Perst,
249.,248.,253.,ITTIA,"Time Series, Multi-model",0.49,0.00,+0.03,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
250.,251.,252.,NexusDB,Relational,0.48,-0.01,+0.01,https://db-engines.com/en/system/NexusDB,
251.,254.,259.,Kingbase,"Relational, Multi-model",0.46,+0.01,+0.05,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
252.,249.,194.,eXtremeDB,"Time Series, Multi-model",0.45,-0.04,-0.45,https://db-engines.com/en/system/eXtremeDB,"Time Series DBMS,Relational DBMS"
253.,250.,249.,Alibaba Cloud Log Service,Search engine,0.45,-0.04,-0.04,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
254.,253.,245.,atoti,Object oriented,0.45,-0.02,-0.06,https://db-engines.com/en/system/atoti,
255.,255.,255.,MapDB,Key-value,0.44,0.00,-0.01,https://db-engines.com/en/system/MapDB,
256.,257.,258.,Scalaris,Key-value,0.43,+0.00,+0.00,https://db-engines.com/en/system/Scalaris,
257.,259.,250.,WebSphere eXtreme Scale,Key-value,0.42,+0.00,-0.07,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
258.,260.,228.,YDB,Multi-model,0.42,+0.00,-0.21,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
259.,262.,273.,Kyligence Enterprise,Relational,0.41,+0.01,+0.09,https://db-engines.com/en/system/Kyligence+Enterprise,
260.,256.,261.,ScaleArc,Relational,0.41,-0.03,0.00,https://db-engines.com/en/system/ScaleArc,
261.,261.,257.,VistaDB,Relational,0.39,-0.01,-0.04,https://db-engines.com/en/system/VistaDB,
262.,263.,256.,GemStone/S,Object oriented,0.39,0.00,-0.05,https://db-engines.com/en/system/GemStone%2FS,
263.,268.,262.,Deep Lake,Vector,0.39,+0.03,-0.02,https://db-engines.com/en/system/Deep+Lake,
264.,264.,264.,OpenInsight,Multivalue,0.39,+0.00,0.00,https://db-engines.com/en/system/OpenInsight,
265.,258.,274.,Cloudflare Workers KV,Key-value,0.38,-0.04,+0.07,https://db-engines.com/en/system/Cloudflare+Workers+KV,
266.,266.,246.,Apache Doris,Relational,0.38,+0.01,-0.13,https://db-engines.com/en/system/Apache+Doris,
267.,265.,279.,Elassandra,"Wide column, Multi-model",0.38,0.00,+0.09,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
268.,274.,268.,AlaSQL,Multi-model,0.37,+0.02,+0.00,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
269.,271.,288.,RaptorDB,Document,0.37,+0.01,+0.10,https://db-engines.com/en/system/RaptorDB,
270.,269.,240.,Harper,Document,0.36,+0.01,-0.20,https://db-engines.com/en/system/Harper,
271.,280.,275.,Northgate Reality,Multivalue,0.36,+0.03,+0.04,https://db-engines.com/en/system/Northgate+Reality,
272.,270.,269.,LokiJS,Document,0.36,0.00,-0.01,https://db-engines.com/en/system/LokiJS,
273.,267.,242.,SQL.JS,Relational,0.35,-0.01,-0.20,https://db-engines.com/en/system/SQL.JS,
274.,279.,298.,Alibaba Cloud TSDB,Time Series,0.35,+0.02,+0.10,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
275.,272.,271.,Comdb2,Relational,0.35,+0.00,+0.01,https://db-engines.com/en/system/Comdb2,
276.,275.,266.,Marqo,Search engine,0.34,0.00,-0.03,https://db-engines.com/en/system/Marqo,
277.,273.,267.,Hibari,Key-value,0.34,-0.01,-0.03,https://db-engines.com/en/system/Hibari,
278.,277.,291.,CnosDB,Time Series,0.33,0.00,+0.07,https://db-engines.com/en/system/CnosDB,
279.,278.,263.,Rasdaman,Multivalue,0.33,+0.00,-0.06,https://db-engines.com/en/system/Rasdaman,
280.,285.,310.,Actian PSQL,Relational,0.31,+0.01,+0.11,https://db-engines.com/en/system/Actian+PSQL,
281.,283.,265.,SearchBlox,Search engine,0.31,0.00,-0.07,https://db-engines.com/en/system/SearchBlox,
282.,282.,272.,Sequoiadb,Multi-model,0.31,-0.01,-0.02,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
283.,281.,287.,InfiniteGraph,Graph,0.29,-0.02,+0.02,https://db-engines.com/en/system/InfiniteGraph,
284.,286.,309.,Mimer SQL,Relational,0.29,+0.00,+0.08,https://db-engines.com/en/system/Mimer+SQL,
285.,276.,254.,Fluree,Graph,0.29,-0.05,-0.16,https://db-engines.com/en/system/Fluree,
286.,288.,280.,Starcounter,Object oriented,0.28,+0.00,+0.00,https://db-engines.com/en/system/Starcounter,
287.,289.,270.,Postgres-XL,"Relational, Multi-model",0.27,0.00,-0.06,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
288.,290.,276.,Strabon,RDF,0.27,0.00,-0.03,https://db-engines.com/en/system/Strabon,
289.,284.,290.,Databend,Relational,0.27,-0.04,0.00,https://db-engines.com/en/system/Databend,
290.,299.,292.,OpenQM,Multivalue,0.27,+0.03,+0.00,https://db-engines.com/en/system/OpenQM,
291.,296.,282.,Project Voldemort,Key-value,0.26,+0.01,-0.02,https://db-engines.com/en/system/Project+Voldemort,
292.,292.,315.,FalkorDB,Graph,0.25,-0.01,+0.06,https://db-engines.com/en/system/FalkorDB,
293.,293.,277.,ModeShape,Content,0.25,0.00,-0.04,https://db-engines.com/en/system/ModeShape,
294.,295.,297.,Brytlyt,Relational,0.25,+0.00,0.00,https://db-engines.com/en/system/Brytlyt,
295.,297.,285.,Vald,Vector,0.24,+0.00,-0.03,https://db-engines.com/en/system/Vald,
296.,298.,296.,LeanXcale,Multi-model,0.24,0.00,-0.02,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
297.,301.,303.,RedStore,RDF,0.23,+0.00,+0.01,https://db-engines.com/en/system/RedStore,
298.,291.,299.,RDFox,Multi-model,0.23,-0.04,-0.01,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
299.,302.,283.,Manticore Search,"Search engine, Multi-model",0.23,0.00,-0.05,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
300.,300.,284.,FeatureBase,Relational,0.23,-0.01,-0.05,https://db-engines.com/en/system/FeatureBase,
301.,287.,341.,ArcadeDB,Multi-model,0.23,-0.06,+0.11,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Search engine,Time Series DBMS,Vector DBMS"
302.,303.,336.,PieCloudDB,Relational,0.23,0.00,+0.09,https://db-engines.com/en/system/PieCloudDB,
303.,305.,314.,XTDB,Document,0.22,+0.00,+0.02,https://db-engines.com/en/system/XTDB,
304.,307.,307.,Actian FastObjects,Object oriented,0.22,+0.00,+0.00,https://db-engines.com/en/system/Actian+FastObjects,
305.,316.,294.,Immudb,"Key-value, Multi-model",0.21,+0.02,-0.04,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
306.,309.,306.,YTsaurus,Multi-model,0.21,0.00,-0.01,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
307.,310.,316.,PipelineDB,Relational,0.21,0.00,+0.02,https://db-engines.com/en/system/PipelineDB,
308.,294.,295.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.21,-0.04,-0.04,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
309.,313.,351.,Tokyo Tyrant,Key-value,0.21,+0.01,+0.15,https://db-engines.com/en/system/Tokyo+Tyrant,
310.,314.,344.,Kyoto Tycoon,Key-value,0.21,+0.01,+0.12,https://db-engines.com/en/system/Kyoto+Tycoon,
311.,311.,308.,AnzoGraph DB,Multi-model,0.21,+0.00,0.00,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
312.,304.,302.,Valentina Server,Relational,0.20,-0.02,-0.02,https://db-engines.com/en/system/Valentina+Server,
313.,308.,286.,4store,RDF,0.20,-0.01,-0.07,https://db-engines.com/en/system/4store,
314.,315.,324.,NEventStore,Event,0.19,0.00,+0.04,https://db-engines.com/en/system/NEventStore,
315.,306.,289.,Raima Database Manager,Multi-model,0.19,-0.03,-0.08,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
316.,312.,304.,Faircom DB,Multi-model,0.19,-0.01,-0.03,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
317.,322.,328.,Mulgara,RDF,0.18,+0.01,+0.04,https://db-engines.com/en/system/Mulgara,
318.,317.,311.,YottaDB,"Key-value, Multi-model",0.18,+0.00,-0.02,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
319.,319.,305.,Axibase,Time Series,0.18,+0.00,-0.04,https://db-engines.com/en/system/Axibase,
320.,318.,293.,MyScale,Multi-model,0.18,0.00,-0.09,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
321.,320.,319.,TransLattice,Relational,0.18,+0.00,+0.00,https://db-engines.com/en/system/TransLattice,
322.,321.,331.,Warp 10,Time Series,0.17,+0.00,+0.03,https://db-engines.com/en/system/Warp+10,
323.,,,Forge (IRONdb),Time Series,0.17,,,https://db-engines.com/en/system/Forge+%28IRONdb%29,
324.,323.,323.,Tibco ComputeDB,Relational,0.16,-0.01,-0.01,https://db-engines.com/en/system/Tibco+ComputeDB,
325.,326.,333.,BigObject,Relational,0.15,+0.00,+0.01,https://db-engines.com/en/system/BigObject,
326.,324.,301.,Redland,RDF,0.15,-0.01,-0.08,https://db-engines.com/en/system/Redland,
327.,325.,318.,Apache HugeGraph,Graph,0.15,-0.01,-0.03,https://db-engines.com/en/system/Apache+HugeGraph,
328.,327.,329.,XtremeData,Relational,0.15,+0.00,+0.00,https://db-engines.com/en/system/XtremeData,
329.,329.,332.,EsgynDB,Relational,0.14,+0.00,0.00,https://db-engines.com/en/system/EsgynDB,
330.,332.,325.,GreptimeDB,Multi-model,0.14,+0.00,-0.01,https://db-engines.com/en/system/GreptimeDB,"Time Series, Observability,Time Series DBMS"
331.,331.,333.,ElevateDB,Relational,0.14,+0.00,0.00,https://db-engines.com/en/system/ElevateDB,
332.,328.,312.,IBM Db2 Event Store,Multi-model,0.14,-0.01,-0.06,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
333.,330.,281.,Tajo,Relational,0.14,0.00,-0.14,https://db-engines.com/en/system/Tajo,
334.,335.,330.,HyperGraphDB,Graph,0.13,+0.01,-0.01,https://db-engines.com/en/system/HyperGraphDB,
335.,342.,385.,OrigoDB,Multi-model,0.12,+0.01,+0.12,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
336.,333.,326.,Ultipa,Graph,0.12,-0.01,-0.03,https://db-engines.com/en/system/Ultipa,
337.,337.,317.,Riak TS,Time Series,0.12,0.00,-0.06,https://db-engines.com/en/system/Riak+TS,
338.,338.,320.,Quasardb,"Relational, Multi-model",0.12,+0.00,-0.05,https://db-engines.com/en/system/Quasardb,"Relational DBMS,Time Series DBMS"
339.,340.,300.,chDB,"Relational, Multi-model",0.12,+0.00,-0.11,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
340.,336.,335.,AgensGraph,Multi-model,0.12,-0.01,-0.02,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
341.,349.,338.,Lovefield,Relational,0.11,+0.02,-0.01,https://db-engines.com/en/system/Lovefield,
342.,341.,337.,FlockDB,Graph,0.11,0.00,-0.02,https://db-engines.com/en/system/FlockDB,
343.,344.,385.,Linter,"Relational, Multi-model",0.11,+0.00,+0.11,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
344.,346.,370.,Kuzu,Graph,0.11,+0.01,+0.09,https://db-engines.com/en/system/Kuzu,
345.,334.,327.,TerminusDB,"Graph, Multi-model",0.10,-0.03,-0.05,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
346.,339.,345.,Sparksee,Graph,0.10,-0.02,+0.01,https://db-engines.com/en/system/Sparksee,
347.,347.,342.,GraphBase,Graph,0.10,+0.01,-0.01,https://db-engines.com/en/system/GraphBase,
348.,352.,339.,EJDB,Document,0.10,+0.02,-0.02,https://db-engines.com/en/system/EJDB,
349.,343.,313.,Badger,Key-value,0.08,-0.02,-0.11,https://db-engines.com/en/system/Badger,
350.,348.,321.,Speedb,Key-value,0.08,-0.01,-0.09,https://db-engines.com/en/system/Speedb,
351.,351.,348.,Exorbyte,Search engine,0.08,+0.00,+0.01,https://db-engines.com/en/system/Exorbyte,
352.,353.,346.,SiteWhere,Time Series,0.07,+0.00,+0.00,https://db-engines.com/en/system/SiteWhere,
353.,345.,340.,Bangdb,Multi-model,0.07,-0.03,-0.04,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
354.,354.,350.,ScaleOut StateServer,Key-value,0.07,+0.00,+0.01,https://db-engines.com/en/system/ScaleOut+StateServer,
355.,356.,349.,CubicWeb,RDF,0.07,+0.00,+0.00,https://db-engines.com/en/system/CubicWeb,
356.,385.,385.,NSDb,Time Series,0.07,+0.07,+0.07,https://db-engines.com/en/system/NSDb,
357.,355.,,VictoriaLogs,Search engine,0.06,-0.01,,https://db-engines.com/en/system/VictoriaLogs,
358.,357.,353.,Blueflood,Time Series,0.06,+0.00,+0.00,https://db-engines.com/en/system/Blueflood,
358.,357.,353.,Elliptics,Key-value,0.06,+0.00,+0.00,https://db-engines.com/en/system/Elliptics,
360.,350.,322.,Alibaba Cloud Table Store,Wide column,0.05,-0.02,-0.11,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
361.,359.,357.,SenseiDB,Document,0.05,+0.00,+0.00,https://db-engines.com/en/system/SenseiDB,
362.,360.,364.,Faircom EDGE,Multi-model,0.04,-0.01,+0.01,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
363.,361.,385.,Indica,Search engine,0.04,+0.00,+0.04,https://db-engines.com/en/system/Indica,
364.,362.,343.,Machbase Neo,Time Series,0.04,+0.00,-0.06,https://db-engines.com/en/system/Machbase+Neo,
364.,362.,359.,NosDB,Document,0.04,+0.00,+0.00,https://db-engines.com/en/system/NosDB,
364.,362.,365.,STSdb,Key-value,0.04,+0.00,+0.01,https://db-engines.com/en/system/STSdb,
367.,365.,363.,WakandaDB,Object oriented,0.03,+0.00,+0.00,https://db-engines.com/en/system/WakandaDB,
368.,367.,362.,Sadas Engine,Relational,0.03,+0.00,0.00,https://db-engines.com/en/system/Sadas+Engine,
369.,366.,347.,Jade,Object oriented,0.03,0.00,-0.04,https://db-engines.com/en/system/Jade,
370.,368.,365.,JethroData,Relational,0.03,+0.00,+0.00,https://db-engines.com/en/system/JethroData,
371.,369.,367.,Heroic,Time Series,0.02,+0.00,0.00,https://db-engines.com/en/system/Heroic,
372.,370.,375.,Hawkular Metrics,Time Series,0.02,+0.00,+0.01,https://db-engines.com/en/system/Hawkular+Metrics,
373.,371.,358.,OpenMLDB,"Time Series, Multi-model",0.02,+0.00,-0.03,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
374.,372.,368.,Dydra,RDF,0.02,+0.00,+0.00,https://db-engines.com/en/system/Dydra,
375.,373.,369.,SmallSQL,Relational,0.02,+0.00,0.00,https://db-engines.com/en/system/SmallSQL,
376.,375.,372.,SparkleDB,RDF,0.02,0.00,0.00,https://db-engines.com/en/system/SparkleDB,
377.,374.,356.,TinkerGraph,Graph,0.02,0.00,-0.04,https://db-engines.com/en/system/TinkerGraph,
378.,376.,376.,gStore,Multi-model,0.01,+0.00,+0.00,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
379.,377.,373.,Acebase,Document,0.01,+0.00,0.00,https://db-engines.com/en/system/Acebase,
380.,378.,374.,Resin Cache,Key-value,0.01,+0.00,0.00,https://db-engines.com/en/system/Resin+Cache,
381.,379.,377.,SWC-DB,"Wide column, Multi-model",0.01,+0.00,0.00,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
382.,380.,379.,Eloquera,Object oriented,0.01,+0.00,+0.00,https://db-engines.com/en/system/Eloquera,
383.,385.,378.,Transbase,Relational,0.00,+0.00,-0.01,https://db-engines.com/en/system/Transbase,
384.,381.,380.,OushuDB,Relational,0.00,+0.00,+0.00,https://db-engines.com/en/system/OushuDB,
385.,382.,382.,Siaqodb,Object oriented,0.00,+0.00,+0.00,https://db-engines.com/en/system/Siaqodb,
386.,383.,383.,LedisDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/LedisDB,
387.,384.,384.,SwayDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/SwayDB,
388.,385.,385.,ActorDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/ActorDB,
388.,385.,361.,AntDB,Relational,0.00,±0.00,-0.03,https://db-engines.com/en/system/AntDB,
388.,385.,385.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
388.,385.,385.,BrightstarDB,RDF,0.00,±0.00,±0.00,https://db-engines.com/en/system/BrightstarDB,
388.,385.,385.,Cachelot.io,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Cachelot.io,
388.,385.,385.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
388.,385.,385.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
388.,385.,385.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
388.,385.,385.,DataFS,"Object oriented, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
388.,385.,,Diana DB,NoSQL,0.00,±0.00,,https://db-engines.com/en/system/Diana+DB,
388.,,,Easysearch,Vector,0.00,,,https://db-engines.com/en/system/Easysearch,
388.,385.,385.,Edge Intelligence,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Edge+Intelligence,
388.,385.,385.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
388.,385.,385.,Galaxybase,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Galaxybase,
388.,385.,385.,H2GIS,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
388.,385.,385.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
388.,385.,385.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
388.,385.,385.,HyperLevelDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/HyperLevelDB,
388.,385.,385.,iBoxDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/iBoxDB,
388.,385.,385.,InfinityDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/InfinityDB,
388.,385.,360.,JaguarDB,Multi-model,0.00,±0.00,-0.04,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
388.,385.,385.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
388.,385.,385.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
388.,385.,385.,Newts,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/Newts,
388.,385.,371.,openGemini,Time Series,0.00,±0.00,-0.02,https://db-engines.com/en/system/openGemini,
388.,385.,385.,OpenTenBase,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/OpenTenBase,
388.,385.,,RayforceDB,Columnar,0.00,±0.00,,https://db-engines.com/en/system/RayforceDB,
388.,385.,355.,ReductStore,Time Series,0.00,±0.00,-0.06,https://db-engines.com/en/system/ReductStore,
388.,385.,385.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
388.,385.,385.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
388.,385.,385.,SiriDB,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/SiriDB,
388.,385.,385.,Skytable,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Skytable,
388.,385.,385.,SpaceTime,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
388.,385.,,SpacetimeDB,Relational,0.00,±0.00,,https://db-engines.com/en/system/SpacetimeDB,
388.,385.,385.,SvectorDB,Vector,0.00,±0.00,±0.00,https://db-engines.com/en/system/SvectorDB,
388.,385.,385.,TerarkDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TerarkDB,
388.,,,TidesDB,Key-value,0.00,,,https://db-engines.com/en/system/TidesDB,
388.,385.,352.,Tigris,Multi-model,0.00,±0.00,-0.06,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
388.,385.,385.,Tkrzw,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Tkrzw,
388.,385.,385.,TomP2P,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TomP2P,
388.,385.,385.,Transwarp ArgoDB,"Relational, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
388.,385.,385.,Transwarp Hippo,Vector,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+Hippo,
388.,385.,385.,Transwarp KunDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+KunDB,
388.,385.,385.,Transwarp StellarDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+StellarDB,
388.,385.,385.,Upscaledb,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Upscaledb,
