Rank_Jun-2026,Rank_May-2026,Rank_Jun-2025,DBMS,Database Model,Score_Jun-2026,Score_May-2026,Score_Jun-2025,DBMS_insitelink,Multi_model_info
203.,200.,179.,Cubrid,Relational,0.85,-0.02,-0.22,https://db-engines.com/en/system/Cubrid,
204.,204.,176.,GigaSpaces,Multi-model,0.82,-0.02,-0.28,https://db-engines.com/en/system/GigaSpaces,"Document store,Object oriented DBMS,Graph DBMS,Search engine"
205.,205.,206.,Alibaba Cloud AnalyticDB for MySQL,"Relational, Multi-model",0.78,0.00,-0.02,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store"
206.,210.,199.,HPE Ezmeral Data Fabric,Multi-model,0.78,+0.02,-0.08,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store"
207.,212.,214.,RisingWave,Relational,0.77,+0.04,+0.05,https://db-engines.com/en/system/RisingWave,
208.,208.,188.,IDMS,Navigational,0.75,-0.02,-0.23,https://db-engines.com/en/system/IDMS,
209.,209.,203.,Altibase,Relational,0.74,-0.02,-0.07,https://db-engines.com/en/system/Altibase,
210.,203.,227.,Sedna,Native XML,0.74,-0.11,+0.12,https://db-engines.com/en/system/Sedna,
211.,219.,223.,Firebolt,Relational,0.74,+0.04,+0.07,https://db-engines.com/en/system/Firebolt,
212.,207.,219.,GeoMesa,Spatial,0.73,-0.05,+0.04,https://db-engines.com/en/system/GeoMesa,
213.,211.,204.,NuoDB,Relational,0.72,-0.02,-0.09,https://db-engines.com/en/system/NuoDB,
214.,213.,211.,AllegroGraph,Multi-model,0.72,-0.01,-0.04,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS"
215.,217.,210.,Blazegraph,Multi-model,0.71,+0.00,-0.05,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
216.,215.,208.,Infobright,Relational,0.70,-0.01,-0.07,https://db-engines.com/en/system/Infobright,
217.,214.,218.,ZODB,Key-value,0.70,-0.02,-0.01,https://db-engines.com/en/system/ZODB,
218.,216.,207.,Yellowbrick,Relational,0.69,-0.01,-0.08,https://db-engines.com/en/system/Yellowbrick,
219.,218.,212.,KeyDB,Key-value,0.69,-0.01,-0.04,https://db-engines.com/en/system/KeyDB,
220.,220.,215.,BigchainDB,Document,0.68,-0.01,-0.04,https://db-engines.com/en/system/BigchainDB,
221.,221.,216.,Model 204,Multivalue,0.68,-0.01,-0.04,https://db-engines.com/en/system/Model+204,
222.,227.,224.,RDF4J,RDF,0.67,+0.04,+0.02,https://db-engines.com/en/system/RDF4J,
223.,225.,256.,Apache Sedona,Spatial,0.66,+0.02,+0.24,https://db-engines.com/en/system/Apache+Sedona,
224.,222.,205.,MatrixOne,Relational,0.65,-0.03,-0.15,https://db-engines.com/en/system/MatrixOne,
225.,223.,213.,SciDB,Multivalue,0.63,-0.03,-0.09,https://db-engines.com/en/system/SciDB,
226.,226.,222.,eXist-db,Native XML,0.62,-0.02,-0.06,https://db-engines.com/en/system/eXist-db,
227.,224.,220.,Actian Vector,Relational,0.61,-0.03,-0.08,https://db-engines.com/en/system/Actian+Vector,
228.,235.,235.,Graph Engine,Multi-model,0.61,+0.03,+0.04,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
229.,230.,217.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.60,-0.01,-0.11,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
230.,228.,221.,Datacom/DB,Relational,0.60,-0.03,-0.08,https://db-engines.com/en/system/Datacom%2FDB,
231.,229.,238.,TypeDB,Multi-model,0.60,-0.02,+0.03,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Object oriented DBMS,Relational DBMS"
232.,234.,225.,CrateDB,Multi-model,0.58,-0.01,-0.06,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
233.,232.,246.,Apache Pinot,Relational,0.57,-0.02,+0.09,https://db-engines.com/en/system/Apache+Pinot,
234.,231.,228.,SQream DB,Relational,0.57,-0.02,-0.05,https://db-engines.com/en/system/SQream+DB,
235.,236.,234.,R:BASE,Relational,0.57,0.00,-0.01,https://db-engines.com/en/system/R%3ABASE,
236.,233.,226.,Objectivity/DB,Object oriented,0.55,-0.04,-0.08,https://db-engines.com/en/system/Objectivity%2FDB,
237.,237.,244.,Dragonfly,Key-value,0.55,-0.01,+0.05,https://db-engines.com/en/system/Dragonfly,
238.,241.,254.,Kinetica,"Relational, Multi-model",0.55,+0.00,+0.10,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
239.,239.,230.,BoltDB,Key-value,0.54,-0.01,-0.06,https://db-engines.com/en/system/BoltDB,
240.,238.,231.,solidDB,Relational,0.54,-0.01,-0.05,https://db-engines.com/en/system/solidDB,
241.,243.,241.,Splice Machine,Relational,0.54,+0.00,0.00,https://db-engines.com/en/system/Splice+Machine,
242.,242.,232.,1010data,Relational,0.53,-0.01,-0.05,https://db-engines.com/en/system/1010data,
243.,240.,237.,DBISAM,Relational,0.52,-0.03,-0.04,https://db-engines.com/en/system/DBISAM,
244.,246.,236.,ObjectDB,Object oriented,0.52,0.00,-0.05,https://db-engines.com/en/system/ObjectDB,
245.,248.,280.,Perst,Object oriented,0.51,+0.01,+0.21,https://db-engines.com/en/system/Perst,
246.,245.,240.,KairosDB,Time Series,0.50,-0.02,-0.04,https://db-engines.com/en/system/KairosDB,
247.,249.,250.,ITTIA,"Time Series, Multi-model",0.49,-0.01,+0.00,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
248.,244.,252.,Percona Server for MongoDB,Document,0.47,-0.06,+0.01,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
249.,247.,239.,FrontBase,Relational,0.46,-0.04,-0.10,https://db-engines.com/en/system/FrontBase,
250.,259.,275.,Kyligence Enterprise,Relational,0.46,+0.06,+0.16,https://db-engines.com/en/system/Kyligence+Enterprise,
251.,252.,198.,eXtremeDB,"Time Series, Multi-model",0.46,+0.00,-0.41,https://db-engines.com/en/system/eXtremeDB,"Time Series DBMS,Relational DBMS"
252.,254.,247.,atoti,Object oriented,0.45,0.00,-0.04,https://db-engines.com/en/system/atoti,
253.,256.,260.,Scalaris,Key-value,0.45,+0.02,+0.03,https://db-engines.com/en/system/Scalaris,
254.,250.,253.,NexusDB,Relational,0.44,-0.04,-0.02,https://db-engines.com/en/system/NexusDB,
255.,251.,263.,Kingbase,"Relational, Multi-model",0.43,-0.03,+0.03,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
256.,260.,262.,ScaleArc,Relational,0.42,+0.02,+0.02,https://db-engines.com/en/system/ScaleArc,
257.,271.,279.,Northgate Reality,Multivalue,0.42,+0.06,+0.13,https://db-engines.com/en/system/Northgate+Reality,
258.,255.,251.,MapDB,Key-value,0.42,-0.02,-0.04,https://db-engines.com/en/system/MapDB,
259.,257.,248.,WebSphere eXtreme Scale,Key-value,0.42,+0.00,-0.07,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
260.,258.,233.,YDB,Multi-model,0.42,+0.00,-0.16,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
261.,253.,245.,Alibaba Cloud Log Service,Search engine,0.41,-0.05,-0.08,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
262.,266.,249.,Apache Doris,Relational,0.39,+0.01,-0.10,https://db-engines.com/en/system/Apache+Doris,
263.,264.,264.,OpenInsight,Multivalue,0.39,+0.00,+0.00,https://db-engines.com/en/system/OpenInsight,
264.,262.,259.,GemStone/S,Object oriented,0.38,0.00,-0.03,https://db-engines.com/en/system/GemStone%2FS,
265.,269.,272.,RaptorDB,Document,0.38,+0.01,+0.06,https://db-engines.com/en/system/RaptorDB,
266.,267.,281.,Elassandra,"Wide column, Multi-model",0.38,0.00,+0.09,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
267.,263.,261.,Deep Lake,Vector,0.37,-0.02,-0.05,https://db-engines.com/en/system/Deep+Lake,
268.,265.,274.,Cloudflare Workers KV,Key-value,0.36,-0.02,+0.05,https://db-engines.com/en/system/Cloudflare+Workers+KV,
269.,274.,296.,Alibaba Cloud TSDB,Time Series,0.35,+0.00,+0.12,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
270.,275.,270.,Comdb2,Relational,0.35,+0.00,+0.01,https://db-engines.com/en/system/Comdb2,
271.,278.,271.,CnosDB,Time Series,0.35,+0.01,+0.02,https://db-engines.com/en/system/CnosDB,
272.,270.,242.,Harper,Document,0.34,-0.02,-0.19,https://db-engines.com/en/system/Harper,
273.,276.,267.,Marqo,Search engine,0.34,+0.00,0.00,https://db-engines.com/en/system/Marqo,
274.,273.,243.,SQL.JS,Relational,0.34,-0.02,-0.17,https://db-engines.com/en/system/SQL.JS,
275.,261.,255.,VistaDB,Relational,0.34,-0.05,-0.10,https://db-engines.com/en/system/VistaDB,
276.,277.,268.,Hibari,Key-value,0.33,0.00,-0.01,https://db-engines.com/en/system/Hibari,
277.,272.,269.,LokiJS,Document,0.33,-0.02,0.00,https://db-engines.com/en/system/LokiJS,
278.,268.,266.,AlaSQL,Multi-model,0.33,-0.04,-0.03,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
279.,279.,265.,Rasdaman,Multivalue,0.33,-0.01,-0.04,https://db-engines.com/en/system/Rasdaman,
280.,280.,328.,Actian PSQL,Relational,0.32,+0.01,+0.18,https://db-engines.com/en/system/Actian+PSQL,
281.,282.,273.,Sequoiadb,Multi-model,0.30,-0.01,-0.02,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
282.,292.,315.,FalkorDB,Graph,0.30,+0.04,+0.13,https://db-engines.com/en/system/FalkorDB,
283.,284.,309.,Mimer SQL,Relational,0.29,+0.00,+0.10,https://db-engines.com/en/system/Mimer+SQL,
284.,285.,258.,Fluree,Graph,0.29,0.00,-0.13,https://db-engines.com/en/system/Fluree,
285.,286.,282.,Starcounter,Object oriented,0.29,+0.00,+0.00,https://db-engines.com/en/system/Starcounter,
286.,281.,257.,SearchBlox,Search engine,0.29,-0.02,-0.14,https://db-engines.com/en/system/SearchBlox,
287.,283.,284.,InfiniteGraph,Graph,0.28,-0.02,+0.01,https://db-engines.com/en/system/InfiniteGraph,
288.,287.,276.,Postgres-XL,"Relational, Multi-model",0.27,+0.00,-0.03,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
289.,288.,278.,Strabon,RDF,0.27,0.00,-0.03,https://db-engines.com/en/system/Strabon,
290.,289.,289.,Databend,Relational,0.27,0.00,+0.01,https://db-engines.com/en/system/Databend,
291.,290.,292.,OpenQM,Multivalue,0.25,-0.02,+0.00,https://db-engines.com/en/system/OpenQM,
292.,301.,345.,ArcadeDB,Multi-model,0.25,+0.02,+0.17,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Search engine,Time Series DBMS,Vector DBMS"
293.,294.,293.,Brytlyt,Relational,0.25,+0.00,0.00,https://db-engines.com/en/system/Brytlyt,
294.,291.,283.,Project Voldemort,Key-value,0.24,-0.01,-0.04,https://db-engines.com/en/system/Project+Voldemort,
295.,305.,302.,Immudb,"Key-value, Multi-model",0.23,+0.02,+0.02,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
296.,300.,294.,FeatureBase,Relational,0.23,+0.01,0.00,https://db-engines.com/en/system/FeatureBase,
297.,295.,286.,Vald,Vector,0.23,-0.01,-0.03,https://db-engines.com/en/system/Vald,
298.,297.,300.,RedStore,RDF,0.23,+0.00,+0.01,https://db-engines.com/en/system/RedStore,
299.,299.,288.,Manticore Search,"Search engine, Multi-model",0.23,+0.00,-0.03,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
300.,293.,277.,ModeShape,Content,0.23,-0.02,-0.07,https://db-engines.com/en/system/ModeShape,
301.,302.,331.,PieCloudDB,Relational,0.23,0.00,+0.09,https://db-engines.com/en/system/PieCloudDB,
302.,317.,326.,Mulgara,RDF,0.23,+0.04,+0.08,https://db-engines.com/en/system/Mulgara,
303.,309.,352.,Tokyo Tyrant,Key-value,0.22,+0.01,+0.17,https://db-engines.com/en/system/Tokyo+Tyrant,
304.,298.,297.,RDFox,Multi-model,0.22,-0.01,-0.01,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
305.,303.,306.,XTDB,Document,0.22,+0.00,+0.02,https://db-engines.com/en/system/XTDB,
306.,310.,342.,Kyoto Tycoon,Key-value,0.22,+0.01,+0.12,https://db-engines.com/en/system/Kyoto+Tycoon,
307.,296.,295.,LeanXcale,Multi-model,0.22,-0.02,-0.02,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
308.,304.,304.,Actian FastObjects,Object oriented,0.22,+0.00,+0.00,https://db-engines.com/en/system/Actian+FastObjects,
309.,308.,299.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.22,+0.00,-0.02,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
310.,306.,301.,YTsaurus,Multi-model,0.21,+0.00,-0.01,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
311.,307.,312.,PipelineDB,Relational,0.21,0.00,+0.02,https://db-engines.com/en/system/PipelineDB,
312.,311.,298.,AnzoGraph DB,Multi-model,0.20,-0.01,-0.04,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
313.,313.,291.,4store,RDF,0.20,-0.01,-0.05,https://db-engines.com/en/system/4store,
314.,314.,322.,NEventStore,Event,0.19,0.00,+0.04,https://db-engines.com/en/system/NEventStore,
315.,319.,310.,Axibase,Time Series,0.18,+0.00,-0.01,https://db-engines.com/en/system/Axibase,
316.,318.,313.,YottaDB,"Key-value, Multi-model",0.18,+0.00,0.00,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
317.,321.,314.,TransLattice,Relational,0.18,+0.00,+0.00,https://db-engines.com/en/system/TransLattice,
318.,322.,318.,Warp 10,Time Series,0.17,+0.00,+0.01,https://db-engines.com/en/system/Warp+10,
319.,312.,285.,Valentina Server,Relational,0.17,-0.03,-0.09,https://db-engines.com/en/system/Valentina+Server,
320.,316.,303.,Faircom DB,Multi-model,0.17,-0.02,-0.05,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
321.,315.,290.,Raima Database Manager,Multi-model,0.17,-0.02,-0.08,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
322.,320.,287.,MyScale,Multi-model,0.17,-0.01,-0.10,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
323.,324.,316.,Tibco ComputeDB,Relational,0.15,-0.01,-0.01,https://db-engines.com/en/system/Tibco+ComputeDB,
324.,325.,325.,BigObject,Relational,0.15,+0.00,+0.01,https://db-engines.com/en/system/BigObject,
325.,328.,323.,XtremeData,Relational,0.15,+0.00,+0.00,https://db-engines.com/en/system/XtremeData,
326.,329.,327.,EsgynDB,Relational,0.14,+0.00,+0.00,https://db-engines.com/en/system/EsgynDB,
327.,331.,329.,ElevateDB,Relational,0.14,+0.00,+0.00,https://db-engines.com/en/system/ElevateDB,
328.,330.,333.,GreptimeDB,Multi-model,0.14,0.00,+0.01,https://db-engines.com/en/system/GreptimeDB,"Time Series, Observability,Time Series DBMS"
329.,335.,380.,OrigoDB,Multi-model,0.14,+0.01,+0.14,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
330.,327.,320.,Apache HugeGraph,Graph,0.14,-0.01,-0.02,https://db-engines.com/en/system/Apache+HugeGraph,
331.,332.,311.,IBM Db2 Event Store,Multi-model,0.13,-0.01,-0.05,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
332.,333.,307.,Tajo,Relational,0.13,0.00,-0.07,https://db-engines.com/en/system/Tajo,
333.,326.,308.,Redland,RDF,0.13,-0.02,-0.07,https://db-engines.com/en/system/Redland,
334.,336.,337.,Ultipa,Graph,0.12,+0.00,+0.00,https://db-engines.com/en/system/Ultipa,
335.,338.,317.,Quasardb,"Relational, Multi-model",0.12,+0.00,-0.04,https://db-engines.com/en/system/Quasardb,"Relational DBMS,Time Series DBMS"
336.,337.,319.,Riak TS,Time Series,0.12,0.00,-0.04,https://db-engines.com/en/system/Riak+TS,
337.,334.,330.,HyperGraphDB,Graph,0.12,-0.02,-0.02,https://db-engines.com/en/system/HyperGraphDB,
338.,339.,305.,chDB,"Relational, Multi-model",0.11,0.00,-0.09,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
340.,343.,380.,Linter,"Relational, Multi-model",0.11,+0.00,+0.11,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
341.,340.,332.,AgensGraph,Multi-model,0.11,-0.01,-0.03,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
342.,345.,335.,TerminusDB,"Graph, Multi-model",0.10,+0.00,-0.02,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
343.,350.,336.,Speedb,Key-value,0.10,+0.02,-0.02,https://db-engines.com/en/system/Speedb,
344.,346.,343.,Sparksee,Graph,0.10,+0.00,+0.01,https://db-engines.com/en/system/Sparksee,
345.,341.,340.,Lovefield,Relational,0.10,-0.02,0.00,https://db-engines.com/en/system/Lovefield,
346.,342.,324.,FlockDB,Graph,0.10,-0.01,-0.05,https://db-engines.com/en/system/FlockDB,
347.,349.,321.,Badger,Key-value,0.08,+0.00,-0.07,https://db-engines.com/en/system/Badger,
348.,353.,341.,Bangdb,Multi-model,0.08,+0.01,-0.02,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
349.,348.,344.,EJDB,Document,0.08,-0.02,-0.01,https://db-engines.com/en/system/EJDB,
350.,351.,348.,Exorbyte,Search engine,0.08,+0.00,+0.01,https://db-engines.com/en/system/Exorbyte,
351.,347.,338.,GraphBase,Graph,0.07,-0.02,-0.04,https://db-engines.com/en/system/GraphBase,
352.,352.,346.,SiteWhere,Time Series,0.07,+0.00,+0.00,https://db-engines.com/en/system/SiteWhere,
353.,354.,347.,ScaleOut StateServer,Key-value,0.07,+0.00,+0.00,https://db-engines.com/en/system/ScaleOut+StateServer,
354.,344.,366.,Kuzu,Graph,0.07,-0.04,+0.05,https://db-engines.com/en/system/Kuzu,
355.,355.,349.,CubicWeb,RDF,0.07,0.00,+0.01,https://db-engines.com/en/system/CubicWeb,
356.,360.,334.,Alibaba Cloud Table Store,Wide column,0.06,+0.01,-0.07,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
357.,358.,351.,Blueflood,Time Series,0.06,+0.00,+0.00,https://db-engines.com/en/system/Blueflood,
357.,358.,353.,Elliptics,Key-value,0.06,+0.00,+0.01,https://db-engines.com/en/system/Elliptics,
359.,357.,,VictoriaLogs,Search engine,0.06,-0.01,,https://db-engines.com/en/system/VictoriaLogs,
360.,361.,353.,SenseiDB,Document,0.05,+0.00,+0.00,https://db-engines.com/en/system/SenseiDB,
361.,323.,,Forge (IRONdb),Time Series,0.05,-0.12,,https://db-engines.com/en/system/Forge+%28IRONdb%29,
362.,363.,380.,Indica,Search engine,0.04,+0.00,+0.04,https://db-engines.com/en/system/Indica,
363.,364.,355.,Machbase Neo,Time Series,0.04,+0.00,-0.01,https://db-engines.com/en/system/Machbase+Neo,
363.,364.,356.,NosDB,Document,0.04,+0.00,+0.00,https://db-engines.com/en/system/NosDB,
363.,364.,359.,STSdb,Key-value,0.04,+0.00,+0.01,https://db-engines.com/en/system/STSdb,
366.,367.,358.,WakandaDB,Object oriented,0.03,+0.00,+0.00,https://db-engines.com/en/system/WakandaDB,
367.,368.,367.,Sadas Engine,Relational,0.03,+0.00,+0.01,https://db-engines.com/en/system/Sadas+Engine,
368.,369.,339.,Jade,Object oriented,0.03,0.00,-0.07,https://db-engines.com/en/system/Jade,
369.,370.,359.,JethroData,Relational,0.03,+0.00,+0.00,https://db-engines.com/en/system/JethroData,
370.,362.,373.,Faircom EDGE,Multi-model,0.03,-0.02,+0.01,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
371.,371.,361.,Heroic,Time Series,0.02,+0.00,0.00,https://db-engines.com/en/system/Heroic,
372.,372.,362.,Hawkular Metrics,Time Series,0.02,+0.00,+0.00,https://db-engines.com/en/system/Hawkular+Metrics,
373.,373.,363.,OpenMLDB,"Time Series, Multi-model",0.02,+0.00,+0.00,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
374.,374.,364.,Dydra,RDF,0.02,+0.00,+0.00,https://db-engines.com/en/system/Dydra,
375.,375.,365.,SmallSQL,Relational,0.02,+0.00,0.00,https://db-engines.com/en/system/SmallSQL,
376.,376.,368.,SparkleDB,RDF,0.02,0.00,0.00,https://db-engines.com/en/system/SparkleDB,
377.,377.,357.,TinkerGraph,Graph,0.02,0.00,-0.02,https://db-engines.com/en/system/TinkerGraph,
378.,378.,371.,gStore,Multi-model,0.01,+0.00,+0.00,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
379.,379.,369.,Acebase,Document,0.01,+0.00,0.00,https://db-engines.com/en/system/Acebase,
380.,380.,370.,Resin Cache,Key-value,0.01,+0.00,0.00,https://db-engines.com/en/system/Resin+Cache,
381.,381.,372.,SWC-DB,"Wide column, Multi-model",0.01,+0.00,0.00,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
382.,382.,374.,Eloquera,Object oriented,0.01,+0.00,+0.00,https://db-engines.com/en/system/Eloquera,
383.,356.,380.,NSDb,Time Series,0.01,-0.06,+0.01,https://db-engines.com/en/system/NSDb,
384.,384.,376.,OushuDB,Relational,0.00,+0.00,+0.00,https://db-engines.com/en/system/OushuDB,
385.,385.,377.,Siaqodb,Object oriented,0.00,+0.00,+0.00,https://db-engines.com/en/system/Siaqodb,
386.,386.,378.,LedisDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/LedisDB,
387.,387.,379.,SwayDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/SwayDB,
388.,388.,380.,ActorDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/ActorDB,
388.,388.,375.,AntDB,Relational,0.00,±0.00,-0.01,https://db-engines.com/en/system/AntDB,
388.,388.,380.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
388.,388.,380.,BrightstarDB,RDF,0.00,±0.00,±0.00,https://db-engines.com/en/system/BrightstarDB,
388.,388.,380.,Cachelot.io,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Cachelot.io,
388.,388.,380.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
388.,388.,380.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
388.,388.,380.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
388.,388.,380.,DataFS,"Object oriented, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
388.,388.,,Diana DB,NoSQL,0.00,±0.00,,https://db-engines.com/en/system/Diana+DB,
388.,388.,,Easysearch,Vector,0.00,±0.00,,https://db-engines.com/en/system/Easysearch,
388.,388.,380.,Edge Intelligence,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Edge+Intelligence,
388.,388.,380.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
388.,388.,380.,Galaxybase,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Galaxybase,
388.,388.,380.,H2GIS,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
388.,388.,380.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
388.,388.,380.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
388.,388.,380.,HyperLevelDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/HyperLevelDB,
388.,388.,380.,iBoxDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/iBoxDB,
388.,388.,380.,InfinityDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/InfinityDB,
388.,388.,380.,JaguarDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
388.,388.,380.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
388.,388.,380.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
388.,388.,380.,Newts,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/Newts,
388.,388.,380.,openGemini,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/openGemini,
388.,388.,380.,OpenTenBase,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/OpenTenBase,
388.,388.,,RayforceDB,Columnar,0.00,±0.00,,https://db-engines.com/en/system/RayforceDB,
388.,388.,380.,ReductStore,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/ReductStore,
388.,388.,380.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
388.,388.,380.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
388.,388.,380.,SiriDB,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/SiriDB,
388.,388.,380.,Skytable,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Skytable,
388.,388.,380.,SpaceTime,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
388.,388.,,SpacetimeDB,Relational,0.00,±0.00,,https://db-engines.com/en/system/SpacetimeDB,
388.,388.,380.,SvectorDB,Vector,0.00,±0.00,±0.00,https://db-engines.com/en/system/SvectorDB,
388.,388.,380.,TerarkDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TerarkDB,
388.,388.,,TidesDB,Key-value,0.00,±0.00,,https://db-engines.com/en/system/TidesDB,
388.,388.,350.,Tigris,Multi-model,0.00,±0.00,-0.06,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
388.,388.,380.,Tkrzw,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Tkrzw,
388.,388.,380.,TomP2P,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TomP2P,
388.,383.,380.,Transbase,Relational,0.00,0.00,±0.00,https://db-engines.com/en/system/Transbase,
388.,388.,380.,Transwarp ArgoDB,"Relational, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
388.,388.,380.,Transwarp Hippo,Vector,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+Hippo,
388.,388.,380.,Transwarp KunDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+KunDB,
388.,388.,380.,Transwarp StellarDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+StellarDB,
388.,388.,380.,Upscaledb,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Upscaledb,
