Rank_Dec-2024,Rank_Nov-2024,Rank_Dec-2023,DBMS,Database Model,Score_Dec-2024,Score_Nov-2024,Score_Dec-2023,DBMS_insitelink,Multi_model_info
204.,201.,181.,Infobright,Relational,0.85,-0.01,-0.58,https://db-engines.com/en/system/Infobright,
205.,205.,194.,NuoDB,Relational,0.83,0.00,-0.47,https://db-engines.com/en/system/NuoDB,
206.,204.,198.,Altibase,Relational,0.83,-0.01,-0.43,https://db-engines.com/en/system/Altibase,
207.,209.,228.,Typesense,Search engine,0.82,+0.02,-0.13,https://db-engines.com/en/system/Typesense,
208.,210.,196.,ZODB,Key-value,0.81,+0.03,-0.46,https://db-engines.com/en/system/ZODB,
209.,213.,240.,BigchainDB,Document,0.80,+0.05,-0.06,https://db-engines.com/en/system/BigchainDB,
210.,212.,195.,Model 204,Multivalue,0.80,+0.04,-0.48,https://db-engines.com/en/system/Model+204,
211.,206.,202.,HPE Ezmeral Data Fabric,Multi-model,0.79,-0.04,-0.43,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store"
212.,211.,220.,Yellowbrick,Relational,0.78,+0.02,-0.25,https://db-engines.com/en/system/Yellowbrick,
213.,202.,187.,Dolt,"Relational, Multi-model",0.77,-0.08,-0.59,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store"
214.,214.,214.,Blazegraph,Multi-model,0.75,0.00,-0.34,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
215.,216.,239.,GeoMesa,Spatial,0.74,-0.01,-0.12,https://db-engines.com/en/system/GeoMesa,
216.,215.,208.,AllegroGraph,Multi-model,0.74,-0.02,-0.44,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS"
217.,220.,224.,Datacom/DB,Relational,0.73,+0.03,-0.25,https://db-engines.com/en/system/Datacom%2FDB,
218.,217.,278.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.73,+0.01,+0.18,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
219.,222.,216.,eXist-db,Native XML,0.73,+0.04,-0.34,https://db-engines.com/en/system/eXist-db,
220.,219.,236.,SciDB,Multivalue,0.71,0.00,-0.18,https://db-engines.com/en/system/SciDB,
221.,218.,213.,Actian Vector,Relational,0.71,-0.01,-0.38,https://db-engines.com/en/system/Actian+Vector,
222.,221.,201.,Xapian,Search engine,0.71,+0.01,-0.54,https://db-engines.com/en/system/Xapian,
223.,223.,235.,KeyDB,Key-value,0.68,+0.00,-0.22,https://db-engines.com/en/system/KeyDB,
224.,225.,221.,CrateDB,Multi-model,0.66,+0.01,-0.35,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
225.,234.,247.,Vespa,Multi-model,0.63,+0.02,-0.18,https://db-engines.com/en/system/Vespa,"Search engine,Vector DBMS"
226.,236.,222.,ObjectDB,Object oriented,0.63,+0.04,-0.36,https://db-engines.com/en/system/ObjectDB,
227.,229.,232.,SQream DB,Relational,0.63,+0.00,-0.28,https://db-engines.com/en/system/SQream+DB,
228.,230.,230.,BoltDB,Key-value,0.63,+0.01,-0.29,https://db-engines.com/en/system/BoltDB,
229.,231.,210.,solidDB,Relational,0.63,+0.01,-0.53,https://db-engines.com/en/system/solidDB,
230.,224.,204.,DBISAM,Relational,0.62,-0.02,-0.57,https://db-engines.com/en/system/DBISAM,
231.,226.,243.,Objectivity/DB,Object oriented,0.62,-0.01,-0.21,https://db-engines.com/en/system/Objectivity%2FDB,
232.,238.,225.,KairosDB,Time Series,0.62,+0.05,-0.34,https://db-engines.com/en/system/KairosDB,
233.,232.,190.,1010data,Relational,0.62,+0.00,-0.72,https://db-engines.com/en/system/1010data,
234.,227.,217.,TypeDB,Multi-model,0.62,-0.02,-0.44,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Object oriented DBMS,Relational DBMS"
235.,228.,249.,RisingWave,Relational,0.61,-0.02,-0.18,https://db-engines.com/en/system/RisingWave,
236.,233.,229.,FrontBase,Relational,0.59,-0.01,-0.35,https://db-engines.com/en/system/FrontBase,
237.,237.,188.,Northgate Reality,Multivalue,0.58,0.00,-0.77,https://db-engines.com/en/system/Northgate+Reality,
238.,235.,253.,Graph Engine,Multi-model,0.58,-0.01,-0.19,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
239.,239.,237.,R:BASE,Relational,0.58,+0.01,-0.30,https://db-engines.com/en/system/R%3ABASE,
240.,248.,207.,WebSphere eXtreme Scale,Key-value,0.57,+0.08,-0.62,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
241.,240.,261.,HarperDB,Document,0.54,-0.01,-0.14,https://db-engines.com/en/system/HarperDB,
242.,242.,259.,Splice Machine,Relational,0.54,0.00,-0.19,https://db-engines.com/en/system/Splice+Machine,
243.,241.,241.,NexusDB,Relational,0.53,-0.01,-0.32,https://db-engines.com/en/system/NexusDB,
244.,251.,269.,Kingbase,"Relational, Multi-model",0.52,+0.05,-0.12,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
245.,245.,357.,Dragonfly,Key-value,0.52,+0.02,+0.35,https://db-engines.com/en/system/Dragonfly,
246.,244.,226.,MapDB,Key-value,0.51,+0.01,-0.44,https://db-engines.com/en/system/MapDB,
247.,247.,182.,SQL.JS,Relational,0.50,+0.02,-0.91,https://db-engines.com/en/system/SQL.JS,
248.,249.,252.,GemStone/S,Object oriented,0.49,+0.00,-0.29,https://db-engines.com/en/system/GemStone%2FS,
249.,246.,264.,Percona Server for MongoDB,Document,0.49,-0.01,-0.18,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
250.,243.,263.,Apache Doris,Relational,0.48,-0.04,-0.19,https://db-engines.com/en/system/Apache+Doris,
251.,256.,246.,atoti,Object oriented,0.47,+0.04,-0.35,https://db-engines.com/en/system/atoti,
252.,250.,238.,Scalaris,Key-value,0.46,-0.02,-0.41,https://db-engines.com/en/system/Scalaris,
253.,254.,265.,VistaDB,Relational,0.46,+0.02,-0.19,https://db-engines.com/en/system/VistaDB,
254.,257.,231.,Kinetica,"Relational, Multi-model",0.45,+0.03,-0.46,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
255.,252.,272.,4store,RDF,0.43,-0.03,-0.20,https://db-engines.com/en/system/4store,
256.,258.,191.,Perst,Object oriented,0.42,+0.00,-0.91,https://db-engines.com/en/system/Perst,
257.,263.,200.,Hibari,Key-value,0.42,+0.02,-0.83,https://db-engines.com/en/system/Hibari,
258.,253.,282.,Kyligence Enterprise,Relational,0.42,-0.04,-0.09,https://db-engines.com/en/system/Kyligence+Enterprise,
259.,269.,262.,ITTIA,"Time Series, Multi-model",0.42,+0.04,-0.26,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
260.,260.,234.,AlaSQL,Multi-model,0.41,+0.00,-0.48,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
261.,261.,255.,Postgres-XL,"Relational, Multi-model",0.41,+0.00,-0.35,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
262.,264.,245.,ScaleArc,Relational,0.41,+0.01,-0.43,https://db-engines.com/en/system/ScaleArc,
263.,259.,296.,Alibaba Cloud Log Service,Search engine,0.41,-0.01,-0.04,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
264.,262.,258.,Rasdaman,Multivalue,0.40,0.00,-0.33,https://db-engines.com/en/system/Rasdaman,
265.,267.,266.,Sequoiadb,Multi-model,0.39,+0.01,-0.26,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
266.,265.,250.,OpenInsight,Multivalue,0.38,-0.01,-0.40,https://db-engines.com/en/system/OpenInsight,
267.,268.,254.,LokiJS,Document,0.38,0.00,-0.39,https://db-engines.com/en/system/LokiJS,
268.,274.,279.,ModeShape,Content,0.38,+0.05,-0.15,https://db-engines.com/en/system/ModeShape,
269.,266.,301.,YDB,Multi-model,0.38,-0.01,-0.05,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
270.,255.,276.,Raima Database Manager,Multi-model,0.37,-0.06,-0.21,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
271.,270.,256.,Apache Pinot,Relational,0.35,0.00,-0.39,https://db-engines.com/en/system/Apache+Pinot,
272.,273.,287.,Tajo,Relational,0.35,0.00,-0.13,https://db-engines.com/en/system/Tajo,
273.,278.,343.,Immudb,"Key-value, Multi-model",0.35,+0.04,+0.09,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
274.,277.,280.,Strabon,RDF,0.34,+0.04,-0.19,https://db-engines.com/en/system/Strabon,
275.,275.,298.,Apache Sedona,Spatial,0.33,+0.01,-0.11,https://db-engines.com/en/system/Apache+Sedona,
276.,272.,332.,Marqo,Search engine,0.33,-0.02,+0.03,https://db-engines.com/en/system/Marqo,
277.,276.,299.,Comdb2,Relational,0.32,0.00,-0.11,https://db-engines.com/en/system/Comdb2,
278.,280.,271.,CnosDB,Time Series,0.32,+0.03,-0.30,https://db-engines.com/en/system/CnosDB,
279.,290.,257.,SearchBlox,Search engine,0.31,+0.05,-0.43,https://db-engines.com/en/system/SearchBlox,
280.,279.,305.,Deep Lake,Vector,0.31,+0.01,-0.09,https://db-engines.com/en/system/Deep+Lake,
281.,271.,289.,Fluree,Graph,0.31,-0.04,-0.15,https://db-engines.com/en/system/Fluree,
282.,288.,242.,Vald,Vector,0.30,+0.03,-0.54,https://db-engines.com/en/system/Vald,
283.,285.,300.,LeanXcale,Multi-model,0.30,+0.01,-0.14,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
284.,284.,292.,Elassandra,"Wide column, Multi-model",0.30,+0.01,-0.16,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
285.,283.,270.,Project Voldemort,Key-value,0.29,0.00,-0.34,https://db-engines.com/en/system/Project+Voldemort,
286.,281.,260.,Starcounter,Object oriented,0.29,0.00,-0.43,https://db-engines.com/en/system/Starcounter,
287.,294.,307.,Brytlyt,Relational,0.29,+0.04,-0.11,https://db-engines.com/en/system/Brytlyt,
288.,287.,314.,Cloudflare Workers KV,Key-value,0.29,+0.01,-0.07,https://db-engines.com/en/system/Cloudflare+Workers+KV,
289.,286.,267.,InfiniteGraph,Graph,0.28,0.00,-0.36,https://db-engines.com/en/system/InfiniteGraph,
290.,282.,333.,PieCloudDB,Relational,0.28,-0.01,-0.02,https://db-engines.com/en/system/PieCloudDB,
291.,297.,331.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.28,+0.04,-0.03,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
292.,293.,275.,OpenQM,Multivalue,0.27,+0.02,-0.30,https://db-engines.com/en/system/OpenQM,
293.,291.,274.,Redland,RDF,0.27,+0.01,-0.31,https://db-engines.com/en/system/Redland,
294.,289.,283.,Databend,Relational,0.27,+0.00,-0.23,https://db-engines.com/en/system/Databend,
295.,298.,337.,Apache HugeGraph,Graph,0.27,+0.03,-0.01,https://db-engines.com/en/system/Apache+HugeGraph,
296.,296.,371.,Alibaba Cloud TSDB,Time Series,0.27,+0.03,+0.15,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
297.,292.,327.,MyScale,Multi-model,0.26,+0.01,-0.05,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
298.,295.,295.,RDFox,Multi-model,0.24,+0.00,-0.20,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
299.,299.,268.,Lovefield,Relational,0.24,+0.01,-0.40,https://db-engines.com/en/system/Lovefield,
300.,314.,330.,Badger,Key-value,0.24,+0.06,-0.06,https://db-engines.com/en/system/Badger,
301.,308.,303.,YottaDB,"Key-value, Multi-model",0.23,+0.04,-0.18,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
302.,301.,313.,AnzoGraph DB,Multi-model,0.23,+0.01,-0.13,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
303.,300.,336.,Manticore Search,"Search engine, Multi-model",0.23,+0.00,-0.05,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
304.,302.,302.,FeatureBase,Relational,0.23,+0.00,-0.20,https://db-engines.com/en/system/FeatureBase,
305.,307.,310.,Axibase,Time Series,0.22,+0.02,-0.15,https://db-engines.com/en/system/Axibase,
306.,305.,277.,Actian FastObjects,Object oriented,0.22,+0.01,-0.33,https://db-engines.com/en/system/Actian+FastObjects,
307.,317.,318.,Actian PSQL,Relational,0.22,+0.05,-0.13,https://db-engines.com/en/system/Actian+PSQL,
308.,304.,306.,Mimer SQL,Relational,0.21,+0.00,-0.19,https://db-engines.com/en/system/Mimer+SQL,
309.,306.,346.,Alibaba Cloud Table Store,Wide column,0.21,+0.00,-0.02,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
310.,303.,309.,PipelineDB,Relational,0.20,-0.02,-0.17,https://db-engines.com/en/system/PipelineDB,
311.,309.,291.,RedStore,RDF,0.20,+0.01,-0.26,https://db-engines.com/en/system/RedStore,
312.,310.,312.,Faircom DB,Multi-model,0.20,+0.01,-0.17,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
313.,312.,351.,IBM Db2 Event Store,Multi-model,0.19,+0.01,-0.02,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
314.,311.,344.,Tibco ComputeDB,Relational,0.18,0.00,-0.07,https://db-engines.com/en/system/Tibco+ComputeDB,
315.,319.,335.,Valentina Server,Relational,0.18,+0.02,-0.11,https://db-engines.com/en/system/Valentina+Server,
316.,330.,273.,Jade,Object oriented,0.18,+0.04,-0.44,https://db-engines.com/en/system/Jade,
317.,334.,376.,RaptorDB,Document,0.18,+0.06,+0.07,https://db-engines.com/en/system/RaptorDB,
318.,316.,297.,TransLattice,Relational,0.17,0.00,-0.27,https://db-engines.com/en/system/TransLattice,
319.,321.,328.,Riak TS,Time Series,0.17,+0.01,-0.14,https://db-engines.com/en/system/Riak+TS,
320.,313.,293.,FlockDB,Graph,0.17,-0.01,-0.28,https://db-engines.com/en/system/FlockDB,
321.,327.,340.,XTDB,Document,0.17,+0.02,-0.10,https://db-engines.com/en/system/XTDB,
322.,323.,281.,HyperGraphDB,Graph,0.17,+0.01,-0.35,https://db-engines.com/en/system/HyperGraphDB,
323.,315.,385.,AgensGraph,Multi-model,0.17,-0.01,+0.10,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
324.,325.,347.,EsgynDB,Relational,0.16,+0.01,-0.06,https://db-engines.com/en/system/EsgynDB,
325.,320.,353.,YTsaurus,Multi-model,0.16,+0.00,-0.03,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
326.,318.,321.,Speedb,Key-value,0.16,0.00,-0.18,https://db-engines.com/en/system/Speedb,
327.,326.,325.,TerminusDB,"Graph, Multi-model",0.15,0.00,-0.17,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
328.,322.,285.,NEventStore,Event,0.15,-0.01,-0.34,https://db-engines.com/en/system/NEventStore,
329.,329.,284.,ElevateDB,Relational,0.14,+0.00,-0.35,https://db-engines.com/en/system/ElevateDB,
330.,328.,311.,XtremeData,Relational,0.14,0.00,-0.22,https://db-engines.com/en/system/XtremeData,
331.,324.,294.,EJDB,Document,0.14,-0.01,-0.31,https://db-engines.com/en/system/EJDB,
332.,333.,334.,Quasardb,Time Series,0.14,+0.01,-0.15,https://db-engines.com/en/system/Quasardb,
333.,332.,341.,BigObject,Relational,0.13,+0.00,-0.13,https://db-engines.com/en/system/BigObject,
334.,336.,360.,GreptimeDB,Time Series,0.13,+0.02,-0.04,https://db-engines.com/en/system/GreptimeDB,
335.,335.,355.,Ultipa,Graph,0.12,+0.01,-0.06,https://db-engines.com/en/system/Ultipa,
336.,368.,244.,Heroic,Time Series,0.11,+0.09,-0.72,https://db-engines.com/en/system/Heroic,
337.,343.,349.,Kyoto Tycoon,Key-value,0.11,+0.03,-0.10,https://db-engines.com/en/system/Kyoto+Tycoon,
338.,340.,342.,GraphBase,Graph,0.11,+0.01,-0.15,https://db-engines.com/en/system/GraphBase,
339.,342.,286.,Mulgara,RDF,0.10,+0.01,-0.39,https://db-engines.com/en/system/Mulgara,
340.,337.,320.,Tokyo Tyrant,Key-value,0.09,-0.01,-0.25,https://db-engines.com/en/system/Tokyo+Tyrant,
341.,338.,323.,Sparksee,Graph,0.09,-0.01,-0.24,https://db-engines.com/en/system/Sparksee,
342.,352.,315.,Machbase Neo,Time Series,0.09,+0.03,-0.26,https://db-engines.com/en/system/Machbase+Neo,
343.,339.,,FalkorDB,Graph,0.09,-0.01,,https://db-engines.com/en/system/FalkorDB,
344.,347.,322.,Bangdb,Multi-model,0.08,+0.02,-0.25,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
345.,351.,,chDB,"Relational, Multi-model",0.08,+0.02,,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
346.,346.,345.,TinkerGraph,Graph,0.08,+0.01,-0.16,https://db-engines.com/en/system/TinkerGraph,
347.,344.,,OpenMLDB,"Time Series, Multi-model",0.08,+0.00,,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
348.,345.,324.,AntDB,Relational,0.07,0.00,-0.25,https://db-engines.com/en/system/AntDB,
349.,341.,308.,CubicWeb,RDF,0.07,-0.02,-0.31,https://db-engines.com/en/system/CubicWeb,
350.,359.,288.,Transbase,Relational,0.07,+0.03,-0.40,https://db-engines.com/en/system/Transbase,
351.,358.,382.,OushuDB,Relational,0.07,+0.02,-0.01,https://db-engines.com/en/system/OushuDB,
352.,348.,304.,Exorbyte,Search engine,0.07,0.00,-0.34,https://db-engines.com/en/system/Exorbyte,
353.,331.,326.,Skytable,Key-value,0.06,-0.07,-0.25,https://db-engines.com/en/system/Skytable,
354.,350.,362.,SiteWhere,Time Series,0.06,0.00,-0.09,https://db-engines.com/en/system/SiteWhere,
355.,353.,377.,Warp 10,Time Series,0.06,0.00,-0.04,https://db-engines.com/en/system/Warp+10,
356.,354.,365.,Blueflood,Time Series,0.06,0.00,-0.08,https://db-engines.com/en/system/Blueflood,
357.,349.,388.,ScaleOut StateServer,Key-value,0.06,-0.01,+0.02,https://db-engines.com/en/system/ScaleOut+StateServer,
358.,355.,352.,SenseiDB,Document,0.05,0.00,-0.14,https://db-engines.com/en/system/SenseiDB,
359.,357.,316.,Elliptics,Key-value,0.05,+0.01,-0.30,https://db-engines.com/en/system/Elliptics,
360.,356.,354.,Tigris,Multi-model,0.05,0.00,-0.14,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
361.,386.,381.,SiriDB,Time Series,0.04,+0.04,-0.03,https://db-engines.com/en/system/SiriDB,
362.,372.,389.,gStore,Multi-model,0.04,+0.02,+0.00,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
363.,362.,378.,NosDB,Document,0.04,+0.01,-0.06,https://db-engines.com/en/system/NosDB,
364.,360.,350.,ArcadeDB,Multi-model,0.04,+0.00,-0.17,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
365.,365.,398.,JaguarDB,Multi-model,0.03,+0.00,+0.03,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
366.,361.,391.,WakandaDB,Object oriented,0.03,0.00,0.00,https://db-engines.com/en/system/WakandaDB,
367.,362.,374.,JethroData,Relational,0.03,0.00,-0.08,https://db-engines.com/en/system/JethroData,
367.,362.,317.,STSdb,Key-value,0.03,0.00,-0.32,https://db-engines.com/en/system/STSdb,
369.,367.,390.,Transwarp ArgoDB,"Relational, Multi-model",0.03,+0.00,-0.01,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
370.,386.,383.,VelocityDB,Multi-model,0.03,+0.03,-0.04,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
371.,379.,,ReductStore,Time Series,0.02,+0.02,,https://db-engines.com/en/system/ReductStore,
372.,386.,400.,Newts,Time Series,0.02,+0.02,+0.02,https://db-engines.com/en/system/Newts,
373.,370.,393.,SmallSQL,Relational,0.02,+0.00,+0.00,https://db-engines.com/en/system/SmallSQL,
374.,376.,,Kuzu,Graph,0.02,+0.01,,https://db-engines.com/en/system/Kuzu,
375.,366.,363.,Transwarp KunDB,Relational,0.02,-0.01,-0.12,https://db-engines.com/en/system/Transwarp+KunDB,
376.,386.,361.,openGemini,Time Series,0.02,+0.02,-0.14,https://db-engines.com/en/system/openGemini,
377.,371.,394.,SparkleDB,RDF,0.02,0.00,+0.00,https://db-engines.com/en/system/SparkleDB,
378.,386.,359.,TerarkDB,Key-value,0.02,+0.02,-0.15,https://db-engines.com/en/system/TerarkDB,
379.,374.,356.,Acebase,Document,0.01,+0.00,-0.16,https://db-engines.com/en/system/Acebase,
380.,373.,395.,Resin Cache,Key-value,0.01,0.00,0.00,https://db-engines.com/en/system/Resin+Cache,
381.,380.,375.,Hawkular Metrics,Time Series,0.01,+0.01,-0.10,https://db-engines.com/en/system/Hawkular+Metrics,
382.,375.,396.,SWC-DB,"Wide column, Multi-model",0.01,+0.00,+0.00,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
383.,386.,386.,Transwarp Hippo,Vector,0.01,+0.01,-0.04,https://db-engines.com/en/system/Transwarp+Hippo,
384.,369.,397.,Faircom EDGE,Multi-model,0.01,-0.01,0.00,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
385.,377.,319.,Dydra,RDF,0.01,0.00,-0.33,https://db-engines.com/en/system/Dydra,
385.,377.,348.,Eloquera,Object oriented,0.01,0.00,-0.21,https://db-engines.com/en/system/Eloquera,
387.,386.,373.,InfinityDB,Key-value,0.01,+0.01,-0.10,https://db-engines.com/en/system/InfinityDB,
388.,382.,339.,Siaqodb,Object oriented,0.00,+0.00,-0.27,https://db-engines.com/en/system/Siaqodb,
389.,386.,380.,H2GIS,"Spatial, Multi-model",0.00,+0.00,-0.08,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
390.,384.,367.,LedisDB,Key-value,0.00,+0.00,-0.13,https://db-engines.com/en/system/LedisDB,
391.,385.,399.,SwayDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/SwayDB,
392.,386.,384.,ActorDB,Relational,0.00,±0.00,-0.06,https://db-engines.com/en/system/ActorDB,
392.,386.,400.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
392.,386.,338.,BrightstarDB,RDF,0.00,±0.00,-0.27,https://db-engines.com/en/system/BrightstarDB,
392.,386.,392.,Cachelot.io,Key-value,0.00,±0.00,-0.03,https://db-engines.com/en/system/Cachelot.io,
392.,386.,400.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
392.,386.,400.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
392.,386.,400.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
392.,386.,379.,DataFS,"Object oriented, Multi-model",0.00,±0.00,-0.09,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
392.,386.,358.,Edge Intelligence,Relational,0.00,±0.00,-0.17,https://db-engines.com/en/system/Edge+Intelligence,
392.,386.,400.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
392.,386.,400.,Galaxybase,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Galaxybase,
392.,386.,400.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
392.,386.,400.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
392.,386.,369.,HyperLevelDB,Key-value,0.00,±0.00,-0.13,https://db-engines.com/en/system/HyperLevelDB,
392.,386.,400.,iBoxDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/iBoxDB,
392.,381.,372.,Indica,Search engine,0.00,0.00,-0.11,https://db-engines.com/en/system/Indica,
392.,386.,400.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
392.,386.,400.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
392.,386.,364.,Linter,"Relational, Multi-model",0.00,±0.00,-0.14,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
392.,386.,387.,NSDb,Time Series,0.00,±0.00,-0.04,https://db-engines.com/en/system/NSDb,
392.,386.,,OpenTenBase,Relational,0.00,±0.00,,https://db-engines.com/en/system/OpenTenBase,
392.,386.,366.,OrigoDB,Multi-model,0.00,±0.00,-0.14,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
392.,386.,400.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
392.,383.,400.,Sadas Engine,Relational,0.00,0.00,±0.00,https://db-engines.com/en/system/Sadas+Engine,
392.,386.,400.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
392.,386.,400.,SpaceTime,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
392.,386.,,SvectorDB,Vector,0.00,±0.00,,https://db-engines.com/en/system/SvectorDB,
392.,386.,400.,Tkrzw,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Tkrzw,
392.,386.,370.,TomP2P,Key-value,0.00,±0.00,-0.13,https://db-engines.com/en/system/TomP2P,
392.,386.,400.,Transwarp StellarDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+StellarDB,
392.,386.,329.,Upscaledb,Key-value,0.00,±0.00,-0.30,https://db-engines.com/en/system/Upscaledb,
392.,386.,368.,WhiteDB,Document,0.00,±0.00,-0.13,https://db-engines.com/en/system/WhiteDB,
