Rank_May-2025,Rank_Apr-2025,Rank_May-2024,DBMS,Database Model,Score_May-2025,Score_Apr-2025,Score_May-2024,DBMS_insitelink,Multi_model_info
204.,205.,186.,Altibase,Relational,0.85,+0.02,-0.22,https://db-engines.com/en/system/Altibase,
205.,204.,207.,Alibaba Cloud AnalyticDB for MySQL,"Relational, Multi-model",0.84,+0.01,-0.01,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store"
206.,188.,134.,Firebolt,Relational,0.84,-0.10,-1.06,https://db-engines.com/en/system/Firebolt,
207.,208.,194.,Infobright,Relational,0.79,+0.01,-0.17,https://db-engines.com/en/system/Infobright,
208.,209.,198.,NuoDB,Relational,0.79,+0.02,-0.10,https://db-engines.com/en/system/NuoDB,
209.,210.,201.,Yellowbrick,Relational,0.77,+0.01,-0.11,https://db-engines.com/en/system/Yellowbrick,
210.,206.,202.,ZODB,Key-value,0.75,-0.05,-0.11,https://db-engines.com/en/system/ZODB,
211.,212.,231.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.75,+0.01,+0.07,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
212.,211.,215.,Xapian,Search engine,0.75,+0.01,-0.02,https://db-engines.com/en/system/Xapian,
213.,218.,219.,Blazegraph,Multi-model,0.75,+0.04,0.00,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
214.,215.,242.,RisingWave,Relational,0.75,+0.02,+0.17,https://db-engines.com/en/system/RisingWave,
215.,213.,212.,BigchainDB,Document,0.73,0.00,-0.06,https://db-engines.com/en/system/BigchainDB,
216.,217.,187.,AllegroGraph,Multi-model,0.72,+0.02,-0.33,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS"
217.,222.,221.,Actian Vector,Relational,0.72,+0.04,-0.02,https://db-engines.com/en/system/Actian+Vector,
218.,214.,206.,Model 204,Multivalue,0.72,-0.01,-0.13,https://db-engines.com/en/system/Model+204,
219.,219.,228.,SciDB,Multivalue,0.72,+0.01,+0.02,https://db-engines.com/en/system/SciDB,
220.,216.,213.,GeoMesa,Spatial,0.72,0.00,-0.06,https://db-engines.com/en/system/GeoMesa,
221.,223.,226.,KeyDB,Key-value,0.71,+0.04,+0.01,https://db-engines.com/en/system/KeyDB,
222.,220.,208.,eXist-db,Native XML,0.68,-0.01,-0.16,https://db-engines.com/en/system/eXist-db,
223.,221.,230.,RDF4J,RDF,0.68,-0.01,-0.01,https://db-engines.com/en/system/RDF4J,
224.,224.,217.,Datacom/DB,Relational,0.67,+0.01,-0.09,https://db-engines.com/en/system/Datacom%2FDB,
225.,227.,224.,CrateDB,Multi-model,0.67,+0.03,-0.06,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
226.,226.,227.,SQream DB,Relational,0.65,+0.01,-0.05,https://db-engines.com/en/system/SQream+DB,
227.,225.,157.,Sedna,Native XML,0.63,-0.01,-0.82,https://db-engines.com/en/system/Sedna,
228.,236.,278.,YDB,Multi-model,0.63,+0.06,+0.28,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
229.,230.,218.,Objectivity/DB,Object oriented,0.62,+0.02,-0.13,https://db-engines.com/en/system/Objectivity%2FDB,
230.,235.,220.,BoltDB,Key-value,0.61,+0.03,-0.13,https://db-engines.com/en/system/BoltDB,
231.,229.,233.,ObjectDB,Object oriented,0.60,0.00,-0.06,https://db-engines.com/en/system/ObjectDB,
232.,228.,193.,Dolt,"Relational, Multi-model",0.60,-0.02,-0.36,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store"
233.,234.,234.,TypeDB,Multi-model,0.59,+0.01,-0.06,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Object oriented DBMS,Relational DBMS"
234.,232.,222.,solidDB,Relational,0.59,+0.00,-0.15,https://db-engines.com/en/system/solidDB,
235.,239.,232.,DBISAM,Relational,0.59,+0.04,-0.07,https://db-engines.com/en/system/DBISAM,
236.,237.,216.,1010data,Relational,0.58,+0.02,-0.18,https://db-engines.com/en/system/1010data,
237.,231.,235.,FrontBase,Relational,0.58,-0.02,-0.07,https://db-engines.com/en/system/FrontBase,
238.,233.,251.,R:BASE,Relational,0.58,0.00,+0.04,https://db-engines.com/en/system/R%3ABASE,
239.,243.,240.,Graph Engine,Multi-model,0.58,+0.06,-0.04,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
240.,238.,248.,Harper,Document,0.56,+0.01,+0.02,https://db-engines.com/en/system/Harper,
241.,240.,239.,KairosDB,Time Series,0.56,+0.02,-0.05,https://db-engines.com/en/system/KairosDB,
242.,241.,252.,SQL.JS,Relational,0.56,+0.01,+0.03,https://db-engines.com/en/system/SQL.JS,
243.,242.,250.,Splice Machine,Relational,0.54,0.00,0.00,https://db-engines.com/en/system/Splice+Machine,
244.,245.,266.,Dragonfly,Key-value,0.53,+0.02,+0.11,https://db-engines.com/en/system/Dragonfly,
245.,246.,245.,atoti,Object oriented,0.51,+0.03,-0.04,https://db-engines.com/en/system/atoti,
246.,244.,244.,Apache Doris,Relational,0.51,-0.01,-0.06,https://db-engines.com/en/system/Apache+Doris,
247.,248.,236.,Kinetica,"Relational, Multi-model",0.50,+0.03,-0.14,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
248.,252.,270.,Apache Pinot,Relational,0.50,+0.04,+0.10,https://db-engines.com/en/system/Apache+Pinot,
249.,255.,265.,Alibaba Cloud Log Service,Search engine,0.49,+0.05,+0.07,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
250.,247.,225.,WebSphere eXtreme Scale,Key-value,0.48,+0.01,-0.23,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
251.,250.,254.,Percona Server for MongoDB,Document,0.48,+0.01,-0.05,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
252.,251.,243.,NexusDB,Relational,0.47,+0.01,-0.10,https://db-engines.com/en/system/NexusDB,
253.,253.,273.,ITTIA,"Time Series, Multi-model",0.47,+0.02,+0.08,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
254.,256.,286.,Fluree,Graph,0.45,+0.02,+0.15,https://db-engines.com/en/system/Fluree,
255.,249.,246.,MapDB,Key-value,0.45,-0.01,-0.10,https://db-engines.com/en/system/MapDB,
256.,254.,253.,GemStone/S,Object oriented,0.43,-0.01,-0.09,https://db-engines.com/en/system/GemStone%2FS,
257.,257.,257.,VistaDB,Relational,0.43,+0.01,-0.05,https://db-engines.com/en/system/VistaDB,
258.,258.,247.,Scalaris,Key-value,0.42,0.00,-0.13,https://db-engines.com/en/system/Scalaris,
259.,260.,262.,Kingbase,"Relational, Multi-model",0.41,+0.00,-0.04,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
260.,259.,290.,Apache Sedona,Spatial,0.41,0.00,+0.12,https://db-engines.com/en/system/Apache+Sedona,
261.,261.,258.,ScaleArc,Relational,0.41,+0.02,-0.06,https://db-engines.com/en/system/ScaleArc,
262.,263.,299.,Deep Lake,Vector,0.41,+0.02,+0.14,https://db-engines.com/en/system/Deep+Lake,
263.,264.,263.,Rasdaman,Multivalue,0.39,+0.01,-0.05,https://db-engines.com/en/system/Rasdaman,
264.,262.,267.,OpenInsight,Multivalue,0.39,0.00,-0.02,https://db-engines.com/en/system/OpenInsight,
265.,271.,271.,SearchBlox,Search engine,0.38,+0.04,-0.01,https://db-engines.com/en/system/SearchBlox,
266.,265.,274.,Marqo,Search engine,0.37,+0.01,-0.01,https://db-engines.com/en/system/Marqo,
267.,267.,237.,Hibari,Key-value,0.37,+0.02,-0.27,https://db-engines.com/en/system/Hibari,
268.,266.,260.,AlaSQL,Multi-model,0.36,+0.01,-0.10,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
269.,269.,264.,LokiJS,Document,0.36,+0.02,-0.07,https://db-engines.com/en/system/LokiJS,
270.,268.,256.,Postgres-XL,"Relational, Multi-model",0.33,-0.02,-0.15,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
271.,272.,284.,Comdb2,Relational,0.33,+0.00,+0.01,https://db-engines.com/en/system/Comdb2,
272.,273.,261.,Sequoiadb,Multi-model,0.32,-0.01,-0.12,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
273.,279.,269.,Kyligence Enterprise,Relational,0.32,+0.02,-0.08,https://db-engines.com/en/system/Kyligence+Enterprise,
274.,281.,283.,Cloudflare Workers KV,Key-value,0.32,+0.03,-0.01,https://db-engines.com/en/system/Cloudflare+Workers+KV,
275.,275.,191.,Northgate Reality,Multivalue,0.31,-0.01,-0.71,https://db-engines.com/en/system/Northgate+Reality,
276.,277.,268.,Strabon,RDF,0.31,+0.00,-0.10,https://db-engines.com/en/system/Strabon,
277.,276.,275.,ModeShape,Content,0.30,-0.01,-0.07,https://db-engines.com/en/system/ModeShape,
278.,274.,229.,Perst,Object oriented,0.29,-0.04,-0.40,https://db-engines.com/en/system/Perst,
279.,280.,289.,Elassandra,"Wide column, Multi-model",0.29,+0.00,0.00,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
280.,282.,294.,Starcounter,Object oriented,0.28,0.00,0.00,https://db-engines.com/en/system/Starcounter,
281.,270.,277.,Tajo,Relational,0.28,-0.06,-0.08,https://db-engines.com/en/system/Tajo,
282.,283.,280.,Project Voldemort,Key-value,0.28,+0.01,-0.06,https://db-engines.com/en/system/Project+Voldemort,
283.,291.,312.,Manticore Search,"Search engine, Multi-model",0.28,+0.02,+0.06,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
284.,300.,309.,FeatureBase,Relational,0.27,+0.05,+0.05,https://db-engines.com/en/system/FeatureBase,
285.,278.,238.,Vald,Vector,0.27,-0.03,-0.36,https://db-engines.com/en/system/Vald,
286.,287.,281.,4store,RDF,0.27,+0.00,-0.06,https://db-engines.com/en/system/4store,
287.,290.,279.,InfiniteGraph,Graph,0.27,+0.01,-0.07,https://db-engines.com/en/system/InfiniteGraph,
288.,286.,383.,RaptorDB,Document,0.27,0.00,+0.27,https://db-engines.com/en/system/RaptorDB,
289.,288.,259.,Raima Database Manager,Multi-model,0.27,+0.00,-0.19,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
290.,295.,287.,Databend,Relational,0.27,+0.02,-0.03,https://db-engines.com/en/system/Databend,
291.,285.,272.,CnosDB,Time Series,0.27,0.00,-0.12,https://db-engines.com/en/system/CnosDB,
292.,293.,298.,OpenQM,Multivalue,0.27,+0.02,-0.01,https://db-engines.com/en/system/OpenQM,
293.,289.,320.,MyScale,Multi-model,0.26,+0.00,+0.06,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
294.,292.,305.,Immudb,"Key-value, Multi-model",0.26,+0.00,+0.02,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
295.,297.,285.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.26,+0.02,-0.06,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
296.,298.,291.,LeanXcale,Multi-model,0.25,+0.03,-0.04,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
297.,294.,288.,Brytlyt,Relational,0.25,+0.00,-0.04,https://db-engines.com/en/system/Brytlyt,
298.,299.,306.,Alibaba Cloud TSDB,Time Series,0.25,+0.02,+0.01,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
299.,296.,308.,RDFox,Multi-model,0.24,+0.01,+0.02,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
300.,322.,383.,chDB,"Relational, Multi-model",0.23,+0.08,+0.23,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
301.,301.,282.,Redland,RDF,0.23,+0.01,-0.10,https://db-engines.com/en/system/Redland,
302.,308.,327.,Valentina Server,Relational,0.23,+0.04,+0.06,https://db-engines.com/en/system/Valentina+Server,
303.,302.,322.,RedStore,RDF,0.22,+0.00,+0.03,https://db-engines.com/en/system/RedStore,
304.,319.,318.,Faircom DB,Multi-model,0.22,+0.05,+0.02,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
305.,311.,292.,Axibase,Time Series,0.22,+0.03,-0.07,https://db-engines.com/en/system/Axibase,
306.,305.,340.,YTsaurus,Multi-model,0.22,+0.01,+0.11,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
307.,303.,313.,Actian FastObjects,Object oriented,0.21,0.00,0.00,https://db-engines.com/en/system/Actian+FastObjects,
308.,314.,307.,AnzoGraph DB,Multi-model,0.21,+0.03,-0.02,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
309.,304.,296.,Mimer SQL,Relational,0.21,0.00,-0.07,https://db-engines.com/en/system/Mimer+SQL,
310.,284.,338.,Actian PSQL,Relational,0.20,-0.07,+0.08,https://db-engines.com/en/system/Actian+PSQL,
311.,313.,317.,YottaDB,"Key-value, Multi-model",0.20,+0.02,0.00,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
312.,312.,323.,IBM Db2 Event Store,Multi-model,0.20,+0.01,+0.01,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
313.,309.,331.,Badger,Key-value,0.20,+0.01,+0.06,https://db-engines.com/en/system/Badger,
314.,307.,343.,XTDB,Document,0.20,0.00,+0.09,https://db-engines.com/en/system/XTDB,
315.,306.,,FalkorDB,Graph,0.19,-0.01,,https://db-engines.com/en/system/FalkorDB,
316.,310.,302.,PipelineDB,Relational,0.19,+0.00,-0.07,https://db-engines.com/en/system/PipelineDB,
317.,320.,319.,Riak TS,Time Series,0.19,+0.03,-0.01,https://db-engines.com/en/system/Riak+TS,
318.,317.,336.,Apache HugeGraph,Graph,0.18,+0.01,+0.05,https://db-engines.com/en/system/Apache+HugeGraph,
319.,316.,326.,TransLattice,Relational,0.18,0.00,+0.00,https://db-engines.com/en/system/TransLattice,
320.,333.,332.,Quasardb,Time Series,0.17,+0.04,+0.04,https://db-engines.com/en/system/Quasardb,
321.,337.,315.,Speedb,Key-value,0.17,+0.05,-0.04,https://db-engines.com/en/system/Speedb,
322.,315.,301.,Alibaba Cloud Table Store,Wide column,0.17,-0.01,-0.09,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
323.,318.,310.,Tibco ComputeDB,Relational,0.17,0.00,-0.05,https://db-engines.com/en/system/Tibco+ComputeDB,
324.,321.,328.,NEventStore,Event,0.15,0.00,-0.01,https://db-engines.com/en/system/NEventStore,
325.,335.,352.,GreptimeDB,Time Series,0.15,+0.02,+0.09,https://db-engines.com/en/system/GreptimeDB,
326.,324.,335.,Ultipa,Graph,0.15,+0.00,+0.02,https://db-engines.com/en/system/Ultipa,
327.,336.,325.,TerminusDB,"Graph, Multi-model",0.15,+0.02,-0.03,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
328.,332.,337.,Mulgara,RDF,0.15,+0.01,+0.02,https://db-engines.com/en/system/Mulgara,
329.,323.,333.,XtremeData,Relational,0.15,0.00,+0.01,https://db-engines.com/en/system/XtremeData,
330.,326.,324.,HyperGraphDB,Graph,0.15,+0.00,-0.04,https://db-engines.com/en/system/HyperGraphDB,
331.,334.,349.,Warp 10,Time Series,0.15,+0.01,+0.08,https://db-engines.com/en/system/Warp+10,
332.,325.,329.,EsgynDB,Relational,0.15,0.00,-0.01,https://db-engines.com/en/system/EsgynDB,
333.,329.,333.,BigObject,Relational,0.14,0.00,+0.01,https://db-engines.com/en/system/BigObject,
333.,329.,295.,ElevateDB,Relational,0.14,0.00,-0.14,https://db-engines.com/en/system/ElevateDB,
335.,331.,321.,AgensGraph,Multi-model,0.14,0.00,-0.06,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
336.,328.,304.,PieCloudDB,Relational,0.13,-0.01,-0.11,https://db-engines.com/en/system/PieCloudDB,
337.,327.,311.,FlockDB,Graph,0.13,-0.02,-0.09,https://db-engines.com/en/system/FlockDB,
338.,338.,293.,Lovefield,Relational,0.13,+0.01,-0.16,https://db-engines.com/en/system/Lovefield,
339.,339.,297.,EJDB,Document,0.12,+0.01,-0.16,https://db-engines.com/en/system/EJDB,
340.,346.,347.,Bangdb,Multi-model,0.11,+0.04,+0.03,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
341.,351.,366.,ArcadeDB,Multi-model,0.11,+0.05,+0.09,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
342.,340.,330.,GraphBase,Graph,0.11,+0.00,-0.03,https://db-engines.com/en/system/GraphBase,
343.,344.,339.,Machbase Neo,Time Series,0.09,+0.01,-0.02,https://db-engines.com/en/system/Machbase+Neo,
344.,342.,300.,Kyoto Tycoon,Key-value,0.09,+0.01,-0.17,https://db-engines.com/en/system/Kyoto+Tycoon,
345.,341.,345.,Sparksee,Graph,0.09,0.00,0.00,https://db-engines.com/en/system/Sparksee,
346.,345.,356.,SiteWhere,Time Series,0.07,0.00,+0.02,https://db-engines.com/en/system/SiteWhere,
347.,343.,276.,Jade,Object oriented,0.07,-0.01,-0.30,https://db-engines.com/en/system/Jade,
348.,348.,351.,Exorbyte,Search engine,0.07,+0.01,+0.01,https://db-engines.com/en/system/Exorbyte,
349.,350.,342.,CubicWeb,RDF,0.06,+0.00,-0.04,https://db-engines.com/en/system/CubicWeb,
350.,349.,355.,ScaleOut StateServer,Key-value,0.06,0.00,+0.01,https://db-engines.com/en/system/ScaleOut+StateServer,
351.,347.,314.,Tokyo Tyrant,Key-value,0.06,-0.01,-0.15,https://db-engines.com/en/system/Tokyo+Tyrant,
352.,352.,369.,Tigris,Multi-model,0.06,0.00,+0.04,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
353.,353.,353.,Blueflood,Time Series,0.06,0.00,0.00,https://db-engines.com/en/system/Blueflood,
353.,353.,316.,Elliptics,Key-value,0.06,0.00,-0.15,https://db-engines.com/en/system/Elliptics,
355.,357.,383.,ReductStore,Time Series,0.06,+0.01,+0.06,https://db-engines.com/en/system/ReductStore,
356.,356.,348.,TinkerGraph,Graph,0.05,+0.00,-0.03,https://db-engines.com/en/system/TinkerGraph,
357.,355.,357.,SenseiDB,Document,0.05,0.00,0.00,https://db-engines.com/en/system/SenseiDB,
358.,363.,367.,OpenMLDB,"Time Series, Multi-model",0.05,+0.02,+0.02,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
359.,358.,360.,NosDB,Document,0.04,0.00,0.00,https://db-engines.com/en/system/NosDB,
360.,376.,383.,JaguarDB,Multi-model,0.04,+0.03,+0.04,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
361.,359.,303.,AntDB,Relational,0.03,+0.00,-0.22,https://db-engines.com/en/system/AntDB,
362.,382.,383.,Sadas Engine,Relational,0.03,+0.03,+0.03,https://db-engines.com/en/system/Sadas+Engine,
363.,360.,364.,WakandaDB,Object oriented,0.03,0.00,0.00,https://db-engines.com/en/system/WakandaDB,
364.,365.,368.,Faircom EDGE,Multi-model,0.03,+0.01,+0.01,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
365.,361.,365.,JethroData,Relational,0.03,0.00,0.00,https://db-engines.com/en/system/JethroData,
365.,361.,360.,STSdb,Key-value,0.03,0.00,-0.01,https://db-engines.com/en/system/STSdb,
367.,364.,255.,Heroic,Time Series,0.02,+0.00,-0.49,https://db-engines.com/en/system/Heroic,
368.,366.,370.,Dydra,RDF,0.02,0.00,0.00,https://db-engines.com/en/system/Dydra,
369.,367.,371.,SmallSQL,Relational,0.02,+0.00,0.00,https://db-engines.com/en/system/SmallSQL,
370.,368.,,Kuzu,Graph,0.02,+0.00,,https://db-engines.com/en/system/Kuzu,
371.,382.,375.,openGemini,Time Series,0.02,+0.02,+0.01,https://db-engines.com/en/system/openGemini,
372.,369.,372.,SparkleDB,RDF,0.02,0.00,0.00,https://db-engines.com/en/system/SparkleDB,
373.,370.,373.,Acebase,Document,0.01,+0.00,0.00,https://db-engines.com/en/system/Acebase,
374.,371.,374.,Resin Cache,Key-value,0.01,0.00,0.00,https://db-engines.com/en/system/Resin+Cache,
375.,372.,379.,Hawkular Metrics,Time Series,0.01,0.00,+0.01,https://db-engines.com/en/system/Hawkular+Metrics,
376.,373.,359.,gStore,Multi-model,0.01,+0.00,-0.03,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
377.,374.,376.,SWC-DB,"Wide column, Multi-model",0.01,+0.00,0.00,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
378.,382.,341.,Transbase,Relational,0.01,+0.01,-0.10,https://db-engines.com/en/system/Transbase,
379.,375.,377.,Eloquera,Object oriented,0.01,0.00,0.00,https://db-engines.com/en/system/Eloquera,
380.,378.,363.,OushuDB,Relational,0.00,+0.00,-0.03,https://db-engines.com/en/system/OushuDB,
381.,382.,358.,VelocityDB,Multi-model,0.00,+0.00,-0.05,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
382.,379.,380.,Siaqodb,Object oriented,0.00,+0.00,+0.00,https://db-engines.com/en/system/Siaqodb,
383.,380.,381.,LedisDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/LedisDB,
384.,381.,382.,SwayDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/SwayDB,
385.,382.,383.,ActorDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/ActorDB,
385.,382.,383.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
385.,382.,383.,BrightstarDB,RDF,0.00,±0.00,±0.00,https://db-engines.com/en/system/BrightstarDB,
385.,382.,383.,Cachelot.io,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Cachelot.io,
385.,382.,383.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
385.,382.,383.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
385.,382.,383.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
385.,382.,354.,DataFS,"Object oriented, Multi-model",0.00,±0.00,-0.06,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
385.,382.,383.,Edge Intelligence,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Edge+Intelligence,
385.,382.,383.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
385.,382.,383.,Galaxybase,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Galaxybase,
385.,382.,383.,H2GIS,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
385.,382.,383.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
385.,382.,383.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
385.,382.,383.,HyperLevelDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/HyperLevelDB,
385.,382.,383.,iBoxDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/iBoxDB,
385.,382.,362.,Indica,Search engine,0.00,±0.00,-0.04,https://db-engines.com/en/system/Indica,
385.,382.,378.,InfinityDB,Key-value,0.00,±0.00,0.00,https://db-engines.com/en/system/InfinityDB,
385.,382.,383.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
385.,382.,383.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
385.,382.,346.,Linter,"Relational, Multi-model",0.00,±0.00,-0.09,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
385.,382.,383.,Newts,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/Newts,
385.,382.,383.,NSDb,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/NSDb,
385.,382.,383.,OpenTenBase,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/OpenTenBase,
385.,382.,383.,OrigoDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
385.,382.,383.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
385.,382.,383.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
385.,382.,383.,SiriDB,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/SiriDB,
385.,377.,383.,Skytable,Key-value,0.00,0.00,±0.00,https://db-engines.com/en/system/Skytable,
385.,382.,383.,SpaceTime,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
385.,382.,,SvectorDB,Vector,0.00,±0.00,,https://db-engines.com/en/system/SvectorDB,
385.,382.,383.,TerarkDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TerarkDB,
385.,382.,383.,Tkrzw,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Tkrzw,
385.,382.,383.,TomP2P,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TomP2P,
385.,382.,350.,Transwarp ArgoDB,"Relational, Multi-model",0.00,±0.00,-0.07,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
385.,382.,383.,Transwarp Hippo,Vector,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+Hippo,
385.,382.,344.,Transwarp KunDB,Relational,0.00,±0.00,-0.10,https://db-engines.com/en/system/Transwarp+KunDB,
385.,382.,383.,Transwarp StellarDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+StellarDB,
385.,382.,383.,Upscaledb,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Upscaledb,
385.,382.,383.,WhiteDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/WhiteDB,
