Rank_Mar-2025,Rank_Feb-2025,Rank_Mar-2024,DBMS,Database Model,Score_Mar-2025,Score_Feb-2025,Score_Mar-2024,DBMS_insitelink,Multi_model_info
205.,203.,200.,Typesense,Search engine,0.81,-0.03,-0.20,https://db-engines.com/en/system/Typesense,
206.,208.,207.,NuoDB,Relational,0.79,+0.02,-0.14,https://db-engines.com/en/system/NuoDB,
207.,210.,210.,BigchainDB,Document,0.78,+0.04,-0.09,https://db-engines.com/en/system/BigchainDB,
208.,205.,234.,RDF4J,RDF,0.77,-0.03,+0.05,https://db-engines.com/en/system/RDF4J,
209.,206.,224.,Alibaba Cloud AnalyticDB for MySQL,"Relational, Multi-model",0.76,-0.03,-0.01,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store"
210.,209.,192.,HPE Ezmeral Data Fabric,Multi-model,0.76,+0.00,-0.29,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store"
211.,219.,250.,Vespa,Multi-model,0.76,+0.07,+0.19,https://db-engines.com/en/system/Vespa,"Search engine,Vector DBMS"
212.,213.,218.,GeoMesa,Spatial,0.75,+0.02,-0.08,https://db-engines.com/en/system/GeoMesa,
213.,211.,222.,Blazegraph,Multi-model,0.73,0.00,-0.06,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
214.,216.,199.,AllegroGraph,Multi-model,0.73,+0.03,-0.30,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS"
215.,212.,196.,Model 204,Multivalue,0.73,-0.01,-0.32,https://db-engines.com/en/system/Model+204,
216.,214.,206.,Yellowbrick,Relational,0.72,+0.00,-0.22,https://db-engines.com/en/system/Yellowbrick,
217.,215.,232.,SciDB,Multivalue,0.70,-0.01,-0.03,https://db-engines.com/en/system/SciDB,
218.,225.,205.,KeyDB,Key-value,0.70,+0.05,-0.24,https://db-engines.com/en/system/KeyDB,
219.,217.,216.,Xapian,Search engine,0.69,0.00,-0.15,https://db-engines.com/en/system/Xapian,
220.,218.,247.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.67,-0.02,+0.08,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
221.,220.,221.,eXist-db,Native XML,0.67,-0.01,-0.12,https://db-engines.com/en/system/eXist-db,
222.,226.,203.,Dolt,"Relational, Multi-model",0.66,+0.01,-0.32,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store"
223.,223.,226.,CrateDB,Multi-model,0.66,0.00,-0.10,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
224.,222.,225.,Actian Vector,Relational,0.66,-0.01,-0.11,https://db-engines.com/en/system/Actian+Vector,
225.,221.,213.,Datacom/DB,Relational,0.65,-0.01,-0.20,https://db-engines.com/en/system/Datacom%2FDB,
226.,234.,252.,RisingWave,Relational,0.64,+0.06,+0.08,https://db-engines.com/en/system/RisingWave,
227.,229.,237.,BoltDB,Key-value,0.64,+0.03,-0.05,https://db-engines.com/en/system/BoltDB,
228.,227.,235.,SQream DB,Relational,0.64,0.00,-0.08,https://db-engines.com/en/system/SQream+DB,
229.,232.,202.,TypeDB,Multi-model,0.64,+0.05,-0.37,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Object oriented DBMS,Relational DBMS"
230.,224.,161.,Sedna,Native XML,0.62,-0.04,-0.97,https://db-engines.com/en/system/Sedna,
231.,228.,233.,ObjectDB,Object oriented,0.61,-0.03,-0.12,https://db-engines.com/en/system/ObjectDB,
232.,237.,240.,FrontBase,Relational,0.60,+0.04,-0.06,https://db-engines.com/en/system/FrontBase,
233.,231.,219.,solidDB,Relational,0.59,0.00,-0.23,https://db-engines.com/en/system/solidDB,
234.,230.,227.,Objectivity/DB,Object oriented,0.59,-0.01,-0.16,https://db-engines.com/en/system/Objectivity%2FDB,
235.,235.,256.,R:BASE,Relational,0.58,+0.00,+0.03,https://db-engines.com/en/system/R%3ABASE,
236.,239.,238.,KairosDB,Time Series,0.57,+0.03,-0.12,https://db-engines.com/en/system/KairosDB,
237.,233.,230.,DBISAM,Relational,0.57,-0.02,-0.17,https://db-engines.com/en/system/DBISAM,
238.,236.,215.,1010data,Relational,0.54,-0.03,-0.30,https://db-engines.com/en/system/1010data,
239.,238.,257.,Splice Machine,Relational,0.54,+0.00,+0.00,https://db-engines.com/en/system/Splice+Machine,
240.,241.,241.,Graph Engine,Multi-model,0.53,+0.04,-0.11,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
241.,243.,243.,SQL.JS,Relational,0.53,+0.04,-0.10,https://db-engines.com/en/system/SQL.JS,
242.,249.,271.,Kingbase,"Relational, Multi-model",0.51,+0.04,+0.05,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
243.,247.,289.,Dragonfly,Key-value,0.50,+0.03,+0.17,https://db-engines.com/en/system/Dragonfly,
244.,248.,249.,atoti,Object oriented,0.49,+0.03,-0.07,https://db-engines.com/en/system/atoti,
245.,244.,255.,HarperDB,Document,0.49,+0.00,-0.06,https://db-engines.com/en/system/HarperDB,
246.,264.,281.,YDB,Multi-model,0.49,+0.12,+0.13,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
247.,240.,223.,WebSphere eXtreme Scale,Key-value,0.48,-0.02,-0.31,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
248.,252.,246.,Percona Server for MongoDB,Document,0.47,+0.04,-0.12,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
249.,246.,245.,MapDB,Key-value,0.46,-0.02,-0.15,https://db-engines.com/en/system/MapDB,
250.,245.,248.,NexusDB,Relational,0.46,-0.02,-0.12,https://db-engines.com/en/system/NexusDB,
251.,251.,217.,Apache Doris,Relational,0.46,+0.02,-0.38,https://db-engines.com/en/system/Apache+Doris,
252.,260.,229.,Kinetica,"Relational, Multi-model",0.45,+0.07,-0.28,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
253.,255.,251.,GemStone/S,Object oriented,0.45,+0.04,-0.11,https://db-engines.com/en/system/GemStone%2FS,
254.,253.,277.,ITTIA,"Time Series, Multi-model",0.45,+0.03,+0.06,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
255.,242.,188.,Northgate Reality,Multivalue,0.45,-0.04,-0.70,https://db-engines.com/en/system/Northgate+Reality,
256.,250.,244.,Scalaris,Key-value,0.43,-0.01,-0.19,https://db-engines.com/en/system/Scalaris,
257.,254.,254.,VistaDB,Relational,0.43,+0.00,-0.12,https://db-engines.com/en/system/VistaDB,
258.,275.,259.,LokiJS,Document,0.41,+0.08,-0.12,https://db-engines.com/en/system/LokiJS,
259.,259.,268.,Alibaba Cloud Log Service,Search engine,0.39,+0.01,-0.07,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
260.,268.,258.,AlaSQL,Multi-model,0.39,+0.04,-0.13,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
261.,273.,301.,Fluree,Graph,0.39,+0.06,+0.09,https://db-engines.com/en/system/Fluree,
262.,263.,231.,Apache Pinot,Relational,0.39,+0.02,-0.34,https://db-engines.com/en/system/Apache+Pinot,
263.,257.,263.,OpenInsight,Multivalue,0.39,+0.00,-0.12,https://db-engines.com/en/system/OpenInsight,
264.,261.,306.,Apache Sedona,Spatial,0.39,+0.01,+0.11,https://db-engines.com/en/system/Apache+Sedona,
265.,258.,265.,ScaleArc,Relational,0.39,+0.00,-0.11,https://db-engines.com/en/system/ScaleArc,
266.,270.,253.,Postgres-XL,"Relational, Multi-model",0.38,+0.04,-0.18,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
267.,262.,273.,Rasdaman,Multivalue,0.38,0.00,-0.05,https://db-engines.com/en/system/Rasdaman,
268.,266.,228.,Hibari,Key-value,0.37,+0.02,-0.38,https://db-engines.com/en/system/Hibari,
269.,256.,264.,Sequoiadb,Multi-model,0.37,-0.03,-0.14,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
270.,277.,325.,Deep Lake,Vector,0.36,+0.04,+0.14,https://db-engines.com/en/system/Deep+Lake,
271.,271.,195.,Perst,Object oriented,0.35,+0.01,-0.69,https://db-engines.com/en/system/Perst,
272.,276.,275.,Kyligence Enterprise,Relational,0.34,+0.01,-0.07,https://db-engines.com/en/system/Kyligence+Enterprise,
273.,265.,305.,Immudb,"Key-value, Multi-model",0.34,-0.03,+0.05,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
274.,269.,262.,SearchBlox,Search engine,0.33,-0.01,-0.18,https://db-engines.com/en/system/SearchBlox,
275.,272.,297.,Comdb2,Relational,0.33,0.00,+0.02,https://db-engines.com/en/system/Comdb2,
276.,281.,283.,Marqo,Search engine,0.32,+0.03,-0.03,https://db-engines.com/en/system/Marqo,
277.,287.,290.,Cloudflare Workers KV,Key-value,0.32,+0.05,-0.02,https://db-engines.com/en/system/Cloudflare+Workers+KV,
278.,278.,278.,OpenQM,Multivalue,0.30,0.00,-0.07,https://db-engines.com/en/system/OpenQM,
279.,267.,267.,4store,RDF,0.30,-0.05,-0.19,https://db-engines.com/en/system/4store,
280.,289.,353.,Actian PSQL,Relational,0.29,+0.03,+0.19,https://db-engines.com/en/system/Actian+PSQL,
281.,282.,304.,Elassandra,"Wide column, Multi-model",0.29,+0.00,+0.00,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
282.,279.,272.,ModeShape,Content,0.29,-0.01,-0.14,https://db-engines.com/en/system/ModeShape,
283.,301.,287.,LeanXcale,Multi-model,0.28,+0.07,-0.05,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
284.,283.,285.,Starcounter,Object oriented,0.28,0.00,-0.06,https://db-engines.com/en/system/Starcounter,
285.,280.,270.,Strabon,RDF,0.28,-0.02,-0.18,https://db-engines.com/en/system/Strabon,
286.,290.,299.,Tajo,Relational,0.27,+0.02,-0.03,https://db-engines.com/en/system/Tajo,
287.,274.,274.,CnosDB,Time Series,0.27,-0.06,-0.15,https://db-engines.com/en/system/CnosDB,
288.,284.,288.,Project Voldemort,Key-value,0.27,0.00,-0.06,https://db-engines.com/en/system/Project+Voldemort,
289.,295.,260.,Raima Database Manager,Multi-model,0.27,+0.03,-0.25,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
290.,307.,280.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.27,+0.07,-0.10,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
291.,305.,317.,RDFox,Multi-model,0.26,+0.06,+0.01,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
292.,303.,293.,FeatureBase,Relational,0.26,+0.05,-0.05,https://db-engines.com/en/system/FeatureBase,
293.,294.,296.,Databend,Relational,0.26,+0.02,-0.06,https://db-engines.com/en/system/Databend,
294.,297.,312.,Manticore Search,"Search engine, Multi-model",0.25,+0.03,0.00,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
295.,288.,279.,InfiniteGraph,Graph,0.25,-0.01,-0.12,https://db-engines.com/en/system/InfiniteGraph,
296.,285.,340.,Apache HugeGraph,Graph,0.25,-0.03,+0.11,https://db-engines.com/en/system/Apache+HugeGraph,
297.,291.,276.,Brytlyt,Relational,0.25,0.00,-0.15,https://db-engines.com/en/system/Brytlyt,
298.,293.,236.,Vald,Vector,0.25,+0.01,-0.46,https://db-engines.com/en/system/Vald,
299.,286.,341.,MyScale,Multi-model,0.25,-0.03,+0.11,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
300.,302.,397.,RaptorDB,Document,0.24,+0.03,+0.24,https://db-engines.com/en/system/RaptorDB,
301.,309.,334.,YTsaurus,Multi-model,0.23,+0.04,+0.06,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
302.,321.,315.,Badger,Key-value,0.23,+0.07,-0.02,https://db-engines.com/en/system/Badger,
303.,292.,269.,Redland,RDF,0.22,-0.02,-0.24,https://db-engines.com/en/system/Redland,
304.,296.,332.,Alibaba Cloud TSDB,Time Series,0.22,0.00,+0.05,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
305.,298.,310.,RedStore,RDF,0.22,0.00,-0.04,https://db-engines.com/en/system/RedStore,
306.,299.,313.,Actian FastObjects,Object oriented,0.22,0.00,-0.04,https://db-engines.com/en/system/Actian+FastObjects,
307.,308.,292.,Axibase,Time Series,0.21,+0.03,-0.11,https://db-engines.com/en/system/Axibase,
308.,317.,295.,AnzoGraph DB,Multi-model,0.21,+0.04,-0.10,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
309.,300.,291.,Mimer SQL,Relational,0.20,-0.01,-0.12,https://db-engines.com/en/system/Mimer+SQL,
310.,315.,298.,Faircom DB,Multi-model,0.20,+0.03,-0.11,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
311.,316.,320.,IBM Db2 Event Store,Multi-model,0.20,+0.03,-0.05,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
312.,312.,303.,YottaDB,"Key-value, Multi-model",0.19,+0.02,-0.10,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
313.,311.,284.,PieCloudDB,Relational,0.19,+0.01,-0.16,https://db-engines.com/en/system/PieCloudDB,
314.,310.,336.,XTDB,Document,0.19,+0.00,+0.03,https://db-engines.com/en/system/XTDB,
315.,329.,346.,Ultipa,Graph,0.19,+0.08,+0.06,https://db-engines.com/en/system/Ultipa,
316.,318.,361.,AgensGraph,Multi-model,0.19,+0.02,+0.11,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
317.,325.,311.,EsgynDB,Relational,0.19,+0.04,-0.07,https://db-engines.com/en/system/EsgynDB,
318.,320.,308.,Riak TS,Time Series,0.18,+0.02,-0.09,https://db-engines.com/en/system/Riak+TS,
319.,304.,324.,Alibaba Cloud Table Store,Wide column,0.18,-0.03,-0.05,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
320.,306.,309.,PipelineDB,Relational,0.18,-0.02,-0.09,https://db-engines.com/en/system/PipelineDB,
321.,322.,286.,Lovefield,Relational,0.18,+0.02,-0.17,https://db-engines.com/en/system/Lovefield,
322.,313.,322.,Tibco ComputeDB,Relational,0.18,0.00,-0.06,https://db-engines.com/en/system/Tibco+ComputeDB,
323.,314.,326.,TransLattice,Relational,0.18,0.00,-0.04,https://db-engines.com/en/system/TransLattice,
324.,319.,338.,NEventStore,Event,0.16,-0.01,+0.01,https://db-engines.com/en/system/NEventStore,
325.,336.,,FalkorDB,Graph,0.16,+0.05,,https://db-engines.com/en/system/FalkorDB,
326.,330.,331.,Valentina Server,Relational,0.16,+0.04,-0.02,https://db-engines.com/en/system/Valentina+Server,
327.,323.,321.,FlockDB,Graph,0.15,+0.00,-0.09,https://db-engines.com/en/system/FlockDB,
328.,338.,319.,Speedb,Key-value,0.15,+0.05,-0.10,https://db-engines.com/en/system/Speedb,
329.,339.,323.,TerminusDB,"Graph, Multi-model",0.15,+0.05,-0.08,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
330.,326.,343.,XtremeData,Relational,0.15,+0.00,+0.02,https://db-engines.com/en/system/XtremeData,
331.,331.,330.,Quasardb,Time Series,0.14,+0.04,-0.04,https://db-engines.com/en/system/Quasardb,
332.,327.,333.,BigObject,Relational,0.14,0.00,-0.02,https://db-engines.com/en/system/BigObject,
332.,327.,282.,ElevateDB,Relational,0.14,0.00,-0.21,https://db-engines.com/en/system/ElevateDB,
334.,324.,294.,HyperGraphDB,Graph,0.14,-0.01,-0.18,https://db-engines.com/en/system/HyperGraphDB,
335.,335.,302.,EJDB,Document,0.14,+0.03,-0.16,https://db-engines.com/en/system/EJDB,
336.,333.,355.,GreptimeDB,Time Series,0.13,+0.03,+0.04,https://db-engines.com/en/system/GreptimeDB,
337.,337.,342.,Warp 10,Time Series,0.12,+0.02,-0.01,https://db-engines.com/en/system/Warp+10,
338.,353.,382.,chDB,"Relational, Multi-model",0.11,+0.06,+0.06,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
339.,347.,329.,Bangdb,Multi-model,0.11,+0.04,-0.08,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
340.,358.,351.,ArcadeDB,Multi-model,0.11,+0.06,0.00,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
341.,334.,261.,Jade,Object oriented,0.09,-0.01,-0.42,https://db-engines.com/en/system/Jade,
342.,340.,349.,Sparksee,Graph,0.09,0.00,-0.02,https://db-engines.com/en/system/Sparksee,
343.,342.,328.,Mulgara,RDF,0.09,+0.01,-0.10,https://db-engines.com/en/system/Mulgara,
344.,341.,318.,Kyoto Tycoon,Key-value,0.09,0.00,-0.16,https://db-engines.com/en/system/Kyoto+Tycoon,
345.,343.,337.,GraphBase,Graph,0.09,+0.00,-0.07,https://db-engines.com/en/system/GraphBase,
346.,350.,350.,Blueflood,Time Series,0.09,+0.03,-0.02,https://db-engines.com/en/system/Blueflood,
347.,354.,307.,Machbase Neo,Time Series,0.08,+0.03,-0.19,https://db-engines.com/en/system/Machbase+Neo,
348.,368.,,OpenMLDB,"Time Series, Multi-model",0.08,+0.06,,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
349.,345.,316.,Tokyo Tyrant,Key-value,0.08,-0.01,-0.18,https://db-engines.com/en/system/Tokyo+Tyrant,
350.,367.,,Kuzu,Graph,0.07,+0.06,,https://db-engines.com/en/system/Kuzu,
351.,346.,381.,SiteWhere,Time Series,0.07,0.00,+0.03,https://db-engines.com/en/system/SiteWhere,
352.,356.,347.,TinkerGraph,Graph,0.07,+0.02,-0.06,https://db-engines.com/en/system/TinkerGraph,
353.,332.,300.,AntDB,Relational,0.07,-0.04,-0.24,https://db-engines.com/en/system/AntDB,
354.,381.,,ReductStore,Time Series,0.07,+0.07,,https://db-engines.com/en/system/ReductStore,
355.,348.,375.,Exorbyte,Search engine,0.06,0.00,+0.01,https://db-engines.com/en/system/Exorbyte,
356.,349.,345.,CubicWeb,RDF,0.06,0.00,-0.07,https://db-engines.com/en/system/CubicWeb,
357.,350.,314.,Elliptics,Key-value,0.06,0.00,-0.20,https://db-engines.com/en/system/Elliptics,
358.,381.,372.,JaguarDB,Multi-model,0.06,+0.06,-0.01,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
359.,352.,378.,ScaleOut StateServer,Key-value,0.06,+0.00,0.00,https://db-engines.com/en/system/ScaleOut+StateServer,
360.,357.,368.,Tigris,Multi-model,0.05,+0.01,-0.01,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
361.,355.,384.,SenseiDB,Document,0.05,0.00,+0.01,https://db-engines.com/en/system/SenseiDB,
362.,381.,327.,Transbase,Relational,0.05,+0.05,-0.16,https://db-engines.com/en/system/Transbase,
363.,376.,359.,Transwarp ArgoDB,"Relational, Multi-model",0.04,+0.03,-0.05,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
364.,359.,335.,NosDB,Document,0.04,0.00,-0.13,https://db-engines.com/en/system/NosDB,
365.,377.,348.,OushuDB,Relational,0.04,+0.03,-0.08,https://db-engines.com/en/system/OushuDB,
366.,381.,354.,openGemini,Time Series,0.04,+0.04,-0.06,https://db-engines.com/en/system/openGemini,
367.,381.,360.,H2GIS,"Spatial, Multi-model",0.04,+0.04,-0.05,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
368.,381.,362.,VelocityDB,Multi-model,0.03,+0.03,-0.04,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
369.,360.,374.,WakandaDB,Object oriented,0.03,0.00,-0.03,https://db-engines.com/en/system/WakandaDB,
370.,361.,344.,STSdb,Key-value,0.03,+0.00,-0.10,https://db-engines.com/en/system/STSdb,
371.,375.,358.,gStore,Multi-model,0.03,+0.02,-0.06,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
372.,361.,397.,JethroData,Relational,0.03,0.00,+0.03,https://db-engines.com/en/system/JethroData,
373.,363.,242.,Heroic,Time Series,0.02,+0.00,-0.61,https://db-engines.com/en/system/Heroic,
374.,381.,,SvectorDB,Vector,0.02,+0.02,,https://db-engines.com/en/system/SvectorDB,
375.,381.,377.,TerarkDB,Key-value,0.02,+0.02,-0.04,https://db-engines.com/en/system/TerarkDB,
376.,381.,370.,Transwarp StellarDB,Graph,0.02,+0.02,-0.04,https://db-engines.com/en/system/Transwarp+StellarDB,
377.,364.,373.,Faircom EDGE,Multi-model,0.02,0.00,-0.04,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
378.,365.,392.,Dydra,RDF,0.02,0.00,+0.01,https://db-engines.com/en/system/Dydra,
379.,366.,386.,SmallSQL,Relational,0.02,+0.00,0.00,https://db-engines.com/en/system/SmallSQL,
380.,369.,387.,SparkleDB,RDF,0.02,+0.00,0.00,https://db-engines.com/en/system/SparkleDB,
381.,370.,388.,Acebase,Document,0.01,+0.00,0.00,https://db-engines.com/en/system/Acebase,
382.,371.,389.,Resin Cache,Key-value,0.01,+0.00,0.00,https://db-engines.com/en/system/Resin+Cache,
383.,381.,367.,Transwarp Hippo,Vector,0.01,+0.01,-0.05,https://db-engines.com/en/system/Transwarp+Hippo,
384.,372.,366.,Hawkular Metrics,Time Series,0.01,+0.00,-0.05,https://db-engines.com/en/system/Hawkular+Metrics,
385.,373.,376.,SWC-DB,"Wide column, Multi-model",0.01,+0.00,-0.05,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
386.,381.,352.,SiriDB,Time Series,0.01,+0.01,-0.09,https://db-engines.com/en/system/SiriDB,
387.,374.,390.,Eloquera,Object oriented,0.01,0.00,0.00,https://db-engines.com/en/system/Eloquera,
388.,381.,380.,Tkrzw,Key-value,0.01,+0.01,-0.05,https://db-engines.com/en/system/Tkrzw,
389.,381.,379.,OrigoDB,Multi-model,0.00,+0.00,-0.05,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
390.,381.,397.,OpenTenBase,Relational,0.00,+0.00,+0.00,https://db-engines.com/en/system/OpenTenBase,
391.,378.,395.,Siaqodb,Object oriented,0.00,+0.00,+0.00,https://db-engines.com/en/system/Siaqodb,
392.,379.,396.,LedisDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/LedisDB,
393.,380.,385.,SwayDB,Key-value,0.00,+0.00,-0.03,https://db-engines.com/en/system/SwayDB,
394.,381.,397.,ActorDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/ActorDB,
394.,381.,397.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
394.,381.,397.,BrightstarDB,RDF,0.00,±0.00,±0.00,https://db-engines.com/en/system/BrightstarDB,
394.,381.,397.,Cachelot.io,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Cachelot.io,
394.,381.,397.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
394.,381.,397.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
394.,381.,390.,DaggerDB,Relational,0.00,±0.00,-0.01,https://db-engines.com/en/system/DaggerDB,
394.,381.,363.,DataFS,"Object oriented, Multi-model",0.00,±0.00,-0.08,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
394.,381.,397.,Edge Intelligence,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Edge+Intelligence,
394.,381.,397.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
394.,381.,364.,Galaxybase,Graph,0.00,±0.00,-0.08,https://db-engines.com/en/system/Galaxybase,
394.,381.,397.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
394.,381.,397.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
394.,381.,393.,HyperLevelDB,Key-value,0.00,±0.00,-0.01,https://db-engines.com/en/system/HyperLevelDB,
394.,381.,397.,iBoxDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/iBoxDB,
394.,381.,365.,Indica,Search engine,0.00,±0.00,-0.07,https://db-engines.com/en/system/Indica,
394.,381.,357.,InfinityDB,Key-value,0.00,±0.00,-0.09,https://db-engines.com/en/system/InfinityDB,
394.,381.,397.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
394.,381.,397.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
394.,381.,339.,Linter,"Relational, Multi-model",0.00,±0.00,-0.15,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
394.,381.,383.,Newts,Time Series,0.00,±0.00,-0.04,https://db-engines.com/en/system/Newts,
394.,381.,369.,NSDb,Time Series,0.00,±0.00,-0.07,https://db-engines.com/en/system/NSDb,
394.,381.,397.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
394.,381.,371.,Sadas Engine,Relational,0.00,±0.00,-0.06,https://db-engines.com/en/system/Sadas+Engine,
394.,381.,397.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
394.,344.,397.,Skytable,Key-value,0.00,-0.09,±0.00,https://db-engines.com/en/system/Skytable,
394.,381.,394.,SpaceTime,"Spatial, Multi-model",0.00,±0.00,0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
394.,381.,397.,TomP2P,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TomP2P,
394.,381.,356.,Transwarp KunDB,Relational,0.00,±0.00,-0.10,https://db-engines.com/en/system/Transwarp+KunDB,
394.,381.,397.,Upscaledb,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Upscaledb,
394.,381.,397.,WhiteDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/WhiteDB,
