category_label,Multi_model_info,DBMS,DBMS_insitelink,has_github_repo,has_company,github_repo_link,Score_Apr-2024,Rank_Apr-2024,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial,Time Series,Vector,Wide column
Key-value,Key-value store,Infinispan,https://db-engines.com/en/system/Infinispan,Y,,infinispan/infinispan,2.92,104,infinispan,infinispan,,2009,2023,Y,Apache Version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Google Cloud Spanner,https://db-engines.com/en/system/Google+Cloud+Spanner,N,,-,2.89,105,-,-,Google,2017,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Spatial DBMS",RethinkDB,https://db-engines.com/en/system/RethinkDB,Y,,rethinkdb/rethinkdb,2.84,106,rethinkdb,rethinkdb,The Linux Foundation,2009,2020,Y,Apache Version 2,N,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Key-value,Key-value store,LevelDB,https://db-engines.com/en/system/LevelDB,Y,,google/leveldb,2.75,107,google,leveldb,Google,2011,2021,Y,BSD,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Document,Document store,IBM Cloudant,https://db-engines.com/en/system/IBM+Cloudant,N,,-,2.73,108,-,-,"IBM, Apache Software Foundation",2010,,N,,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Series,"Time Series DBMS,Relational DBMS",TDengine,https://db-engines.com/en/system/TDengine,Y,,taosdata/TDengine,2.68,109,taosdata,TDengine,"TDEngine, previously Taos Data",2019,2022,Y,"GPL V3, also commercial editions available",N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Relational,Relational DBMS,4D,https://db-engines.com/en/system/4D,N,,-,2.68,110,-,-,"4D, Inc",1984,2023,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,MaxDB,https://db-engines.com/en/system/MaxDB,N,,-,2.65,111,-,-,"SAP, acquired from Software AG (Adabas-D) in 1997",1984,2024,N,Limited community edition free,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graph,"Graph DBMS,RDF store",Amazon Neptune,https://db-engines.com/en/system/Amazon+Neptune,N,,-,2.58,112,-,-,Amazon,2017,,N,,Y,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Document,Document store,CloudKit,https://db-engines.com/en/system/CloudKit,Y,,jcrosby/cloudkit,2.58,113,jcrosby,cloudkit,,2016,,N,,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,"Key-value store,Native XML DBMS",Oracle Berkeley DB,https://db-engines.com/en/system/Oracle+Berkeley+DB,Y,,berkeleydb/libdb,2.52,114,berkeleydb,libdb,Oracle,1994,2020,Y,commercial license available,N,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Time Series,"Time Series DBMS,Relational DBMS",QuestDB,https://db-engines.com/en/system/QuestDB,Y,,questdb/questdb,2.48,115,questdb,questdb,QuestDB Technology Inc,2014,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Document,Document store,PouchDB,https://db-engines.com/en/system/PouchDB,Y,N,pouchdb/pouchdb,2.35,116,pouchdb,pouchdb,Apache Software Foundation,2012,2019,Y,,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,Coveo,https://db-engines.com/en/system/Coveo,N,,-,2.34,117,-,-,Coveo,2012,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Key-value,Key-value store,LMDB,https://db-engines.com/en/system/LMDB,Y,,LMDB/lmdb,2.33,118,LMDB,lmdb,Symas,2011,2024,Y,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Relational DBMS",Apache Drill,https://db-engines.com/en/system/Apache+Drill,Y,N,apache/drill,2.28,119,apache,drill,Apache Software Foundation,2012,2023,Y,Apache Version 2,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,EXASOL,https://db-engines.com/en/system/EXASOL,N,,-,2.25,120,-,-,Exasol,2000,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Percona Server for MySQL,https://db-engines.com/en/system/Percona+Server+for+MySQL,Y_replacementfor_MySQL,N,percona/percona-server,2.21,121,percona,percona-server,Percona,2008,2024,Y,GPL version 2,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",EDB Postgres,https://db-engines.com/en/system/EDB+Postgres,N,,-,2.18,122,-,-,EnterpriseDB,2005,2021,N,BSD for PostgreSQL-components,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Relational,"Relational DBMS,Document store",Citus,https://db-engines.com/en/system/Citus,Y,,citusdata/citus,2.15,123,citusdata,citus,,2010,2018,Y,"AGPL, commercial license also available",N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,RRDtool,https://db-engines.com/en/system/RRDtool,Y,,oetiker/rrdtool-1.x,2.14,124,oetiker,rrdtool-1.x,Tobias Oetiker,1999,2022,Y,GPL V2 and FLOSS,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Graph,Graph DBMS,NebulaGraph,https://db-engines.com/en/system/NebulaGraph,Y_archivedas_nebula-graph,Y,vesoft-inc/nebula,2.12,125,vesoft-inc,nebula,Vesoft Inc.,2019,,Y,Apache Version 2.0 + Common Clause 1.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Spatial DBMS",HEAVY.AI,https://db-engines.com/en/system/HEAVY.AI,Y,Y,heavyai/heavydb,2.1,126,heavyai,heavydb,"HEAVY.AI, Inc.",2016,2022,Y,Apache Version 2; enterprise edition available,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Vector,Vector DBMS,Chroma,https://db-engines.com/en/system/Chroma,Y,,chroma-core/chroma,2.09,127,chroma-core,chroma,Chroma,,,Y,Apache-2.0 license,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Relational,Relational DBMS,Firebolt,https://db-engines.com/en/system/Firebolt,Y,,firebolt-db/firebolt-python-sdk,2.09,128,firebolt-db,firebolt-python-sdk,Firebolt Analytics Inc.,2020,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graph,"Graph DBMS,RDF store",Stardog,https://db-engines.com/en/system/Stardog,N,,-,2.05,129,-,-,Stardog-Union,2010,2020,N,60-day fully-featured trial license; 1-year fully-featured non-commercial use license for academics/students,N,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Relational,Relational DBMS,Apache Phoenix,https://db-engines.com/en/system/Apache+Phoenix,Y,N,apache/phoenix,2.02,130,apache,phoenix,Apache Software Foundation,2014,2019,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,Oracle Coherence,https://db-engines.com/en/system/Oracle+Coherence,Y_CommunityEdition,,oracle/coherence,2.02,131,oracle,coherence,Oracle,2007,2023,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Time Series,"Time Series DBMS,Key-value store,Relational DBMS",GridDB,https://db-engines.com/en/system/GridDB,Y,,griddb/griddb,2.02,132,griddb,griddb,Toshiba Corporation,2013,2022,Y,"AGPL version 3 and Apache License, version 2.0 , commercial license (standard and advanced editions) also available",N,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Key-value,Key-value store,Geode,https://db-engines.com/en/system/Geode,Y,,apache/geode,1.99,133,apache,geode,Originally developed by Gemstone. They outsourced the project to Apache in 2015 but still deliver a commercial version as Gemfire.,2002,2017,Y,Apache Version 2; commercial licenses available as Gemfire,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Empress,https://db-engines.com/en/system/Empress,N,,-,1.98,134,-,-,,1981,2010,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Graph,Graph DBMS,JanusGraph,https://db-engines.com/en/system/JanusGraph,Y,,JanusGraph/janusgraph,1.91,135,JanusGraph,janusgraph,"Linux Foundation; originally developed as,Titan,by Aurelius",2017,2023,Y,Apache 2.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Native XML,Native XML DBMS,BaseX,https://db-engines.com/en/system/BaseX,Y,,BaseXdb/basex,1.9,136,BaseXdb,basex,BaseX GmbH,2007,2023,Y,BSD license,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Document,Document store,Amazon DocumentDB,https://db-engines.com/en/system/Amazon+DocumentDB,N,,-,1.89,137,-,-,,2019,,N,,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vector,Vector DBMS,Weaviate,https://db-engines.com/en/system/Weaviate,Y,,semi-technologies/weaviate,1.89,138,semi-technologies,weaviate,Weaviate B.V.,2019,2023,Y,commercial license available with Weaviate Enterprise,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Key-value,Key-value store,Amazon SimpleDB,https://db-engines.com/en/system/Amazon+SimpleDB,N,,-,1.88,139,-,-,Amazon,2007,,N,,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,Amazon CloudSearch,https://db-engines.com/en/system/Amazon+CloudSearch,N,,-,1.87,140,-,-,Amazon,2012,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Graph,Graph DBMS,TigerGraph,https://db-engines.com/en/system/TigerGraph,N,,-,1.83,141,-,-,,2017,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Navigational,Navigational DBMS,IMS,https://db-engines.com/en/system/IMS,N,,-,1.81,142,-,-,IBM,1966,2017,N,,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Tibero,https://db-engines.com/en/system/Tibero,N,,-,1.81,143,-,-,TmaxSoft,2003,2015,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vector,Vector DBMS,Milvus,https://db-engines.com/en/system/Milvus,Y,,milvus-io/milvus,1.81,144,milvus-io,milvus,,2019,2024,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Relational,Relational DBMS,Datomic,https://db-engines.com/en/system/Datomic,N,,-,1.76,145,-,-,Cognitect,2012,2023,N,limited edition free,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",PlanetScale,https://db-engines.com/en/system/PlanetScale,N,,-,1.75,146,-,-,PlanetScale,2020,,N,,Y,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Time Series,Time Series DBMS,OpenTSDB,https://db-engines.com/en/system/OpenTSDB,Y,,OpenTSDB/opentsdb,1.73,147,OpenTSDB,opentsdb,currently maintained by Yahoo and other contributors,2011,,Y,LGPL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",MonetDB,https://db-engines.com/en/system/MonetDB,Y,,MonetDB/MonetDB,1.72,148,MonetDB,MonetDB,MonetDB BV,2004,2023,Y,Mozilla Public License 2.0,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Spatial,"Spatial DBMS,Relational DBMS",SpatiaLite,https://db-engines.com/en/system/SpatiaLite,Y,,illarionov/SpatiaLite,1.72,149,illarionov,SpatiaLite,Alessandro Furieri,2008,2020,Y,"MPL 1.1, GPL v2.0 or LGPL v2.1",N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Document,"Document store,Key-value store,Relational DBMS,Spatial DBMS",Tarantool,https://db-engines.com/en/system/Tarantool,Y,,tarantool/tarantool,1.67,150,tarantool,tarantool,VK,2008,2022,Y,"BSD-2, source-available extensions (modules), commercial licenses for Tarantool Enterprise",N,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Relational,Relational DBMS,mSQL,https://db-engines.com/en/system/mSQL,N,,-,1.67,151,-,-,Hughes Technologies,1994,2021,N,free licenses can be provided,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Object oriented,Object oriented DBMS,Actian NoSQL Database,https://db-engines.com/en/system/Actian+NoSQL+Database,N,,-,1.58,152,-,-,Actian,1988,2017,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Relational,"Relational DBMS,Document store,Wide column store",OceanBase,https://db-engines.com/en/system/OceanBase,Y,,oceanbase/oceanbase,1.56,153,oceanbase,oceanbase,OceanBase,2010,2024,Y,Commercial license available,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Document,"Document store,Graph DBMS,Relational DBMS,Time Series DBMS",Fauna,https://db-engines.com/en/system/Fauna,N,,-,1.55,154,-,-,"Fauna, Inc.",2014,,N,,Y,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Key-value,"Key-value store,Relational DBMS",GridGain,https://db-engines.com/en/system/GridGain,Y_CommunityEdition,,gridgain/gridgain,1.53,155,gridgain,gridgain,"GridGain Systems, Inc.",2007,,N,,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Object oriented,Object oriented DBMS,Db4o,https://db-engines.com/en/system/Db4o,Y,,iboxdb/db4o-gpl,1.52,156,iboxdb,db4o-gpl,,2001,,Y,commercial license available for existing customers only,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Native XML,Native XML DBMS,Sedna,https://db-engines.com/en/system/Sedna,Y,,sedna/sedna,1.51,157,sedna,sedna,,2006,,Y,Apache Version 2,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Graph,Graph DBMS,Dgraph,https://db-engines.com/en/system/Dgraph,Y,Y,dgraph-io/dgraph,1.48,158,dgraph-io,dgraph,"Dgraph Labs, Inc.",2016,,Y,Apache 2.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,VoltDB,https://db-engines.com/en/system/VoltDB,Y,Y,VoltDB/voltdb,1.46,159,VoltDB,voltdb,VoltDB Inc.,2010,2022,Y,"AGPL for Community Edition, commercial license for Enterprise, AWS, and Pro Editions",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Multivalue,Multivalue DBMS,jBASE,https://db-engines.com/en/system/jBASE,N,,-,1.43,160,-,-,Rocket Software (formerly Zumasys),1991,,N,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Time Series,Time Series DBMS,VictoriaMetrics,https://db-engines.com/en/system/VictoriaMetrics,Y,,VictoriaMetrics/VictoriaMetrics,1.42,161,VictoriaMetrics,VictoriaMetrics,VictoriaMetrics,2018,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Document,Document store,Mnesia,https://db-engines.com/en/system/Mnesia,Y,,beardedeagle/mnesiac,1.41,162,beardedeagle,mnesiac,Ericsson,1999,2018,Y,proprietary license,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multivalue,Multivalue DBMS,D3,https://db-engines.com/en/system/D3,N,,-,1.4,163,-,-,"Rocket, formerly TigerLogic",1999,,N,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Object oriented,Object oriented DBMS,ObjectStore,https://db-engines.com/en/system/ObjectStore,N,,-,1.35,164,-,-,Ignite Technologies,1988,2014,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Relational,Relational DBMS,TimesTen,https://db-engines.com/en/system/TimesTen,N,,-,1.35,165,-,-,"Oracle, TimesTen Performance Software, HP",1998,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,IBM Db2 warehouse,https://db-engines.com/en/system/IBM+Db2+warehouse,N,,-,1.34,166,-,-,IBM,2014,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,SQLBase,https://db-engines.com/en/system/SQLBase,N,,-,1.34,167,-,-,Open Text,1985,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,Document store,LiteDB,https://db-engines.com/en/system/LiteDB,Y,,mbdavid/LiteDB,1.31,168,mbdavid,LiteDB,Mauricio David,2014,,Y,MIT License,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Cubrid,https://db-engines.com/en/system/Cubrid,Y,,CUBRID/cubrid,1.31,169,CUBRID,cubrid,"CUBRID Corporation, CUBRID Foundation",2008,2021,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,HFSQL,https://db-engines.com/en/system/HFSQL,N,,-,1.28,170,-,-,PC Soft,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vector,Vector DBMS,Qdrant,https://db-engines.com/en/system/Qdrant,Y,,qdrant/qdrant,1.23,171,qdrant,qdrant,Qdrant,2021,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Object oriented,"Object oriented DBMS,Time Series DBMS",ObjectBox,https://db-engines.com/en/system/ObjectBox,Y,,objectbox/objectbox-java,1.22,172,objectbox,objectbox-java,ObjectBox Limited,2017,,Y,Apache License 2.0,N,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Document,Document store,Datameer,https://db-engines.com/en/system/Datameer,N,,-,1.21,173,-,-,,2009,,N,,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,Meilisearch,https://db-engines.com/en/system/Meilisearch,Y,,meilisearch/meilisearch,1.21,174,meilisearch,meilisearch,,2020,,Y,MIT License,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,Apache Kylin,https://db-engines.com/en/system/Apache+Kylin,Y,Y,apache/kylin,1.2,175,apache,kylin,"Apache Software Foundation, originally contributed from eBay Inc",2015,2020,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,Apache IoTDB,https://db-engines.com/en/system/Apache+IoTDB,Y,N,apache/iotdb,1.19,176,apache,iotdb,Apache Software Foundation,2018,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Graph,Graph DBMS,Giraph,https://db-engines.com/en/system/Giraph,Y,,apache/giraph,1.19,177,apache,giraph,,2013,2020,Y,Apache Version 2,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,GT.M,https://db-engines.com/en/system/GT.M,N,,-,1.18,178,-,-,,1986,2021,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS",AllegroGraph,https://db-engines.com/en/system/AllegroGraph,N,,-,1.16,179,-,-,Franz Inc.,2004,2023,N,Limited community edition free,N,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
Relational,Relational DBMS,DataEase,https://db-engines.com/en/system/DataEase,N,,-,1.15,180,-,-,,1981,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Event,Event Store,EventStoreDB,https://db-engines.com/en/system/EventStoreDB,Y,,EventStore/EventStore,1.14,181,EventStore,EventStore,Event Store Limited,2012,2021,Y,,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,StarRocks,https://db-engines.com/en/system/StarRocks,Y,,StarRocks/StarRocks,1.12,182,StarRocks,StarRocks,The Linux Foundation,2020,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Series,Time Series DBMS,Amazon Timestream,https://db-engines.com/en/system/Amazon+Timestream,N,,-,1.12,183,-,-,,2018,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,Relational DBMS,NonStop SQL,https://db-engines.com/en/system/NonStop+SQL,N,,-,1.09,184,-,-,"HP, originally by Tandem",1987,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Apache HAWQ,https://db-engines.com/en/system/Apache+HAWQ,Y,,apache/hawq,1.08,185,apache,hawq,Pivotal Software; Apache,2012,,Y,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Multivalue,Multivalue DBMS,Northgate Reality,https://db-engines.com/en/system/Northgate+Reality,N,,-,1.08,186,-,-,,1973,,N,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Oracle Rdb,https://db-engines.com/en/system/Oracle+Rdb,N,,-,1.08,187,-,-,"Oracle, originally developed by Digital Equipment Corporation (DEC)",1984,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Document,"Document store,Key-value store,Relational DBMS",FoundationDB,https://db-engines.com/en/system/FoundationDB,Y,,apple/foundationdb,1.07,188,apple,foundationdb,FoundationDB,2013,2020,Y,Apache 2.0,N,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",openGauss,https://db-engines.com/en/system/openGauss,Y,,opengauss-mirror/openGauss-server,1.05,189,opengauss-mirror,openGauss-server,Huawei and openGauss community,2019,2022,Y,,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Relational,Relational DBMS,GBase,https://db-engines.com/en/system/GBase,N,,-,1.04,190,-,-,,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Vitess,https://db-engines.com/en/system/Vitess,Y,,vitessio/vitess,1.04,191,vitessio,vitess,"The Linux Foundation, PlanetScale",2013,2022,Y,"Apache Version 2.0, commercial licenses available",N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Document,"Document store,Object oriented DBMS,Graph DBMS,Search engine",GigaSpaces,https://db-engines.com/en/system/GigaSpaces,N_Image_Gigaspaces/docker,Y,-,1.02,192,-,-,Gigaspaces Technologies,2000,2020,Y,Apache Version 2; Commercial licenses available,N,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Relational,Relational DBMS,Infobright,https://db-engines.com/en/system/Infobright,N,,-,1.0,193,-,-,Ignite Technologies Inc.; formerly InfoBright Inc.,2005,,N,The open source (GPLv2) version did not support inserts/updates/deletes and was discontinued with July 2016,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,Altibase,https://db-engines.com/en/system/Altibase,Y,,ALTIBASE/altibase,1.0,194,ALTIBASE,altibase,Altibase,1999,2023,N,Open source edition discontinued with March 2023,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,NuoDB,https://db-engines.com/en/system/NuoDB,N,,-,0.99,195,-,-,Dassault Systèmes,2013,,N,limited edition free,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,"Key-value store,Document store,Search engine",NCache,https://db-engines.com/en/system/NCache,Y,,Alachisoft/NCache,0.98,196,Alachisoft,NCache,Alachisoft,2005,2024,Y,Enterprise Edition available,N,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Relational,"Relational DBMS,Document store",Dolt,https://db-engines.com/en/system/Dolt,Y,Y,dolthub/dolt,0.95,197,dolthub,dolt,DoltHub Inc,2018,,Y,Apache Version 2.0,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,1010data,https://db-engines.com/en/system/1010data,N,,-,0.93,198,-,-,,2000,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Relational,Relational DBMS,MatrixOne,https://db-engines.com/en/system/MatrixOne,Y,,matrixorigin/matrixone,0.93,199,matrixorigin,matrixone,,2021,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wide column,Wide column store,Amazon Keyspaces,https://db-engines.com/en/system/Amazon+Keyspaces,N,,-,0.92,200,-,-,Amazon,2019,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Time Series,Time Series DBMS,M3DB,https://db-engines.com/en/system/M3DB,Y,,m3db/m3,0.91,201,m3db,m3,,,,Y,Apache version 2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Relational,Relational DBMS,Yellowbrick,https://db-engines.com/en/system/Yellowbrick,N,,-,0.91,202,-,-,Yellowbrick Data,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Search engine,Search engine,Typesense,https://db-engines.com/en/system/Typesense,Y,,typesense/typesense,0.91,203,typesense,typesense,,2015,,Y,GPL V3,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Document,"Document store,Graph DBMS",SurrealDB,https://db-engines.com/en/system/SurrealDB,Y,,surrealdb/surrealdb,0.91,204,surrealdb,surrealdb,SurrealDB Ltd,2022,2024,Y,,N,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,ZODB,https://db-engines.com/en/system/ZODB,Y,,zopefoundation/ZODB,0.9,205,zopefoundation,ZODB,,2009,2023,Y,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Wide column store",HPE Ezmeral Data Fabric,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,N,,-,0.89,206,-,-,"HPE, MapR Technologies, Inc",2009,,N,,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Navigational,Navigational DBMS,IDMS,https://db-engines.com/en/system/IDMS,N,,-,0.87,207,-,-,Broadcom (formerly CA Technologies),1973,,N,,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Multivalue,Multivalue DBMS,Model 204,https://db-engines.com/en/system/Model+204,N,,-,0.87,208,-,-,,1972,,N,,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Relational DBMS,Search engine",Rockset,https://db-engines.com/en/system/Rockset,N,,-,0.84,209,-,-,Rockset,2019,,N,,Y,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Object oriented,Object oriented DBMS,Perst,https://db-engines.com/en/system/Perst,Y,,The-Alchemist/perst,0.84,210,The-Alchemist,perst,,2003,,Y,commercial license available,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Native XML,Native XML DBMS,eXist-db,https://db-engines.com/en/system/eXist-db,Y,,eXist-db/exist,0.83,211,eXist-db,exist,,2000,,Y,L-GPL,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Document,Document store,BigchainDB,https://db-engines.com/en/system/BigchainDB,Y,,bigchaindb/bigchaindb,0.82,212,bigchaindb,bigchaindb,,2016,,Y,AGPL v3,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",TDSQL for MySQL,https://db-engines.com/en/system/TDSQL+for+MySQL,N,,-,0.82,213,-,-,Tencent,2013,,N,,Y,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Spatial,Spatial DBMS,GeoMesa,https://db-engines.com/en/system/GeoMesa,Y,,geomesa/geomesa-geoserver,0.81,214,geomesa,geomesa-geoserver,CCRi and others,2014,2024,Y,Apache License 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
