Rank_Jan-2025,Rank_Dec-2024,Rank_Jan-2024,DBMS,Database Model,Score_Jan-2025,Score_Dec-2024,Score_Jan-2024,DBMS_insitelink,Multi_model_info
204.,204.,175.,Infobright,Relational,0.81,-0.04,-0.67,https://db-engines.com/en/system/Infobright,
205.,205.,204.,NuoDB,Relational,0.80,-0.04,-0.38,https://db-engines.com/en/system/NuoDB,
206.,206.,189.,Altibase,Relational,0.80,-0.03,-0.56,https://db-engines.com/en/system/Altibase,
207.,207.,218.,Typesense,Search engine,0.79,-0.03,-0.23,https://db-engines.com/en/system/Typesense,
208.,211.,197.,HPE Ezmeral Data Fabric,Multi-model,0.79,0.00,-0.46,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store"
209.,209.,216.,BigchainDB,Document,0.77,-0.03,-0.26,https://db-engines.com/en/system/BigchainDB,
210.,203.,164.,Sedna,Native XML,0.76,-0.10,-0.99,https://db-engines.com/en/system/Sedna,
211.,212.,221.,Yellowbrick,Relational,0.76,-0.03,-0.25,https://db-engines.com/en/system/Yellowbrick,
212.,215.,222.,GeoMesa,Spatial,0.74,0.00,-0.26,https://db-engines.com/en/system/GeoMesa,
213.,210.,188.,Model 204,Multivalue,0.74,-0.06,-0.63,https://db-engines.com/en/system/Model+204,
214.,218.,280.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.72,-0.01,+0.19,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
215.,214.,230.,Blazegraph,Multi-model,0.72,-0.03,-0.19,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
216.,216.,196.,AllegroGraph,Multi-model,0.71,-0.02,-0.56,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS"
217.,220.,224.,SciDB,Multivalue,0.70,-0.01,-0.30,https://db-engines.com/en/system/SciDB,
218.,219.,220.,eXist-db,Native XML,0.70,-0.03,-0.31,https://db-engines.com/en/system/eXist-db,
219.,213.,202.,Dolt,"Relational, Multi-model",0.69,-0.08,-0.52,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store"
220.,222.,199.,Xapian,Search engine,0.69,-0.02,-0.54,https://db-engines.com/en/system/Xapian,
221.,221.,209.,Actian Vector,Relational,0.68,-0.03,-0.43,https://db-engines.com/en/system/Actian+Vector,
222.,225.,264.,Vespa,Multi-model,0.68,+0.05,+0.02,https://db-engines.com/en/system/Vespa,"Search engine,Vector DBMS"
223.,217.,228.,Datacom/DB,Relational,0.68,-0.05,-0.26,https://db-engines.com/en/system/Datacom%2FDB,
224.,226.,227.,ObjectDB,Object oriented,0.68,+0.05,-0.27,https://db-engines.com/en/system/ObjectDB,
225.,227.,225.,SQream DB,Relational,0.67,+0.04,-0.30,https://db-engines.com/en/system/SQream+DB,
226.,223.,239.,KeyDB,Key-value,0.67,-0.01,-0.19,https://db-engines.com/en/system/KeyDB,
227.,224.,223.,CrateDB,Multi-model,0.64,-0.02,-0.36,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
228.,235.,257.,RisingWave,Relational,0.61,0.00,-0.10,https://db-engines.com/en/system/RisingWave,
229.,234.,205.,TypeDB,Multi-model,0.61,-0.01,-0.56,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Object oriented DBMS,Relational DBMS"
230.,233.,200.,1010data,Relational,0.60,-0.02,-0.61,https://db-engines.com/en/system/1010data,
231.,231.,244.,Objectivity/DB,Object oriented,0.60,-0.02,-0.20,https://db-engines.com/en/system/Objectivity%2FDB,
232.,229.,214.,solidDB,Relational,0.60,-0.03,-0.45,https://db-engines.com/en/system/solidDB,
233.,228.,231.,BoltDB,Key-value,0.60,-0.03,-0.31,https://db-engines.com/en/system/BoltDB,
234.,236.,237.,FrontBase,Relational,0.58,-0.01,-0.28,https://db-engines.com/en/system/FrontBase,
235.,239.,256.,R:BASE,Relational,0.57,0.00,-0.16,https://db-engines.com/en/system/R%3ABASE,
236.,230.,219.,DBISAM,Relational,0.57,-0.05,-0.45,https://db-engines.com/en/system/DBISAM,
237.,232.,253.,KairosDB,Time Series,0.57,-0.05,-0.19,https://db-engines.com/en/system/KairosDB,
238.,247.,212.,SQL.JS,Relational,0.54,+0.04,-0.55,https://db-engines.com/en/system/SQL.JS,
239.,242.,260.,Splice Machine,Relational,0.54,+0.00,-0.15,https://db-engines.com/en/system/Splice+Machine,
240.,238.,240.,Graph Engine,Multi-model,0.54,-0.05,-0.31,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
241.,237.,195.,Northgate Reality,Multivalue,0.53,-0.05,-0.76,https://db-engines.com/en/system/Northgate+Reality,
242.,241.,246.,HarperDB,Document,0.51,-0.03,-0.28,https://db-engines.com/en/system/HarperDB,
243.,243.,235.,NexusDB,Relational,0.50,-0.03,-0.38,https://db-engines.com/en/system/NexusDB,
244.,245.,333.,Dragonfly,Key-value,0.49,-0.03,+0.22,https://db-engines.com/en/system/Dragonfly,
245.,240.,211.,WebSphere eXtreme Scale,Key-value,0.49,-0.08,-0.61,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
246.,244.,262.,Kingbase,"Relational, Multi-model",0.49,-0.03,-0.18,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
247.,246.,232.,MapDB,Key-value,0.48,-0.03,-0.41,https://db-engines.com/en/system/MapDB,
248.,251.,241.,atoti,Object oriented,0.48,+0.00,-0.37,https://db-engines.com/en/system/atoti,
249.,252.,258.,Scalaris,Key-value,0.45,-0.02,-0.26,https://db-engines.com/en/system/Scalaris,
250.,250.,254.,Apache Doris,Relational,0.45,-0.04,-0.31,https://db-engines.com/en/system/Apache+Doris,
251.,249.,271.,Percona Server for MongoDB,Document,0.43,-0.05,-0.17,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
252.,253.,250.,VistaDB,Relational,0.43,-0.03,-0.34,https://db-engines.com/en/system/VistaDB,
253.,248.,255.,GemStone/S,Object oriented,0.43,-0.06,-0.32,https://db-engines.com/en/system/GemStone%2FS,
254.,254.,238.,Kinetica,"Relational, Multi-model",0.41,-0.04,-0.45,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
255.,262.,236.,ScaleArc,Relational,0.41,0.00,-0.46,https://db-engines.com/en/system/ScaleArc,
256.,263.,299.,Alibaba Cloud Log Service,Search engine,0.40,0.00,-0.03,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
257.,264.,270.,Rasdaman,Multivalue,0.40,+0.00,-0.21,https://db-engines.com/en/system/Rasdaman,
258.,259.,268.,ITTIA,"Time Series, Multi-model",0.40,-0.02,-0.22,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
259.,273.,294.,Immudb,"Key-value, Multi-model",0.39,+0.05,-0.06,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
260.,255.,259.,4store,RDF,0.39,-0.04,-0.31,https://db-engines.com/en/system/4store,
261.,266.,234.,OpenInsight,Multivalue,0.39,+0.00,-0.50,https://db-engines.com/en/system/OpenInsight,
262.,269.,296.,YDB,Multi-model,0.39,+0.01,-0.06,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
263.,265.,275.,Sequoiadb,Multi-model,0.38,-0.01,-0.20,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
264.,257.,213.,Hibari,Key-value,0.38,-0.04,-0.67,https://db-engines.com/en/system/Hibari,
265.,256.,187.,Perst,Object oriented,0.38,-0.04,-1.01,https://db-engines.com/en/system/Perst,
266.,258.,289.,Kyligence Enterprise,Relational,0.38,-0.04,-0.10,https://db-engines.com/en/system/Kyligence+Enterprise,
267.,260.,251.,AlaSQL,Multi-model,0.37,-0.04,-0.40,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
268.,278.,229.,CnosDB,Time Series,0.37,+0.04,-0.57,https://db-engines.com/en/system/CnosDB,
269.,275.,301.,Apache Sedona,Spatial,0.36,+0.03,-0.05,https://db-engines.com/en/system/Apache+Sedona,
270.,281.,297.,Fluree,Graph,0.35,+0.04,-0.09,https://db-engines.com/en/system/Fluree,
271.,271.,243.,Apache Pinot,Relational,0.35,-0.01,-0.46,https://db-engines.com/en/system/Apache+Pinot,
272.,267.,272.,LokiJS,Document,0.34,-0.04,-0.26,https://db-engines.com/en/system/LokiJS,
273.,261.,263.,Postgres-XL,"Relational, Multi-model",0.34,-0.07,-0.32,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
274.,277.,278.,Comdb2,Relational,0.33,+0.01,-0.21,https://db-engines.com/en/system/Comdb2,
275.,268.,261.,ModeShape,Content,0.33,-0.05,-0.34,https://db-engines.com/en/system/ModeShape,
276.,280.,315.,Deep Lake,Vector,0.33,+0.01,-0.03,https://db-engines.com/en/system/Deep+Lake,
277.,272.,303.,Tajo,Relational,0.32,-0.03,-0.09,https://db-engines.com/en/system/Tajo,
278.,274.,265.,Strabon,RDF,0.31,-0.03,-0.34,https://db-engines.com/en/system/Strabon,
279.,276.,291.,Marqo,Search engine,0.31,-0.02,-0.16,https://db-engines.com/en/system/Marqo,
280.,295.,347.,Apache HugeGraph,Graph,0.30,+0.03,+0.11,https://db-engines.com/en/system/Apache+HugeGraph,
281.,279.,242.,SearchBlox,Search engine,0.30,-0.01,-0.53,https://db-engines.com/en/system/SearchBlox,
282.,297.,310.,MyScale,Multi-model,0.29,+0.03,-0.09,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
283.,284.,290.,Elassandra,"Wide column, Multi-model",0.29,0.00,-0.18,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
284.,285.,269.,Project Voldemort,Key-value,0.29,0.00,-0.33,https://db-engines.com/en/system/Project+Voldemort,
285.,286.,283.,Starcounter,Object oriented,0.29,0.00,-0.22,https://db-engines.com/en/system/Starcounter,
286.,289.,277.,InfiniteGraph,Graph,0.27,-0.01,-0.28,https://db-engines.com/en/system/InfiniteGraph,
287.,270.,279.,Raima Database Manager,Multi-model,0.27,-0.10,-0.27,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
288.,282.,245.,Vald,Vector,0.27,-0.03,-0.53,https://db-engines.com/en/system/Vald,
289.,288.,293.,Cloudflare Workers KV,Key-value,0.25,-0.04,-0.20,https://db-engines.com/en/system/Cloudflare+Workers+KV,
290.,287.,311.,Brytlyt,Relational,0.25,-0.04,-0.13,https://db-engines.com/en/system/Brytlyt,
291.,293.,276.,Redland,RDF,0.25,-0.03,-0.33,https://db-engines.com/en/system/Redland,
292.,294.,274.,Databend,Relational,0.24,-0.03,-0.34,https://db-engines.com/en/system/Databend,
293.,307.,343.,Actian PSQL,Relational,0.24,+0.02,+0.02,https://db-engines.com/en/system/Actian+PSQL,
294.,317.,370.,RaptorDB,Document,0.24,+0.06,+0.12,https://db-engines.com/en/system/RaptorDB,
295.,296.,372.,Alibaba Cloud TSDB,Time Series,0.23,-0.03,+0.11,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
296.,292.,282.,OpenQM,Multivalue,0.23,-0.05,-0.30,https://db-engines.com/en/system/OpenQM,
297.,302.,284.,AnzoGraph DB,Multi-model,0.22,-0.01,-0.28,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
298.,283.,312.,LeanXcale,Multi-model,0.22,-0.08,-0.14,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
299.,306.,281.,Actian FastObjects,Object oriented,0.22,0.00,-0.32,https://db-engines.com/en/system/Actian+FastObjects,
300.,298.,314.,RDFox,Multi-model,0.22,-0.03,-0.14,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
301.,290.,329.,PieCloudDB,Relational,0.21,-0.07,-0.07,https://db-engines.com/en/system/PieCloudDB,
302.,304.,320.,FeatureBase,Relational,0.21,-0.02,-0.12,https://db-engines.com/en/system/FeatureBase,
303.,311.,287.,RedStore,RDF,0.21,+0.01,-0.28,https://db-engines.com/en/system/RedStore,
304.,309.,344.,Alibaba Cloud Table Store,Wide column,0.20,0.00,-0.01,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
305.,299.,267.,Lovefield,Relational,0.20,-0.04,-0.42,https://db-engines.com/en/system/Lovefield,
306.,291.,325.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.20,-0.07,-0.10,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
307.,303.,319.,Manticore Search,"Search engine, Multi-model",0.20,-0.03,-0.13,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
308.,310.,295.,PipelineDB,Relational,0.20,-0.01,-0.25,https://db-engines.com/en/system/PipelineDB,
309.,300.,309.,Badger,Key-value,0.19,-0.04,-0.18,https://db-engines.com/en/system/Badger,
310.,308.,285.,Mimer SQL,Relational,0.19,-0.02,-0.31,https://db-engines.com/en/system/Mimer+SQL,
311.,305.,286.,Axibase,Time Series,0.19,-0.03,-0.30,https://db-engines.com/en/system/Axibase,
312.,314.,340.,Tibco ComputeDB,Relational,0.18,+0.00,-0.06,https://db-engines.com/en/system/Tibco+ComputeDB,
313.,321.,332.,XTDB,Document,0.18,+0.01,-0.09,https://db-engines.com/en/system/XTDB,
314.,301.,313.,YottaDB,"Key-value, Multi-model",0.17,-0.06,-0.19,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
314.,325.,373.,YTsaurus,Multi-model,0.17,+0.01,+0.05,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
316.,318.,306.,TransLattice,Relational,0.17,0.00,-0.23,https://db-engines.com/en/system/TransLattice,
317.,312.,323.,Faircom DB,Multi-model,0.17,-0.03,-0.14,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
318.,313.,356.,IBM Db2 Event Store,Multi-model,0.17,-0.02,0.00,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
319.,320.,308.,FlockDB,Graph,0.17,0.00,-0.21,https://db-engines.com/en/system/FlockDB,
320.,319.,305.,Riak TS,Time Series,0.16,-0.01,-0.24,https://db-engines.com/en/system/Riak+TS,
321.,328.,328.,NEventStore,Event,0.16,+0.01,-0.13,https://db-engines.com/en/system/NEventStore,
322.,322.,273.,HyperGraphDB,Graph,0.15,-0.02,-0.43,https://db-engines.com/en/system/HyperGraphDB,
323.,324.,361.,EsgynDB,Relational,0.15,-0.02,-0.01,https://db-engines.com/en/system/EsgynDB,
324.,329.,322.,ElevateDB,Relational,0.14,0.00,-0.17,https://db-engines.com/en/system/ElevateDB,
324.,330.,330.,XtremeData,Relational,0.14,+0.00,-0.14,https://db-engines.com/en/system/XtremeData,
326.,315.,349.,Valentina Server,Relational,0.14,-0.04,-0.05,https://db-engines.com/en/system/Valentina+Server,
327.,323.,383.,AgensGraph,Multi-model,0.14,-0.02,+0.08,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
328.,333.,324.,BigObject,Relational,0.14,+0.01,-0.16,https://db-engines.com/en/system/BigObject,
329.,343.,,FalkorDB,Graph,0.12,+0.03,,https://db-engines.com/en/system/FalkorDB,
330.,316.,266.,Jade,Object oriented,0.12,-0.06,-0.52,https://db-engines.com/en/system/Jade,
331.,335.,331.,Ultipa,Graph,0.11,-0.01,-0.16,https://db-engines.com/en/system/Ultipa,
332.,327.,307.,TerminusDB,"Graph, Multi-model",0.11,-0.04,-0.28,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
333.,326.,316.,Speedb,Key-value,0.11,-0.05,-0.24,https://db-engines.com/en/system/Speedb,
334.,332.,359.,Quasardb,Time Series,0.10,-0.03,-0.06,https://db-engines.com/en/system/Quasardb,
335.,342.,318.,Machbase Neo,Time Series,0.10,+0.01,-0.24,https://db-engines.com/en/system/Machbase+Neo,
336.,334.,357.,GreptimeDB,Time Series,0.10,-0.03,-0.07,https://db-engines.com/en/system/GreptimeDB,
337.,331.,288.,EJDB,Document,0.10,-0.04,-0.39,https://db-engines.com/en/system/EJDB,
338.,348.,326.,AntDB,Relational,0.10,+0.02,-0.20,https://db-engines.com/en/system/AntDB,
339.,341.,346.,Sparksee,Graph,0.09,0.00,-0.11,https://db-engines.com/en/system/Sparksee,
340.,338.,351.,GraphBase,Graph,0.09,-0.01,-0.09,https://db-engines.com/en/system/GraphBase,
341.,339.,317.,Mulgara,RDF,0.09,-0.01,-0.25,https://db-engines.com/en/system/Mulgara,
342.,337.,335.,Kyoto Tycoon,Key-value,0.09,-0.02,-0.17,https://db-engines.com/en/system/Kyoto+Tycoon,
343.,340.,302.,Tokyo Tyrant,Key-value,0.09,-0.01,-0.32,https://db-engines.com/en/system/Tokyo+Tyrant,
344.,355.,384.,Warp 10,Time Series,0.08,+0.02,+0.02,https://db-engines.com/en/system/Warp+10,
345.,349.,321.,CubicWeb,RDF,0.08,+0.01,-0.25,https://db-engines.com/en/system/CubicWeb,
346.,345.,,chDB,"Relational, Multi-model",0.07,-0.01,,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
347.,344.,304.,Bangdb,Multi-model,0.07,-0.02,-0.34,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
348.,352.,337.,Exorbyte,Search engine,0.07,0.00,-0.19,https://db-engines.com/en/system/Exorbyte,
349.,354.,338.,SiteWhere,Time Series,0.06,0.00,-0.19,https://db-engines.com/en/system/SiteWhere,
350.,356.,368.,Blueflood,Time Series,0.06,0.00,-0.07,https://db-engines.com/en/system/Blueflood,
350.,359.,292.,Elliptics,Key-value,0.06,+0.01,-0.41,https://db-engines.com/en/system/Elliptics,
352.,346.,354.,TinkerGraph,Graph,0.06,-0.02,-0.12,https://db-engines.com/en/system/TinkerGraph,
353.,357.,385.,ScaleOut StateServer,Key-value,0.06,0.00,0.00,https://db-engines.com/en/system/ScaleOut+StateServer,
354.,358.,348.,SenseiDB,Document,0.05,0.00,-0.14,https://db-engines.com/en/system/SenseiDB,
355.,360.,342.,Tigris,Multi-model,0.04,0.00,-0.18,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
356.,364.,355.,ArcadeDB,Multi-model,0.04,+0.01,-0.13,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
357.,363.,345.,NosDB,Document,0.04,0.00,-0.17,https://db-engines.com/en/system/NosDB,
358.,347.,,OpenMLDB,"Time Series, Multi-model",0.03,-0.05,,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
359.,366.,389.,WakandaDB,Object oriented,0.03,0.00,0.00,https://db-engines.com/en/system/WakandaDB,
360.,367.,395.,JethroData,Relational,0.03,0.00,+0.01,https://db-engines.com/en/system/JethroData,
360.,367.,341.,STSdb,Key-value,0.03,0.00,-0.21,https://db-engines.com/en/system/STSdb,
362.,336.,249.,Heroic,Time Series,0.02,-0.09,-0.75,https://db-engines.com/en/system/Heroic,
363.,351.,381.,OushuDB,Relational,0.02,-0.05,-0.05,https://db-engines.com/en/system/OushuDB,
364.,384.,398.,Faircom EDGE,Multi-model,0.02,+0.01,+0.01,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
365.,385.,336.,Dydra,RDF,0.02,+0.01,-0.24,https://db-engines.com/en/system/Dydra,
366.,373.,393.,SmallSQL,Relational,0.02,+0.00,+0.00,https://db-engines.com/en/system/SmallSQL,
367.,374.,,Kuzu,Graph,0.02,0.00,,https://db-engines.com/en/system/Kuzu,
368.,377.,394.,SparkleDB,RDF,0.02,0.00,+0.00,https://db-engines.com/en/system/SparkleDB,
369.,379.,364.,Acebase,Document,0.01,+0.00,-0.14,https://db-engines.com/en/system/Acebase,
370.,380.,396.,Resin Cache,Key-value,0.01,0.00,0.00,https://db-engines.com/en/system/Resin+Cache,
371.,381.,352.,Hawkular Metrics,Time Series,0.01,+0.00,-0.17,https://db-engines.com/en/system/Hawkular+Metrics,
372.,382.,397.,SWC-DB,"Wide column, Multi-model",0.01,+0.00,+0.00,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
373.,385.,327.,Eloquera,Object oriented,0.01,0.00,-0.28,https://db-engines.com/en/system/Eloquera,
374.,362.,387.,gStore,Multi-model,0.01,-0.03,-0.04,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
375.,371.,,ReductStore,Time Series,0.00,-0.02,,https://db-engines.com/en/system/ReductStore,
376.,388.,339.,Siaqodb,Object oriented,0.00,+0.00,-0.25,https://db-engines.com/en/system/Siaqodb,
377.,390.,367.,LedisDB,Key-value,0.00,+0.00,-0.13,https://db-engines.com/en/system/LedisDB,
378.,391.,400.,SwayDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/SwayDB,
379.,392.,363.,ActorDB,Relational,0.00,±0.00,-0.15,https://db-engines.com/en/system/ActorDB,
379.,392.,401.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
379.,392.,358.,BrightstarDB,RDF,0.00,±0.00,-0.17,https://db-engines.com/en/system/BrightstarDB,
379.,392.,392.,Cachelot.io,Key-value,0.00,±0.00,-0.02,https://db-engines.com/en/system/Cachelot.io,
379.,392.,401.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
379.,392.,401.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
379.,392.,390.,DaggerDB,Relational,0.00,±0.00,-0.03,https://db-engines.com/en/system/DaggerDB,
379.,392.,378.,DataFS,"Object oriented, Multi-model",0.00,±0.00,-0.09,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
379.,392.,382.,Edge Intelligence,Relational,0.00,±0.00,-0.07,https://db-engines.com/en/system/Edge+Intelligence,
379.,392.,401.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
379.,392.,401.,Galaxybase,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Galaxybase,
379.,389.,365.,H2GIS,"Spatial, Multi-model",0.00,0.00,-0.15,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
379.,392.,401.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
379.,392.,401.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
379.,392.,353.,HyperLevelDB,Key-value,0.00,±0.00,-0.18,https://db-engines.com/en/system/HyperLevelDB,
379.,392.,377.,iBoxDB,Document,0.00,±0.00,-0.09,https://db-engines.com/en/system/iBoxDB,
379.,392.,376.,Indica,Search engine,0.00,±0.00,-0.10,https://db-engines.com/en/system/Indica,
379.,387.,386.,InfinityDB,Key-value,0.00,-0.01,-0.05,https://db-engines.com/en/system/InfinityDB,
379.,365.,401.,JaguarDB,Multi-model,0.00,-0.03,±0.00,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
379.,392.,401.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
379.,392.,401.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
379.,392.,366.,Linter,"Relational, Multi-model",0.00,±0.00,-0.14,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
379.,372.,388.,Newts,Time Series,0.00,-0.02,-0.04,https://db-engines.com/en/system/Newts,
379.,392.,391.,NSDb,Time Series,0.00,±0.00,-0.03,https://db-engines.com/en/system/NSDb,
379.,376.,380.,openGemini,Time Series,0.00,-0.02,-0.08,https://db-engines.com/en/system/openGemini,
379.,392.,,OpenTenBase,Relational,0.00,±0.00,,https://db-engines.com/en/system/OpenTenBase,
379.,392.,374.,OrigoDB,Multi-model,0.00,±0.00,-0.12,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
379.,392.,401.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
379.,392.,401.,Sadas Engine,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Sadas+Engine,
379.,392.,401.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
379.,361.,360.,SiriDB,Time Series,0.00,-0.04,-0.16,https://db-engines.com/en/system/SiriDB,
379.,353.,350.,Skytable,Key-value,0.00,-0.06,-0.19,https://db-engines.com/en/system/Skytable,
379.,392.,401.,SpaceTime,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
379.,392.,,SvectorDB,Vector,0.00,±0.00,,https://db-engines.com/en/system/SvectorDB,
379.,378.,370.,TerarkDB,Key-value,0.00,-0.02,-0.12,https://db-engines.com/en/system/TerarkDB,
379.,392.,401.,Tkrzw,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Tkrzw,
379.,392.,362.,TomP2P,Key-value,0.00,±0.00,-0.15,https://db-engines.com/en/system/TomP2P,
379.,350.,300.,Transbase,Relational,0.00,-0.07,-0.43,https://db-engines.com/en/system/Transbase,
379.,369.,399.,Transwarp ArgoDB,"Relational, Multi-model",0.00,-0.03,-0.01,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
379.,383.,401.,Transwarp Hippo,Vector,0.00,-0.01,±0.00,https://db-engines.com/en/system/Transwarp+Hippo,
379.,375.,375.,Transwarp KunDB,Relational,0.00,-0.02,-0.11,https://db-engines.com/en/system/Transwarp+KunDB,
379.,392.,401.,Transwarp StellarDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+StellarDB,
379.,392.,334.,Upscaledb,Key-value,0.00,±0.00,-0.26,https://db-engines.com/en/system/Upscaledb,
379.,370.,379.,VelocityDB,Multi-model,0.00,-0.03,-0.08,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
379.,392.,369.,WhiteDB,Document,0.00,±0.00,-0.12,https://db-engines.com/en/system/WhiteDB,
