Rank_Sep-2025,Rank_Aug-2025,Rank_Sep-2024,DBMS,Database Model,Score_Sep-2025,Score_Aug-2025,Score_Sep-2024,DBMS_insitelink,Multi_model_info
203.,200.,199.,HPE Ezmeral Data Fabric,Multi-model,0.82,-0.03,-0.06,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,"Document store,Wide column store"
204.,202.,196.,NCache,"Key-value, Multi-model",0.81,-0.02,-0.10,https://db-engines.com/en/system/NCache,"Key-value store,Document store,Search engine"
205.,214.,221.,Xapian,Search engine,0.80,+0.08,+0.08,https://db-engines.com/en/system/Xapian,
206.,218.,217.,Blazegraph,Multi-model,0.79,+0.07,+0.05,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store"
207.,203.,212.,eXtremeDB,"Time Series, Multi-model",0.79,-0.03,0.00,https://db-engines.com/en/system/eXtremeDB,"Time Series DBMS,Relational DBMS"
208.,204.,201.,NuoDB,Relational,0.77,-0.03,-0.10,https://db-engines.com/en/system/NuoDB,
209.,206.,198.,Infobright,Relational,0.76,-0.03,-0.12,https://db-engines.com/en/system/Infobright,
210.,205.,180.,Rockset,"Document, Multi-model",0.76,-0.03,-0.31,https://db-engines.com/en/system/Rockset,"Document store,Relational DBMS,Search engine"
211.,210.,208.,MatrixOne,Relational,0.76,+0.02,-0.05,https://db-engines.com/en/system/MatrixOne,
212.,216.,216.,BigchainDB,Document,0.75,+0.03,-0.01,https://db-engines.com/en/system/BigchainDB,
213.,201.,207.,IDMS,Navigational,0.74,-0.09,-0.07,https://db-engines.com/en/system/IDMS,
214.,212.,204.,AllegroGraph,Multi-model,0.72,-0.01,-0.12,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Vector DBMS,Spatial DBMS"
215.,208.,211.,Yellowbrick,Relational,0.71,-0.05,-0.07,https://db-engines.com/en/system/Yellowbrick,
216.,215.,210.,Model 204,Multivalue,0.71,-0.02,-0.09,https://db-engines.com/en/system/Model+204,
217.,219.,223.,eXist-db,Native XML,0.70,-0.01,-0.01,https://db-engines.com/en/system/eXist-db,
218.,211.,213.,Alibaba Cloud AnalyticDB for PostgreSQL,Relational,0.70,-0.03,-0.09,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,
219.,217.,232.,KeyDB,Key-value,0.68,-0.03,+0.05,https://db-engines.com/en/system/KeyDB,
220.,213.,219.,Datacom/DB,Relational,0.68,-0.05,-0.06,https://db-engines.com/en/system/Datacom%2FDB,
221.,230.,222.,RDF4J,RDF,0.68,+0.07,-0.04,https://db-engines.com/en/system/RDF4J,
222.,224.,226.,CrateDB,Multi-model,0.65,+0.01,-0.03,https://db-engines.com/en/system/CrateDB,"Document store,Spatial DBMS,Search engine,Time Series DBMS,Vector DBMS,Relational DBMS"
223.,221.,215.,Actian Vector,Relational,0.65,-0.04,-0.13,https://db-engines.com/en/system/Actian+Vector,
224.,243.,282.,Apache Sedona,Spatial,0.65,+0.13,+0.35,https://db-engines.com/en/system/Apache+Sedona,
225.,223.,237.,RisingWave,Relational,0.64,-0.03,+0.03,https://db-engines.com/en/system/RisingWave,
226.,238.,230.,TypeDB,Multi-model,0.63,+0.08,-0.02,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Object oriented DBMS,Relational DBMS"
227.,228.,194.,Dolt,"Relational, Multi-model",0.63,0.00,-0.30,https://db-engines.com/en/system/Dolt,"Relational DBMS,Document store"
228.,239.,274.,Apache Pinot,Relational,0.63,+0.08,+0.27,https://db-engines.com/en/system/Apache+Pinot,
229.,222.,148.,Firebolt,Relational,0.62,-0.06,-0.87,https://db-engines.com/en/system/Firebolt,
230.,225.,229.,Objectivity/DB,Object oriented,0.61,-0.03,-0.04,https://db-engines.com/en/system/Objectivity%2FDB,
231.,229.,257.,Alibaba Cloud Log Service,Search engine,0.61,-0.02,+0.17,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,
232.,226.,225.,BoltDB,Key-value,0.61,-0.03,-0.09,https://db-engines.com/en/system/BoltDB,
233.,235.,231.,solidDB,Relational,0.60,+0.00,-0.04,https://db-engines.com/en/system/solidDB,
234.,227.,190.,Sedna,Native XML,0.60,-0.04,-0.37,https://db-engines.com/en/system/Sedna,
235.,236.,234.,SQream DB,Relational,0.59,0.00,-0.03,https://db-engines.com/en/system/SQream+DB,
236.,231.,228.,1010data,Relational,0.59,-0.01,-0.07,https://db-engines.com/en/system/1010data,
237.,232.,218.,DBISAM,Relational,0.59,-0.02,-0.16,https://db-engines.com/en/system/DBISAM,
238.,233.,227.,FrontBase,Relational,0.57,-0.03,-0.10,https://db-engines.com/en/system/FrontBase,
239.,237.,242.,R:BASE,Relational,0.57,0.00,+0.01,https://db-engines.com/en/system/R%3ABASE,
240.,234.,241.,Graph Engine,Multi-model,0.56,-0.04,+0.00,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store"
241.,248.,255.,Dragonfly,Key-value,0.55,+0.05,+0.11,https://db-engines.com/en/system/Dragonfly,
242.,249.,243.,Harper,Document,0.54,+0.05,-0.01,https://db-engines.com/en/system/Harper,
243.,241.,244.,Splice Machine,Relational,0.54,+0.00,0.00,https://db-engines.com/en/system/Splice+Machine,
244.,240.,238.,KairosDB,Time Series,0.53,0.00,-0.07,https://db-engines.com/en/system/KairosDB,
245.,242.,236.,ObjectDB,Object oriented,0.51,-0.01,-0.10,https://db-engines.com/en/system/ObjectDB,
246.,246.,272.,ITTIA,"Time Series, Multi-model",0.51,+0.01,+0.15,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS"
247.,244.,233.,WebSphere eXtreme Scale,Key-value,0.51,-0.01,-0.12,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,
248.,255.,284.,Deep Lake,Vector,0.51,+0.07,+0.22,https://db-engines.com/en/system/Deep+Lake,
249.,250.,250.,Percona Server for MongoDB,Document,0.50,+0.01,+0.00,https://db-engines.com/en/system/Percona+Server+for+MongoDB,
250.,253.,253.,atoti,Object oriented,0.50,+0.03,+0.05,https://db-engines.com/en/system/atoti,
251.,245.,235.,Apache Doris,Relational,0.50,-0.01,-0.11,https://db-engines.com/en/system/Apache+Doris,
252.,252.,278.,CnosDB,Time Series,0.48,+0.02,+0.16,https://db-engines.com/en/system/CnosDB,
253.,247.,240.,NexusDB,Relational,0.48,-0.03,-0.08,https://db-engines.com/en/system/NexusDB,
254.,251.,249.,MapDB,Key-value,0.47,0.00,-0.03,https://db-engines.com/en/system/MapDB,
255.,258.,261.,Kinetica,"Relational, Multi-model",0.44,+0.01,+0.01,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS"
256.,260.,269.,YDB,Multi-model,0.43,+0.01,+0.04,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS"
257.,256.,258.,Kingbase,"Relational, Multi-model",0.43,0.00,-0.01,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS"
258.,271.,285.,Elassandra,"Wide column, Multi-model",0.42,+0.08,+0.14,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine"
259.,259.,350.,RaptorDB,Document,0.42,+0.00,+0.36,https://db-engines.com/en/system/RaptorDB,
260.,254.,254.,VistaDB,Relational,0.42,-0.04,-0.03,https://db-engines.com/en/system/VistaDB,
261.,273.,264.,AlaSQL,Multi-model,0.42,+0.08,+0.00,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS"
262.,257.,247.,Scalaris,Key-value,0.41,-0.02,-0.10,https://db-engines.com/en/system/Scalaris,
263.,263.,252.,GemStone/S,Object oriented,0.41,0.00,-0.05,https://db-engines.com/en/system/GemStone%2FS,
264.,264.,251.,Hibari,Key-value,0.41,+0.01,-0.06,https://db-engines.com/en/system/Hibari,
265.,261.,246.,SQL.JS,Relational,0.41,-0.01,-0.12,https://db-engines.com/en/system/SQL.JS,
266.,267.,270.,Marqo,Search engine,0.40,+0.03,+0.03,https://db-engines.com/en/system/Marqo,
267.,262.,266.,ScaleArc,Relational,0.40,-0.02,-0.01,https://db-engines.com/en/system/ScaleArc,
268.,266.,262.,OpenInsight,Multivalue,0.39,0.00,-0.03,https://db-engines.com/en/system/OpenInsight,
269.,265.,283.,Cloudflare Workers KV,Key-value,0.38,-0.02,+0.09,https://db-engines.com/en/system/Cloudflare+Workers+KV,
270.,269.,289.,SearchBlox,Search engine,0.38,+0.01,+0.09,https://db-engines.com/en/system/SearchBlox,
271.,277.,248.,Perst,Object oriented,0.36,+0.04,-0.15,https://db-engines.com/en/system/Perst,
272.,276.,263.,Sequoiadb,Multi-model,0.36,+0.03,-0.06,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS"
273.,272.,256.,LokiJS,Document,0.36,+0.02,-0.08,https://db-engines.com/en/system/LokiJS,
274.,274.,259.,Kyligence Enterprise,Relational,0.36,+0.02,-0.08,https://db-engines.com/en/system/Kyligence+Enterprise,
275.,268.,265.,Rasdaman,Multivalue,0.35,-0.02,-0.07,https://db-engines.com/en/system/Rasdaman,
276.,275.,277.,Comdb2,Relational,0.34,+0.00,+0.01,https://db-engines.com/en/system/Comdb2,
277.,270.,281.,Fluree,Graph,0.34,-0.02,+0.03,https://db-engines.com/en/system/Fluree,
278.,285.,313.,Valentina Server,Relational,0.33,+0.04,+0.15,https://db-engines.com/en/system/Valentina+Server,
279.,280.,260.,Postgres-XL,"Relational, Multi-model",0.30,0.00,-0.13,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS"
280.,281.,287.,Databend,Relational,0.30,+0.01,+0.01,https://db-engines.com/en/system/Databend,
281.,279.,224.,Northgate Reality,Multivalue,0.29,-0.01,-0.41,https://db-engines.com/en/system/Northgate+Reality,
282.,290.,304.,Fujitsu Enterprise Postgres,"Relational, Multi-model",0.29,+0.04,+0.07,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,"Relational DBMS,Document store,Spatial DBMS"
283.,278.,273.,ModeShape,Content,0.29,-0.03,-0.07,https://db-engines.com/en/system/ModeShape,
284.,287.,300.,Alibaba Cloud TSDB,Time Series,0.29,+0.00,+0.06,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,
285.,289.,291.,OpenQM,Multivalue,0.29,+0.01,+0.01,https://db-engines.com/en/system/OpenQM,
286.,283.,288.,Starcounter,Object oriented,0.29,+0.00,+0.00,https://db-engines.com/en/system/Starcounter,
287.,310.,271.,PieCloudDB,Relational,0.28,+0.10,-0.09,https://db-engines.com/en/system/PieCloudDB,
288.,286.,275.,Strabon,RDF,0.28,-0.01,-0.08,https://db-engines.com/en/system/Strabon,
289.,284.,279.,InfiniteGraph,Graph,0.27,-0.01,-0.05,https://db-engines.com/en/system/InfiniteGraph,
290.,288.,280.,Project Voldemort,Key-value,0.26,-0.02,-0.06,https://db-engines.com/en/system/Project+Voldemort,
291.,282.,276.,Vald,Vector,0.26,-0.03,-0.08,https://db-engines.com/en/system/Vald,
292.,292.,301.,Manticore Search,"Search engine, Multi-model",0.25,+0.01,+0.03,https://db-engines.com/en/system/Manticore+Search,"Search engine,Time Series DBMS"
293.,291.,292.,Brytlyt,Relational,0.25,0.00,-0.02,https://db-engines.com/en/system/Brytlyt,
294.,296.,305.,RDFox,Multi-model,0.24,+0.00,+0.02,https://db-engines.com/en/system/RDFox,"Graph DBMS,RDF store,Relational DBMS"
295.,297.,299.,MyScale,Multi-model,0.24,+0.01,+0.01,https://db-engines.com/en/system/MyScale,"Relational DBMS,Vector DBMS"
296.,302.,302.,AnzoGraph DB,Multi-model,0.24,+0.02,+0.02,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store"
297.,307.,295.,Immudb,"Key-value, Multi-model",0.24,+0.04,+0.00,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS"
298.,300.,303.,RedStore,RDF,0.23,+0.00,+0.01,https://db-engines.com/en/system/RedStore,
299.,293.,268.,Raima Database Manager,Multi-model,0.23,-0.02,-0.17,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS"
300.,299.,323.,YTsaurus,Multi-model,0.23,0.00,+0.07,https://db-engines.com/en/system/YTsaurus,"Document store,Key-value store"
301.,325.,334.,Actian PSQL,Relational,0.23,+0.08,+0.10,https://db-engines.com/en/system/Actian+PSQL,
302.,298.,286.,LeanXcale,Multi-model,0.23,0.00,-0.06,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS"
303.,294.,245.,4store,RDF,0.23,-0.02,-0.30,https://db-engines.com/en/system/4store,
304.,295.,296.,FeatureBase,Relational,0.22,-0.02,-0.01,https://db-engines.com/en/system/FeatureBase,
305.,301.,314.,Faircom DB,Multi-model,0.22,-0.01,+0.04,https://db-engines.com/en/system/Faircom+DB,"Key-value store,Relational DBMS"
306.,308.,356.,FalkorDB,Graph,0.22,+0.02,+0.17,https://db-engines.com/en/system/FalkorDB,
307.,304.,298.,Actian FastObjects,Object oriented,0.22,+0.00,-0.02,https://db-engines.com/en/system/Actian+FastObjects,
308.,326.,319.,NEventStore,Event,0.21,+0.06,+0.05,https://db-engines.com/en/system/NEventStore,
309.,306.,330.,XTDB,Document,0.21,+0.01,+0.08,https://db-engines.com/en/system/XTDB,
310.,316.,267.,Tajo,Relational,0.21,+0.04,-0.19,https://db-engines.com/en/system/Tajo,
311.,303.,297.,Mimer SQL,Relational,0.21,-0.01,-0.03,https://db-engines.com/en/system/Mimer+SQL,
312.,322.,312.,Tibco ComputeDB,Relational,0.20,+0.05,+0.02,https://db-engines.com/en/system/Tibco+ComputeDB,
313.,305.,290.,Redland,RDF,0.19,-0.02,-0.09,https://db-engines.com/en/system/Redland,
314.,329.,338.,Ultipa,Graph,0.18,+0.04,+0.07,https://db-engines.com/en/system/Ultipa,
315.,311.,308.,Axibase,Time Series,0.18,0.00,-0.03,https://db-engines.com/en/system/Axibase,
316.,313.,315.,IBM Db2 Event Store,Multi-model,0.18,0.00,+0.00,https://db-engines.com/en/system/IBM+Db2+Event+Store,"Event Store,Time Series DBMS"
317.,312.,309.,YottaDB,"Key-value, Multi-model",0.18,0.00,-0.03,https://db-engines.com/en/system/YottaDB,"Key-value store,Relational DBMS"
318.,309.,293.,PipelineDB,Relational,0.18,-0.01,-0.07,https://db-engines.com/en/system/PipelineDB,
319.,340.,374.,ArcadeDB,Multi-model,0.18,+0.07,+0.16,https://db-engines.com/en/system/ArcadeDB,"Document store,Graph DBMS,Key-value store,Time Series DBMS"
320.,315.,317.,TransLattice,Relational,0.18,+0.00,+0.00,https://db-engines.com/en/system/TransLattice,
321.,314.,351.,Warp 10,Time Series,0.17,0.00,+0.11,https://db-engines.com/en/system/Warp+10,
322.,317.,321.,Apache HugeGraph,Graph,0.17,+0.00,+0.00,https://db-engines.com/en/system/Apache+HugeGraph,
323.,323.,332.,Quasardb,Time Series,0.16,+0.01,+0.03,https://db-engines.com/en/system/Quasardb,
324.,321.,318.,Riak TS,Time Series,0.15,0.00,-0.02,https://db-engines.com/en/system/Riak+TS,
325.,324.,329.,BigObject,Relational,0.15,+0.00,+0.02,https://db-engines.com/en/system/BigObject,
326.,328.,327.,XtremeData,Relational,0.15,+0.00,+0.01,https://db-engines.com/en/system/XtremeData,
327.,331.,325.,EsgynDB,Relational,0.14,+0.00,-0.01,https://db-engines.com/en/system/EsgynDB,
328.,341.,320.,AgensGraph,Multi-model,0.14,+0.04,-0.03,https://db-engines.com/en/system/AgensGraph,"Graph DBMS,Relational DBMS"
329.,332.,326.,ElevateDB,Relational,0.14,+0.00,0.00,https://db-engines.com/en/system/ElevateDB,
330.,320.,328.,Badger,Key-value,0.13,-0.03,-0.01,https://db-engines.com/en/system/Badger,
331.,339.,341.,Kyoto Tycoon,Key-value,0.12,+0.01,+0.03,https://db-engines.com/en/system/Kyoto+Tycoon,
332.,327.,343.,GreptimeDB,Multi-model,0.12,-0.03,+0.03,https://db-engines.com/en/system/GreptimeDB,"Time Series, Observability,Time Series DBMS"
333.,319.,358.,chDB,"Relational, Multi-model",0.12,-0.04,+0.07,https://db-engines.com/en/system/chDB,"Relational DBMS,Time Series DBMS"
334.,335.,307.,FlockDB,Graph,0.12,-0.01,-0.10,https://db-engines.com/en/system/FlockDB,
335.,333.,316.,HyperGraphDB,Graph,0.12,-0.02,-0.06,https://db-engines.com/en/system/HyperGraphDB,
336.,318.,306.,Lovefield,Relational,0.12,-0.04,-0.10,https://db-engines.com/en/system/Lovefield,
337.,334.,336.,GraphBase,Graph,0.11,-0.02,-0.01,https://db-engines.com/en/system/GraphBase,
338.,337.,344.,Mulgara,RDF,0.11,-0.01,+0.02,https://db-engines.com/en/system/Mulgara,
339.,338.,311.,TerminusDB,"Graph, Multi-model",0.11,-0.01,-0.08,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store"
340.,342.,340.,Sparksee,Graph,0.10,+0.00,0.00,https://db-engines.com/en/system/Sparksee,
341.,336.,310.,Speedb,Key-value,0.09,-0.03,-0.11,https://db-engines.com/en/system/Speedb,
342.,330.,294.,Alibaba Cloud Table Store,Wide column,0.09,-0.05,-0.16,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,
343.,349.,333.,Tokyo Tyrant,Key-value,0.09,+0.02,-0.04,https://db-engines.com/en/system/Tokyo+Tyrant,
344.,344.,346.,Bangdb,Multi-model,0.07,-0.01,+0.00,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS"
345.,346.,347.,SiteWhere,Time Series,0.07,+0.00,0.00,https://db-engines.com/en/system/SiteWhere,
346.,343.,324.,Jade,Object oriented,0.07,-0.01,-0.08,https://db-engines.com/en/system/Jade,
347.,347.,353.,ScaleOut StateServer,Key-value,0.07,+0.00,+0.01,https://db-engines.com/en/system/ScaleOut+StateServer,
348.,348.,349.,Exorbyte,Search engine,0.07,+0.00,+0.01,https://db-engines.com/en/system/Exorbyte,
349.,345.,331.,EJDB,Document,0.07,-0.01,-0.06,https://db-engines.com/en/system/EJDB,
350.,352.,352.,Blueflood,Time Series,0.06,+0.00,0.00,https://db-engines.com/en/system/Blueflood,
350.,352.,360.,Elliptics,Key-value,0.06,+0.00,+0.01,https://db-engines.com/en/system/Elliptics,
352.,350.,337.,CubicWeb,RDF,0.06,0.00,-0.06,https://db-engines.com/en/system/CubicWeb,
353.,381.,322.,Skytable,Key-value,0.05,+0.05,-0.11,https://db-engines.com/en/system/Skytable,
354.,351.,359.,Tigris,Multi-model,0.05,-0.01,+0.01,https://db-engines.com/en/system/Tigris,"Document store,Key-value store,Search engine,Time Series DBMS"
355.,354.,354.,SenseiDB,Document,0.05,+0.00,0.00,https://db-engines.com/en/system/SenseiDB,
356.,356.,348.,Machbase Neo,Time Series,0.04,+0.01,-0.03,https://db-engines.com/en/system/Machbase+Neo,
357.,362.,380.,Kuzu,Graph,0.04,+0.01,+0.03,https://db-engines.com/en/system/Kuzu,
358.,356.,363.,NosDB,Document,0.04,+0.00,0.00,https://db-engines.com/en/system/NosDB,
358.,360.,365.,STSdb,Key-value,0.04,+0.01,+0.01,https://db-engines.com/en/system/STSdb,
360.,359.,364.,WakandaDB,Object oriented,0.03,+0.00,0.00,https://db-engines.com/en/system/WakandaDB,
361.,360.,365.,JethroData,Relational,0.03,+0.00,0.00,https://db-engines.com/en/system/JethroData,
362.,365.,345.,TinkerGraph,Graph,0.03,+0.01,-0.05,https://db-engines.com/en/system/TinkerGraph,
363.,363.,335.,Heroic,Time Series,0.02,+0.00,-0.10,https://db-engines.com/en/system/Heroic,
364.,364.,377.,Hawkular Metrics,Time Series,0.02,+0.00,+0.01,https://db-engines.com/en/system/Hawkular+Metrics,
365.,366.,339.,OpenMLDB,"Time Series, Multi-model",0.02,0.00,-0.09,https://db-engines.com/en/system/OpenMLDB,"Time Series DBMS,Relational DBMS"
366.,367.,371.,Dydra,RDF,0.02,+0.00,0.00,https://db-engines.com/en/system/Dydra,
367.,368.,372.,SmallSQL,Relational,0.02,+0.00,0.00,https://db-engines.com/en/system/SmallSQL,
368.,369.,373.,SparkleDB,RDF,0.02,0.00,0.00,https://db-engines.com/en/system/SparkleDB,
369.,358.,342.,AntDB,Relational,0.02,-0.02,-0.07,https://db-engines.com/en/system/AntDB,
370.,370.,375.,Acebase,Document,0.01,+0.00,0.00,https://db-engines.com/en/system/Acebase,
371.,371.,376.,Resin Cache,Key-value,0.01,+0.00,0.00,https://db-engines.com/en/system/Resin+Cache,
372.,374.,367.,gStore,Multi-model,0.01,+0.00,-0.02,https://db-engines.com/en/system/gStore,"Graph DBMS,RDF store"
373.,373.,378.,SWC-DB,"Wide column, Multi-model",0.01,+0.00,0.00,https://db-engines.com/en/system/SWC-DB,"Wide column store,Time Series DBMS"
374.,375.,379.,Eloquera,Object oriented,0.01,+0.00,0.00,https://db-engines.com/en/system/Eloquera,
375.,372.,385.,Sadas Engine,Relational,0.01,0.00,+0.01,https://db-engines.com/en/system/Sadas+Engine,
376.,376.,370.,Faircom EDGE,Multi-model,0.01,+0.00,-0.01,https://db-engines.com/en/system/Faircom+EDGE,"Key-value store,Relational DBMS"
377.,377.,357.,OushuDB,Relational,0.00,+0.00,-0.04,https://db-engines.com/en/system/OushuDB,
378.,378.,381.,Siaqodb,Object oriented,0.00,+0.00,+0.00,https://db-engines.com/en/system/Siaqodb,
379.,379.,382.,LedisDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/LedisDB,
380.,380.,384.,SwayDB,Key-value,0.00,+0.00,+0.00,https://db-engines.com/en/system/SwayDB,
381.,381.,385.,ActorDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/ActorDB,
381.,381.,385.,BergDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/BergDB,
381.,355.,385.,BrightstarDB,RDF,0.00,-0.04,±0.00,https://db-engines.com/en/system/BrightstarDB,
381.,381.,385.,Cachelot.io,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Cachelot.io,
381.,381.,385.,CortexDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/CortexDB,"Document store,Key-value store"
381.,381.,385.,CovenantSQL,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/CovenantSQL,
381.,381.,385.,DaggerDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/DaggerDB,
381.,381.,369.,DataFS,"Object oriented, Multi-model",0.00,±0.00,-0.02,https://db-engines.com/en/system/DataFS,"Object oriented DBMS,Graph DBMS"
381.,381.,385.,Edge Intelligence,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/Edge+Intelligence,
381.,381.,385.,EdgelessDB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/EdgelessDB,
381.,381.,385.,Galaxybase,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Galaxybase,
381.,381.,385.,H2GIS,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/H2GIS,"Spatial DBMS,Relational DBMS"
381.,381.,385.,Helium,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Helium,
381.,381.,385.,HGraphDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/HGraphDB,
381.,381.,385.,HyperLevelDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/HyperLevelDB,
381.,381.,385.,iBoxDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/iBoxDB,
381.,381.,385.,Indica,Search engine,0.00,±0.00,±0.00,https://db-engines.com/en/system/Indica,
381.,381.,383.,InfinityDB,Key-value,0.00,±0.00,0.00,https://db-engines.com/en/system/InfinityDB,
381.,381.,385.,JaguarDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/JaguarDB,"Key-value store,Vector DBMS"
381.,381.,385.,JasDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/JasDB,
381.,381.,385.,K-DB,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/K-DB,
381.,381.,368.,Linter,"Relational, Multi-model",0.00,±0.00,-0.03,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS"
381.,381.,385.,Newts,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/Newts,
381.,381.,385.,NSDb,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/NSDb,
381.,381.,385.,openGemini,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/openGemini,
381.,381.,385.,OpenTenBase,Relational,0.00,±0.00,±0.00,https://db-engines.com/en/system/OpenTenBase,
381.,381.,385.,OrigoDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/OrigoDB,"Document store,Object oriented DBMS"
381.,381.,385.,ReductStore,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/ReductStore,
381.,381.,385.,Rizhiyi,"Search engine, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/Rizhiyi,"Search engine,Time Series DBMS"
381.,381.,385.,searchxml,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/searchxml,"Native XML DBMS,Search engine"
381.,381.,385.,SiriDB,Time Series,0.00,±0.00,±0.00,https://db-engines.com/en/system/SiriDB,
381.,381.,385.,SpaceTime,"Spatial, Multi-model",0.00,±0.00,±0.00,https://db-engines.com/en/system/SpaceTime,"Spatial DBMS,Relational DBMS"
381.,381.,385.,SvectorDB,Vector,0.00,±0.00,±0.00,https://db-engines.com/en/system/SvectorDB,
381.,381.,385.,TerarkDB,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TerarkDB,
381.,381.,385.,Tkrzw,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Tkrzw,
381.,381.,385.,TomP2P,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/TomP2P,
381.,381.,355.,Transbase,Relational,0.00,±0.00,-0.05,https://db-engines.com/en/system/Transbase,
381.,381.,361.,Transwarp ArgoDB,"Relational, Multi-model",0.00,±0.00,-0.04,https://db-engines.com/en/system/Transwarp+ArgoDB,"Relational DBMS,Search engine"
381.,381.,385.,Transwarp Hippo,Vector,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+Hippo,
381.,381.,362.,Transwarp KunDB,Relational,0.00,±0.00,-0.04,https://db-engines.com/en/system/Transwarp+KunDB,
381.,381.,385.,Transwarp StellarDB,Graph,0.00,±0.00,±0.00,https://db-engines.com/en/system/Transwarp+StellarDB,
381.,381.,385.,Upscaledb,Key-value,0.00,±0.00,±0.00,https://db-engines.com/en/system/Upscaledb,
381.,381.,385.,VelocityDB,Multi-model,0.00,±0.00,±0.00,https://db-engines.com/en/system/VelocityDB,"Graph DBMS,Object oriented DBMS"
381.,381.,385.,WhiteDB,Document,0.00,±0.00,±0.00,https://db-engines.com/en/system/WhiteDB,
