category_label,Multi_model_info,DBMS,DBMS_insitelink,has_open_source_github_repo,has_company,github_repo_link,Score_Apr-2023,Rank_Apr-2023,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Wide column
Spatial DBMS,"Spatial DBMS,Relational DBMS",H2GIS,https://db-engines.com/en/system/H2GIS,Y,,orbisgis/h2gis,0.21,339,orbisgis,h2gis,CNRS,2013,,Y,LGPL 3.0,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Document,Document store,Acebase,https://db-engines.com/en/system/Acebase,Y,,appy-one/acebase,0.21,340,appy-one,acebase,,2018,,Y,MIT License,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,AntDB,https://db-engines.com/en/system/AntDB,Y,,ADBSQL/AntDB,0.21,341,ADBSQL,AntDB,AsiaInfo Technologies Limited,,,N,"community version available at,github.com/ADBSQL/AntDB",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Search engine,"Search engine,Time Series DBMS",Manticore Search,https://db-engines.com/en/system/Manticore+Search,Y,,manticoresoftware/manticoresearch,0.21,342,manticoresoftware,manticoresearch,Manticore Software,2017,,Y,GPL version 2,N,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Search engine,Search engine,Exorbyte,https://db-engines.com/en/system/Exorbyte,N,,-,0.21,343,-,-,,2000,,N,,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Key-value,Key-value store,LedisDB,https://db-engines.com/en/system/LedisDB,Y,,ledisdb/ledisdb,0.2,344,ledisdb,ledisdb,,2014,,Y,MIT-License,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,BigObject,https://db-engines.com/en/system/BigObject,N,,-,0.2,345,-,-,"BigObject, Inc.",2015,,N,free community edition available,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Time Series,Time Series DBMS,Blueflood,https://db-engines.com/en/system/Blueflood,Y,,rackerlabs/blueflood,0.2,345,rackerlabs,blueflood,Rackspace,2013,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Document,Document store,WhiteDB,https://db-engines.com/en/system/WhiteDB,Y,,priitj/whitedb,0.2,345,priitj,whitedb,,2008,,Y,GPL V3,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Spatial DBMS",Linter,https://db-engines.com/en/system/Linter,N,,-,0.2,348,-,-,relex.ru/en,1990,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Key-value,"Key-value store,Relational DBMS",Immudb,https://db-engines.com/en/system/Immudb,Y,,codenotary/immudb,0.2,349,codenotary,immudb,Codenotary,2020,,Y,Apache Version 2.0,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Key-value,Key-value store,TerarkDB,https://db-engines.com/en/system/TerarkDB,Y_GithubFork,,bytedance/terarkdb,0.2,350,bytedance,terarkdb,Terark,2016,,N,restricted open source version available,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Time Series,Time Series DBMS,Quasardb,https://db-engines.com/en/system/Quasardb,N,,-,0.19,351,-,-,quasardb,2009,,N,"Free community edition, Non-profit organizations and non-commercial usage are eligible for free licenses",N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Time Series,Time Series DBMS,Hawkular Metrics,https://db-engines.com/en/system/Hawkular+Metrics,Y,,hawkular/hawkular-metrics,0.19,352,hawkular,hawkular-metrics,Community supported by Red Hat,2014,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Relational,Relational DBMS,JethroData,https://db-engines.com/en/system/JethroData,N,,-,0.19,353,-,-,JethroData,2013,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Graph,"Graph DBMS,Object oriented DBMS",VelocityDB,https://db-engines.com/en/system/VelocityDB,N,,-,0.19,353,-,-,VelocityDB Inc,2011,,N,,N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Document,Document store,XTDB,https://db-engines.com/en/system/XTDB,Y,,xtdb/xtdb,0.18,355,xtdb,xtdb,Juxt Ltd.,2019,,Y,MIT License,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Dragonfly,https://db-engines.com/en/system/Dragonfly,,,,0.18,356,,,,2023,,Y,BSL 1.1,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Time Series,Time Series DBMS,GreptimeDB,https://db-engines.com/en/system/GreptimeDB,Y,,GreptimeTeam/greptimedb,0.18,357,GreptimeTeam,GreptimeTeam/greptimedb,Greptime Inc.,2022,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Key-value,Key-value store,Kyoto Tycoon,https://db-engines.com/en/system/Kyoto+Tycoon,Y,,AlticeLabsProjects/kyoto,0.18,358,AlticeLabsProjects,kyoto,,2009,,Y,GPL,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,ActorDB,https://db-engines.com/en/system/ActorDB,Y,,biokoda/actordb,0.17,359,biokoda,actordb,,2014,,Y,Mozilla Public License 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Document,"Document store,Object oriented DBMS",OrigoDB,https://db-engines.com/en/system/OrigoDB,Y,,DevrexLabs/OrigoDB,0.17,360,DevrexLabs,OrigoDB,Robert Friberg et al,2009,,Y,,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Document,Document store,ToroDB,https://db-engines.com/en/system/ToroDB,Y,,torodb/server,0.17,361,torodb,server,8Kdata,2016,,Y,AGPL-V3,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Document,Document store,SenseiDB,https://db-engines.com/en/system/SenseiDB,Y_archivedas_LinkedInAttic/sensei,N,LinkedInAttic/sensei,0.17,362,LinkedInAttic,sensei,,2010,,Y,Apache Version 2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Series,Time Series DBMS,SiriDB,https://db-engines.com/en/system/SiriDB,Y,,SiriDB/siridb-server,0.17,362,SiriDB,siridb-server,Cesbit,2017,,Y,MIT License,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Document,Document store,NosDB,https://db-engines.com/en/system/NosDB,Y,,Alachisoft/NosDB,0.17,364,Alachisoft,NosDB,Alachisoft,2016,,Y,Professional and Enterprise Versions available,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Series,Time Series DBMS,Alibaba Cloud TSDB,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,N,,-,0.17,365,-,-,Alibaba,,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Key-value,"Key-value store,Relational DBMS",Faircom DB,https://db-engines.com/en/system/Faircom+DB,N,,-,0.17,366,-,-,FairCom Corporation,1979,,N,"Restricted, free version available",N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,Transwarp KunDB,https://db-engines.com/en/system/Transwarp+KunDB,N,,-,0.16,367,-,-,Transwarp,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Key-value,Key-value store,Skytable,https://db-engines.com/en/system/Skytable,Y,Y,skytable/skytable,0.16,368,skytable,skytable,"Skytable, Inc.",2020,,Y,GNU AGPL 3.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Document,Document store,iBoxDB,https://db-engines.com/en/system/iBoxDB,Y,,iboxdb/ftserver,0.16,369,iboxdb,ftserver,,2013,,Y,,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,XtremeData,https://db-engines.com/en/system/XtremeData,N,,-,0.15,370,-,-,,,,N,limited edition free,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Key-value,Key-value store,TomP2P,https://db-engines.com/en/system/TomP2P,Y,,tomp2p/TomP2P,0.15,371,tomp2p,TomP2P,,2004,,Y,Apache Version 2,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,EsgynDB,https://db-engines.com/en/system/EsgynDB,N,,-,0.14,372,-,-,Esgyn,2015,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Event,"Event Store,Time Series DBMS",IBM Db2 Event Store,https://db-engines.com/en/system/IBM+Db2+Event+Store,N,,-,0.13,373,-,-,IBM,2017,,N,free developer edition available,N,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Key-value,Key-value store,Badger,https://db-engines.com/en/system/Badger,Y,,dgraph-io/badger,0.13,374,dgraph-io,badger,DGraph Labs,2017,,Y,Apache 2.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Document store,Spatial DBMS",Fujitsu Enterprise Postgres,https://db-engines.com/en/system/Fujitsu+Enterprise+Postgres,N,,-,0.12,375,-,-,"PostgreSQL Global Development Group, Fujitsu Australia Software Technology",,,N,,N,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Time Series,Time Series DBMS,SiteWhere,https://db-engines.com/en/system/SiteWhere,Y,,sitewhere/sitewhere,0.12,376,sitewhere,sitewhere,SiteWhere,2010,,Y,Common Public Attribution License Version 1.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Object oriented,"Object oriented DBMS,Graph DBMS",DataFS,https://db-engines.com/en/system/DataFS,N,,-,0.09,377,-,-,Mobiland AG,2018,,N,,N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Key-value,Key-value store,InfinityDB,https://db-engines.com/en/system/InfinityDB,N,,-,0.07,378,-,-,Boiler Bay Inc.,2002,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Search engine,Search engine,Indica,https://db-engines.com/en/system/Indica,N,,-,0.07,379,-,-,,2014,,N,parts of it are open source,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Relational,Relational DBMS,OushuDB,https://db-engines.com/en/system/OushuDB,N,,-,0.07,380,-,-,Oushu,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Graph,"Graph DBMS,Relational DBMS",AgensGraph,https://db-engines.com/en/system/AgensGraph,Y,Y,bitnine-oss/agensgraph,0.06,381,bitnine-oss,agensgraph,Bitnine Global Inc.,,2018,Y,Apache License 2.0,N,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Time Series,Time Series DBMS,Warp 10,https://db-engines.com/en/system/Warp+10,Y,,senx/warp10-platform,0.03,382,senx,warp10-platform,SenX,,,Y,Apache License 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Relational,Relational DBMS,SmallSQL,https://db-engines.com/en/system/SmallSQL,Y,,CptTZ/SmallSQL,0.02,383,CptTZ,SmallSQL,,,,Y,L-GPL,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Key-value,Key-value store,ScaleOut StateServer,https://db-engines.com/en/system/ScaleOut+StateServer,N,,-,0.02,384,-,-,,,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RDF,RDF store,SparkleDB,https://db-engines.com/en/system/SparkleDB,N,,-,0.02,385,-,-,,,,N,,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Key-value,Key-value store,Resin Cache,https://db-engines.com/en/system/Resin+Cache,Y,,dlitz/resin,0.01,386,dlitz,resin,,,2020,Y,"GPLv3, extended commercial license available",N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wide column,"Wide column store,Time Series DBMS",SWC-DB,https://db-engines.com/en/system/SWC-DB,Y,,kashirin-alex/swc-db,0.01,387,kashirin-alex,swc-db,Alex Kashirin,,2021,Y,GPL V3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Object oriented,Object oriented DBMS,WakandaDB,https://db-engines.com/en/system/WakandaDB,N_commercial,Y,-,0.0,388,-,-,Wakanda SAS,,2019,Y,"AGPLv3, extended commercial license available",N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Key-value,Key-value store,JaguarDB,https://db-engines.com/en/system/JaguarDB,Y,Y,datajaguar/jaguardb,0.0,389,datajaguar,jaguardb,"DataJaguar, Inc.",,2018,Y,GPL V3.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Key-value,"Key-value store,Relational DBMS",Faircom EDGE,https://db-engines.com/en/system/Faircom+EDGE,N,,-,0.0,390,-,-,FairCom Corporation,,2020,N,"Restricted, free version available",N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Key-value,Key-value store,SwayDB,https://db-engines.com/en/system/SwayDB,Y,,simerplaha/SwayDB,0.0,391,simerplaha,SwayDB,Simer Plaha,,,Y,GNU Affero GPL V3.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,BergDB,https://db-engines.com/en/system/BergDB,Y,,bergdb/bergdb,0.0,392,bergdb,bergdb,,,,Y,Gnu Affero General Public License (AGPL),N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Cachelot.io,https://db-engines.com/en/system/Cachelot.io,Y,,cachelot/cachelot,0.0,392,cachelot,cachelot,,,,Y,Simplified BSD License,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Document,"Document store,Key-value store",CortexDB,https://db-engines.com/en/system/CortexDB,N,,-,0.0,392,-,-,,,,N,,N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,CovenantSQL,https://db-engines.com/en/system/CovenantSQL,Y,,CovenantSQL/CovenantSQL,0.0,392,CovenantSQL,CovenantSQL,,,,Y,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,DaggerDB,https://db-engines.com/en/system/DaggerDB,N,,-,0.0,392,-,-,,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Relational,Relational DBMS,EdgelessDB,https://db-engines.com/en/system/EdgelessDB,Y,,edgelesssys/edgelessdb,0.0,392,edgelesssys,edgelessdb,Edgeless Systems,,,Y,GPL V2,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Graph,Graph DBMS,Galaxybase,https://db-engines.com/en/system/Galaxybase,N,,-,0.0,392,-,-,"Chuanglin(Createlink) Technology Co., Ltd 浙江创邻科技有限公司",,2021,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Key-value,Key-value store,Helium,https://db-engines.com/en/system/Helium,N,,-,0.0,392,-,-,Levyx Inc.,,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Graph,Graph DBMS,HGraphDB,https://db-engines.com/en/system/HGraphDB,Y,,rayokota/hgraphdb,0.0,392,rayokota,hgraphdb,,,,Y,Apache 2.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Document,Document store,JasDB,https://db-engines.com/en/system/JasDB,Y,,oberasoftware/jasdb,0.0,392,oberasoftware,jasdb,,2014,,Y,,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,K-DB,https://db-engines.com/en/system/K-DB,N,,-,0.0,392,-,-,Inspur Group,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Time Series,Time Series DBMS,Newts,https://db-engines.com/en/system/Newts,Y,,OpenNMS/newts,0.0,392,OpenNMS,newts,OpenNMS Group,2014,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Time Series,Time Series DBMS,NSDb,https://db-engines.com/en/system/NSDb,Y,,radicalbit/NSDb,0.0,392,radicalbit,NSDb,,2017,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Relational,Relational DBMS,PieCloudDB,https://db-engines.com/en/system/PieCloudDB,N,,-,0.0,392,-,-,OpenPie,,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Search engine,"Search engine,Time Series DBMS",Rizhiyi,https://db-engines.com/en/system/Rizhiyi,N,,-,0.0,392,-,-,Rizhiyi,2014,,N,,N,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Relational,Relational DBMS,Sadas Engine,https://db-engines.com/en/system/Sadas+Engine,N,,-,0.0,392,-,-,SADAS s.r.l.,2006,,N,free trial version available,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Native XML,"Native XML DBMS,Search engine",searchxml,https://db-engines.com/en/system/searchxml,N,,-,0.0,392,-,-,informationpartners gmbh,2015,,N,,N,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Spatial DBMS,"Spatial DBMS,Relational DBMS",SpaceTime,https://db-engines.com/en/system/SpaceTime,N,,-,0.0,392,-,-,Mireo,2020,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Key-value,Key-value store,Tkrzw,https://db-engines.com/en/system/Tkrzw,Y,,estraier/tkrzw,0.0,392,estraier,tkrzw,Mikio Hirabayashi,2020,,Y,Apache Version 2.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Relational,"Relational DBMS,Search engine",Transwarp ArgoDB,https://db-engines.com/en/system/Transwarp+ArgoDB,N,,-,0.0,392,-,-,Transwarp,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Graph,Graph DBMS,Transwarp StellarDB,https://db-engines.com/en/system/Transwarp+StellarDB,Y_IssueTracking,,stellardb/StellarDB,0.0,392,stellardb,StellarDB,Transwarp,,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Relational,Relational DBMS,Yaacomo,https://db-engines.com/en/system/Yaacomo,N,,-,0.0,392,-,-,Q2WEB GmbH,2009,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Time Series,Time Series DBMS,Yanza,https://db-engines.com/en/system/Yanza,N,,-,0.0,392,-,-,Yanza,2015,,N,free version available,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
