id,category_label,Multi_model_info,DBMS,DBMS_insitelink,has_open_source_github_repo,has_company,github_repo_link,Score_Nov-2022,Rank_Nov-2022,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Wide column
96.,Key-value,Key-value store,LevelDB,https://db-engines.com/en/system/LevelDB,Y,,google/leveldb,4.,97.,google,leveldb,Google,2011.,2021.,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
97.,RDF,RDF store,Apache Jena - TDB,https://db-engines.com/en/system/Apache+Jena+-+TDB,Y,N,apache/jena,4.,98.,apache,jena,Apache Software Foundation,2000.,2022.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
98.,Document,"Document store,Spatial DBMS",RethinkDB,https://db-engines.com/en/system/RethinkDB,Y,,rethinkdb/rethinkdb,3.,99.,rethinkdb,rethinkdb,The Linux Foundation,2009.,2020.,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.
99.,Document,Document store,PouchDB,https://db-engines.com/en/system/PouchDB,Y,N,pouchdb/pouchdb,3.,100.,pouchdb,pouchdb,Apache Software Foundation,2012.,2019.,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
100.,Relational,Relational DBMS,Apache Phoenix,https://db-engines.com/en/system/Apache+Phoenix,Y,N,apache/phoenix,3.,101.,apache,phoenix,Apache Software Foundation,2014.,2019.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
101.,Key-value,Key-value store,Infinispan,https://db-engines.com/en/system/Infinispan,Y,,infinispan/infinispan,3.,102.,infinispan,infinispan,,2009.,2021.,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
102.,Relational,Relational DBMS,EXASOL,https://db-engines.com/en/system/EXASOL,N,,,3.,103.,-,-,Exasol,2000.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
103.,Document,"Document store,Relational DBMS",Apache Drill,https://db-engines.com/en/system/Apache+Drill,Y,N,apache/drill,3.,104.,apache,drill,Apache Software Foundation,2012.,2022.,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
104.,Relational,Relational DBMS,SAP Advantage Database Server,https://db-engines.com/en/system/SAP+Advantage+Database+Server,N,,,3.,105.,-,-,"Sybase, SAP",1993.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
105.,Key-value,"Key-value store,Native XML DBMS",Oracle Berkeley DB,https://db-engines.com/en/system/Oracle+Berkeley+DB,Y,,berkeleydb/libdb,3.,106.,berkeleydb,libdb,Oracle,1994.,2020.,Y,N,0.,0.,0.,0.,1.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.
106.,Graph,"Graph DBMS,RDF store",Amazon Neptune,https://db-engines.com/en/system/Amazon+Neptune,N,,-,3.,107.,-,-,Amazon,2017.,,N,Y,0.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
107.,Relational,Relational DBMS,Percona Server for MySQL,https://db-engines.com/en/system/Percona+Server+for+MySQL,Y_replacementfor_MySQL,N,percona/percona-server,3.,108.,percona,percona-server,Percona,2008.,2022.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
108.,Graph,Graph DBMS,JanusGraph,https://db-engines.com/en/system/JanusGraph,Y,,JanusGraph/janusgraph,3.,109.,JanusGraph,janusgraph,"Linux Foundation; originally developed as,Titan,by Aurelius",2017.,2022.,Y,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
109.,Navigational,Navigational DBMS,IMS,https://db-engines.com/en/system/IMS,N,,-,3.,110.,-,-,IBM,1966.,2017.,N,N,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.
110.,Key-value,"Key-value store,Object oriented DBMS,Relational DBMS,Document store",InterSystems Caché,https://db-engines.com/en/system/InterSystems+Cach%C3%A9,N,,-,3.,111.,-,-,InterSystems,1997.,2020.,N,N,0.,1.,0.,0.,1.,0.,0.,0.,1.,0.,1.,0.,0.,0.,0.
111.,Document,Document store,CloudKit,https://db-engines.com/en/system/CloudKit,N,,,3.,112.,-,-,,2016.,,N,Y,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
112.,Relational,"Relational DBMS,Document store",Citus,https://db-engines.com/en/system/Citus,Y,,citusdata/citus,3.,113.,citusdata,citus,,2010.,2018.,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
113.,Relational,"Relational DBMS,Document store,Spatial DBMS",EDB Postgres,https://db-engines.com/en/system/EDB+Postgres,N,,,3.,114.,-,-,EnterpriseDB,2005.,2021.,N,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.
114.,Time Series,Time Series DBMS,RRDtool,https://db-engines.com/en/system/RRDtool,Y,,oetiker/rrdtool-1.x,3.,115.,oetiker,rrdtool-1.x,Tobias Oetiker,1999.,2022.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
115.,Key-value,Key-value store,Oracle Coherence,https://db-engines.com/en/system/Oracle+Coherence,N,,,3.,116.,-,-,Oracle,2007.,2016.,N,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
116.,Key-value,Key-value store,Amazon SimpleDB,https://db-engines.com/en/system/Amazon+SimpleDB,N,,,3.,117.,-,-,Amazon,2007.,,N,Y,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
117.,Relational,Relational DBMS,4D,https://db-engines.com/en/system/4D,N,,,3.,118.,-,-,"4D, Inc",1984.,2021.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
118.,Time Series,Time Series DBMS,OpenTSDB,https://db-engines.com/en/system/OpenTSDB,Y,,OpenTSDB/opentsdb,3.,119.,OpenTSDB,opentsdb,currently maintained by Yahoo and other contributors,2011.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
119.,Key-value,Key-value store,LMDB,https://db-engines.com/en/system/LMDB,Y,,LMDB/lmdb,3.,120.,LMDB,lmdb,Symas,2011.,2021.,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
120.,Search engine,Search engine,Amazon CloudSearch,https://db-engines.com/en/system/Amazon+CloudSearch,N,,-,3.,121.,-,-,Amazon,2012.,,N,Y,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.
121.,Document,"Document store,Key-value store,Object oriented DBMS,Relational DBMS",InterSystems IRIS,https://db-engines.com/en/system/InterSystems+IRIS,N,,-,3.,122.,-,-,InterSystems,2018.,2021.,N,N,0.,1.,0.,0.,1.,0.,0.,0.,1.,0.,1.,0.,0.,0.,0.
122.,Graph,"Graph DBMS,RDF store",GraphDB,https://db-engines.com/en/system/GraphDB,N,,-,2.,123.,-,-,Ontotext,2000.,2021.,N,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
123.,Relational,"Relational DBMS,Time Series DBMS",Apache Druid,https://db-engines.com/en/system/Apache+Druid,Y,N,apache/druid,2.,124.,apache,druid,Apache Software Foundation and contributors,2012.,2022.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,1.,0.
124.,Spatial DBMS,"Spatial DBMS,Relational DBMS",SpatiaLite,https://db-engines.com/en/system/SpatiaLite,Y,,illarionov/SpatiaLite,2.,125.,illarionov,SpatiaLite,Alessandro Furieri,2008.,2020.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.
125.,Time Series,"Time Series DBMS,Relational DBMS",DolphinDB,https://db-engines.com/en/system/DolphinDB,N,,,2.,126.,-,-,"DolphinDB, Inc",2018.,2022.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,1.,0.
126.,Key-value,"Key-value store,Relational DBMS",GridGain,https://db-engines.com/en/system/GridGain,N,,,2.,127.,-,-,"GridGain Systems, Inc.",2007.,,N,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
127.,Key-value,Key-value store,Geode,https://db-engines.com/en/system/Geode,Y,,apache/geode,2.,128.,apache,geode,Originally developed by Gemstone. They outsourced the project to Apache in 2015 but still deliver a commercial version as Gemfire.,2002.,2017.,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
128.,Search engine,Search engine,Coveo,https://db-engines.com/en/system/Coveo,N,,,2.,129.,-,-,Coveo,2012.,,N,Y,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.
129.,Relational,Relational DBMS,IBM Db2 warehouse,https://db-engines.com/en/system/IBM+Db2+warehouse,N,,,2.,130.,-,-,IBM,2014.,,N,Y,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
130.,Relational,"Relational DBMS,Document store,Spatial DBMS",MonetDB,https://db-engines.com/en/system/MonetDB,Y,,MonetDB/MonetDB,2.,131.,MonetDB,MonetDB,MonetDB BV,2004.,2021.,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.
131.,Relational,Relational DBMS,Datomic,https://db-engines.com/en/system/Datomic,N,,,2.,132.,-,-,Cognitect,2012.,2022.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
132.,Graph,Graph DBMS,TigerGraph,https://db-engines.com/en/system/TigerGraph,N,,-,2.,133.,-,-,,2017.,,N,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
133.,Relational,Relational DBMS,VoltDB,https://db-engines.com/en/system/VoltDB,Y,Y,VoltDB/voltdb,2.,134.,VoltDB,voltdb,VoltDB Inc.,2010.,2022.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
134.,Relational,"Relational DBMS,Spatial DBMS",HEAVY.AI,https://db-engines.com/en/system/HEAVY.AI,Y,Y,heavyai/heavydb,2.,135.,heavyai,heavydb,"HEAVY.AI, Inc.",2016.,2022.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.
135.,Document,Document store,Amazon DocumentDB,https://db-engines.com/en/system/Amazon+DocumentDB,N,,,2.,136.,-,-,,2019.,,N,Y,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
136.,Relational,Relational DBMS,TimesTen,https://db-engines.com/en/system/TimesTen,N,,,2.,137.,-,-,"Oracle, TimesTen Performance Software, HP",1998.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
137.,Object oriented,Object oriented DBMS,Db4o,https://db-engines.com/en/system/Db4o,Y,,iboxdb/db4o-gpl,2.,138.,iboxdb,db4o-gpl,,2001.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
138.,Time Series,"Time Series DBMS,Relational DBMS",QuestDB,https://db-engines.com/en/system/QuestDB,Y,,questdb/questd,2.,139.,questdb,questd,QuestDB Limited,2014.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,1.,0.
139.,Key-value,"Key-value store,Document store,Relational DBMS,Spatial DBMS",Tarantool,https://db-engines.com/en/system/Tarantool,Y,,tarantool/tarantool,2.,140.,tarantool,tarantool,VK,2008.,2022.,Y,N,0.,1.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.
140.,Object oriented,Object oriented DBMS,ObjectStore,https://db-engines.com/en/system/ObjectStore,N,,-,2.,141.,-,-,Ignite Technologies,1988.,2014.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
141.,Relational,Relational DBMS,Tibero,https://db-engines.com/en/system/Tibero,N,,,2.,142.,-,-,TmaxSoft,2003.,2015.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
142.,Time Series,"Time Series DBMS,Key-value store,Relational DBMS",GridDB,https://db-engines.com/en/system/GridDB,Y,,griddb/griddb,2.,143.,griddb,griddb,Toshiba Corporation,2013.,2022.,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,1.,0.
143.,Document,"Document store,Key-value store,Relational DBMS",FoundationDB,https://db-engines.com/en/system/FoundationDB,Y,,apple/foundationdb,2.,144.,apple,foundationdb,FoundationDB,2013.,2020.,Y,N,0.,1.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
144.,Graph,"Graph DBMS,RDF store",Stardog,https://db-engines.com/en/system/Stardog,N,,-,2.,145.,-,-,Stardog-Union,2010.,2020.,N,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
145.,Multivalue,Multivalue DBMS,jBASE,https://db-engines.com/en/system/jBASE,N,,-,2.,146.,-,-,Zumasys,1991.,,N,N,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.
146.,Relational,Relational DBMS,Apache Kylin,https://db-engines.com/en/system/Apache+Kylin,Y,Y,apache/kylin,2.,147.,apache,kylin,"Apache Software Foundation, originally contributed from eBay Inc",2015.,2020.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
147.,Graph,Graph DBMS,Dgraph,https://db-engines.com/en/system/Dgraph,Y,Y,dgraph-io/dgraph,2.,148.,dgraph-io,dgraph,"Dgraph Labs, Inc.",2016.,,Y,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
148.,Document,"Document store,Graph DBMS,Relational DBMS,Time Series DBMS",Fauna,https://db-engines.com/en/system/Fauna,N,,-,2.,149.,-,-,"Fauna, Inc.",2014.,,N,Y,0.,1.,0.,1.,0.,0.,0.,0.,0.,0.,1.,0.,0.,1.,0.
149.,Document,Document store,Mnesia,https://db-engines.com/en/system/Mnesia,Y,,beardedeagle/mnesiac,2.,150.,beardedeagle,mnesiac,,1999.,2018.,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
150.,Document,Document store,LiteDB,https://db-engines.com/en/system/LiteDB,Y,,mbdavid/LiteDB,2.,151.,mbdavid,LiteDB,Mauricio David,2014.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
151.,Object oriented,"Object oriented DBMS,Time Series DBMS",ObjectBox,https://db-engines.com/en/system/ObjectBox,Y,,objectbox/objectbox-java,2.,152.,objectbox,objectbox-java,ObjectBox Limited,2017.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,1.,0.
152.,Native XML,Native XML DBMS,BaseX,https://db-engines.com/en/system/BaseX,Y,,BaseXdb/basex,2.,153.,BaseXdb,basex,BaseX GmbH,2007.,2022.,Y,N,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.
153.,Object oriented,Object oriented DBMS,Actian NoSQL Database,https://db-engines.com/en/system/Actian+NoSQL+Database,N,,-,2.,154.,-,-,Actian,1988.,2017.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
154.,Time Series,"Time Series DBMS,Relational DBMS",TDengine,https://db-engines.com/en/system/TDengine,Y,,taosdata/TDengine,2.,155.,taosdata,TDengine,"TDEngine, previously Taos Data",2019.,2022.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,1.,0.
155.,Relational,Relational DBMS,mSQL,https://db-engines.com/en/system/mSQL,N,,,2.,156.,-,-,Hughes Technologies,1994.,2021.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
156.,Document,Document store,Datameer,https://db-engines.com/en/system/Datameer,N,,,2.,157.,-,-,,2009.,,N,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
157.,Relational,Relational DBMS,Infobright,https://db-engines.com/en/system/Infobright,N,,,2.,158.,-,-,Ignite Technologies Inc.; formerly InfoBright Inc.,2005.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
158.,Relational,Relational DBMS,GBase,https://db-engines.com/en/system/GBase,N,,,2.,159.,-,-,,,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
159.,Relational,Relational DBMS,Oracle Rdb,https://db-engines.com/en/system/Oracle+Rdb,N,,,2.,160.,-,-,"Oracle, originally developed by Digital Equipment Corporation (DEC)",1984.,2021.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
160.,Relational,Relational DBMS,NonStop SQL,https://db-engines.com/en/system/NonStop+SQL,N,,,2.,161.,-,-,"HP, originally by Tandem",1987.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
161.,Key-value,Key-value store,GT.M,https://db-engines.com/en/system/GT.M,N,,,1.,162.,-,-,,1986.,2021.,N,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
162.,Relational,Relational DBMS,DataEase,https://db-engines.com/en/system/DataEase,N,,,1.,163.,-,-,,1981.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
163.,Relational,Relational DBMS,HFSQL,https://db-engines.com/en/system/HFSQL,N,,,1.,164.,-,-,PC Soft,,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
164.,Relational,Relational DBMS,SQL.JS,https://db-engines.com/en/system/SQL.JS,Y,,sql-js/sql.js,1.,165.,sql-js,sql.js,Alon Zakai,2012.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
165.,Relational,Relational DBMS,SQLBase,https://db-engines.com/en/system/SQLBase,N,,,1.,166.,-,-,,1985.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
166.,Document,"Document store,Graph DBMS,RDF store,Spatial DBMS",AllegroGraph,https://db-engines.com/en/system/AllegroGraph,N,,-,1.,167.,-,-,Franz Inc.,2004.,2021.,N,N,0.,1.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,1.,0.,0.
167.,Relational,Relational DBMS,Cubrid,https://db-engines.com/en/system/Cubrid,Y,,CUBRID/cubrid,1.,168.,CUBRID,cubrid,"CUBRID Corporation, CUBRID Foundation",2008.,2021.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
168.,Relational,Relational DBMS,Empress,https://db-engines.com/en/system/Empress,N,,,1.,169.,-,-,,1981.,2010.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
169.,Graph,Graph DBMS,Giraph,https://db-engines.com/en/system/Giraph,Y,,apache/giraph,1.,170.,apache,giraph,,2013.,2020.,Y,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
170.,Relational,Relational DBMS,DuckDB,https://db-engines.com/en/system/DuckDB,Y,,duckdb/duckdb,1.,171.,duckdb,duckdb,,2018.,2020.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
171.,Multivalue,Multivalue DBMS,Model 204,https://db-engines.com/en/system/Model+204,N,,-,1.,172.,-,-,,1972.,,N,N,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.
172.,Relational,Relational DBMS,Altibase,https://db-engines.com/en/system/Altibase,Y,,ALTIBASE/altibase,1.,173.,ALTIBASE,altibase,Altibase,1999.,2021.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
173.,Relational,Relational DBMS,1010data,https://db-engines.com/en/system/1010data,N,,,1.,174.,-,-,,2000.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
174.,Key-value,Key-value store,ZODB,https://db-engines.com/en/system/ZODB,Y,,zopefoundation/ZODB,1.,175.,zopefoundation,ZODB,,2009.,2020.,Y,N,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
175.,Relational,Relational DBMS,Apache HAWQ,https://db-engines.com/en/system/Apache+HAWQ,Y,,apache/hawq,1.,176.,apache,hawq,Pivotal Software; Apache,2012.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
176.,Document,"Document store,Object oriented DBMS,Graph DBMS,Search engine",GigaSpaces,https://db-engines.com/en/system/GigaSpaces,N_image_Gigaspaces/docker,Y,-,1.,177.,-,-,Gigaspaces Technologies,2000.,2020.,Y,N,0.,1.,0.,1.,0.,0.,0.,0.,1.,0.,0.,1.,0.,0.,0.
177.,Key-value,"Key-value store,Document store,Search engine",NCache,https://db-engines.com/en/system/NCache,Y,,Alachisoft/NCache,1.,178.,Alachisoft,NCache,Alachisoft,2005.,2021.,Y,N,0.,1.,0.,0.,1.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.
178.,Object oriented,Object oriented DBMS,Perst,https://db-engines.com/en/system/Perst,Y,,The-Alchemist/perst,1.,179.,The-Alchemist,perst,,2003.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
179.,Graph,"Graph DBMS,Key-value store",Graph Engine,https://db-engines.com/en/system/Graph+Engine,Y,,microsoft/GraphEngine,1.,180.,microsoft,GraphEngine,Microsoft,2010.,,Y,N,0.,0.,0.,1.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
180.,Graph,Graph DBMS,NebulaGraph,https://db-engines.com/en/system/NebulaGraph,Y_archivedas_nebula-graph,Y,vesoft-inc/nebula,1.,181.,vesoft-inc,nebula,Vesoft Inc.,2019.,,Y,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
181.,Document,"Document store,Wide column store",HPE Ezmeral Data Fabric,https://db-engines.com/en/system/HPE+Ezmeral+Data+Fabric,N,,-,1.,182.,-,-,"HPE, MapR Technologies, Inc",2009.,,N,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.
182.,Time Series,Time Series DBMS,Amazon Timestream,https://db-engines.com/en/system/Amazon+Timestream,N,,,1.,183.,-,-,,2018.,,N,Y,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.
183.,Native XML,Native XML DBMS,Sedna,https://db-engines.com/en/system/Sedna,Y,,sedna/sedna,1.,184.,sedna,sedna,,2006.,,Y,N,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.
184.,Graph,"Graph DBMS,Relational DBMS",TypeDB,https://db-engines.com/en/system/TypeDB,Y,,vaticle/typedb,1.,185.,vaticle,typedb,Vaticle (formerly Grakn Labs),2016.,2022.,Y,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
185.,Graph,"Graph DBMS,RDF store",Blazegraph,https://db-engines.com/en/system/Blazegraph,Y,,blazegraph/database,1.,186.,blazegraph,database,Blazegraph,2006.,2019.,Y,N,0.,0.,0.,1.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
186.,Native XML,Native XML DBMS,eXist-db,https://db-engines.com/en/system/eXist-db,Y,,eXist-db/exist,1.,187.,eXist-db,exist,,2000.,,Y,N,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.
187.,Relational,Relational DBMS,MatrixOne,https://db-engines.com/en/system/MatrixOne,Y,,matrixorigin/matrixone,1.,188.,matrixorigin,matrixone,,2021.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
188.,Relational,Relational DBMS,Actian Vector,https://db-engines.com/en/system/Actian+Vector,N,,,1.,189.,-,-,,,2016.,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
189.,Relational,Relational DBMS,NuoDB,https://db-engines.com/en/system/NuoDB,N,,,1.,190.,-,-,"NuoDB, Inc.",2013.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
190.,Relational,Relational DBMS,Splice Machine,https://db-engines.com/en/system/Splice+Machine,Y,,splicemachine/spliceengine,1.,191.,splicemachine,spliceengine,Splice Machine,2014.,2021.,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
191.,Event,Event Store,EventStoreDB,https://db-engines.com/en/system/EventStoreDB,Y,,EventStore/EventStore,1.,192.,EventStore,EventStore,Event Store Limited,2012.,2021.,Y,N,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
192.,Relational,"Relational DBMS,Document store,Wide column store",OceanBase,https://db-engines.com/en/system/OceanBase,Y,,oceanbase/oceanbase,1.,193.,oceanbase,oceanbase,OceanBase,2011.,2022.,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,1.
193.,Navigational,Navigational DBMS,IDMS,https://db-engines.com/en/system/IDMS,N,,-,1.,194.,-,-,,1973.,,N,N,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.
194.,Relational,Relational DBMS,DBISAM,https://db-engines.com/en/system/DBISAM,N,,,1.,195.,-,-,"Elevate Software, Inc.",1998.,,N,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.
195.,RDF,RDF store,RDF4J,https://db-engines.com/en/system/RDF4J,Y,Y,eclipse/rdf4j,1.,196.,eclipse,rdf4j,"Since 2016 officially forked into an Eclipse project, former developer was Aduna Software.",2004.,,Y,N,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
196.,Multivalue,Multivalue DBMS,D3,https://db-engines.com/en/system/D3,N,,-,1.,197.,-,-,,1999.,,N,N,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.
197.,Relational,"Relational DBMS,Search engine,Document store,Time Series DBMS",CrateDB,https://db-engines.com/en/system/CrateDB,Y,,crate/crate,1.,198.,crate,crate,Crate,2013.,,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,1.,0.,1.,0.
198.,Relational,"Relational DBMS,Document store,Spatial DBMS",openGauss,https://db-engines.com/en/system/openGauss,Y,,opengauss-mirror/openGauss-server,1.,199.,opengauss-mirror,openGauss-server,Huawei and openGauss community,2019.,2022.,Y,N,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,1.,0.,0.
